Time [ms],Measured Flow,Simple Moving Average Flow,Exponential Moving Average Flow
"20.0","4.8957","4.8957","4.8957"
"40.0","5.1766","5.1766","4.9467"
"60.0","5.0158","5.0158","4.9593"
"80.0","5.1284","5.1284","4.9901"
"100.0","5.5625","5.5625","5.0941"
"120.0","6.0271","6.0271","5.2638"
"140.0","5.8727","5.8727","5.3745"
"160.0","5.2887","5.2887","5.3589"
"180.0","5.2713","5.2713","5.3430"
"200.0","5.6100","5.3849","5.3915"
"220.0","6.2947","5.5248","5.5557"
"240.0","6.1917","5.6263","5.6714"
"260.0","5.2828","5.6530","5.6007"
"280.0","4.9551","5.6357","5.4833"
"300.0","5.5379","5.6332","5.4933"
"320.0","6.0522","5.6357","5.5949"
"340.0","6.1135","5.6598","5.6892"
"360.0","5.0156","5.6325","5.5667"
"380.0","4.9506","5.6004","5.4547"
"400.0","5.4001","5.5794","5.4448"
"420.0","6.3196","5.5819","5.6038"
"440.0","5.7742","5.5402","5.6348"
"460.0","4.6990","5.4818","5.4646"
"480.0","4.2440","5.4107","5.2427"
"500.0","4.5088","5.3077","5.1093"
"520.0","3.3875","5.0413","4.7962"
"540.0","3.4565","4.7756","4.5526"
"560.0","3.5358","4.6276","4.3678"
"580.0","4.0815","4.5407","4.3157"
"600.0","3.5535","4.3560","4.1771"
"620.0","2.4616","3.9702","3.8652"
"640.0","2.4476","3.6376","3.6074"
"660.0","3.0376","3.4714","3.5038"
"680.0","3.3876","3.3858","3.4827"
"700.0","3.0922","3.2441","3.4117"
"720.0","2.2264","3.1280","3.1962"
"740.0","2.4953","3.0319","3.0687"
"760.0","3.0402","2.9823","3.0636"
"780.0","3.2748","2.9017","3.1020"
"800.0","3.2679","2.8731","3.1321"
"820.0","2.6477","2.8917","3.0441"
"840.0","2.5439","2.9014","2.9531"
"860.0","3.3037","2.9280","3.0169"
"880.0","3.7158","2.9608","3.1439"
"900.0","3.6327","3.0148","3.2328"
"920.0","2.9209","3.0843","3.1761"
"940.0","2.7881","3.1136","3.1055"
"960.0","3.2090","3.1305","3.1244"
"980.0","3.7869","3.1817","3.2448"
"1000.0","3.6575","3.2206","3.3199"
"1020.0","2.6362","3.2195","3.1955"
"1040.0","2.4385","3.2089","3.0579"
"1060.0","2.3129","3.1098","2.9224"
"1080.0","2.5270","2.9910","2.8506"
"1100.0","2.1769","2.8454","2.7281"
"1120.0","1.4304","2.6963","2.4921"
"1140.0","1.4295","2.5605","2.2989"
"1160.0","1.6971","2.4093","2.1895"
"1180.0","2.0451","2.2351","2.1632"
"1200.0","1.7278","2.0421","2.0841"
"1220.0","1.0834","1.8869","1.9021"
"1240.0","0.8200","1.7250","1.7054"
"1260.0","1.4999","1.6437","1.6680"
"1280.0","1.9277","1.5838","1.7152"
"1300.0","1.5219","1.5183","1.6801"
"1320.0","0.9330","1.4685","1.5443"
"1340.0","0.8794","1.4135","1.4234"
"1360.0","1.1889","1.3627","1.3807"
"1380.0","1.8046","1.3387","1.4578"
"1400.0","1.2746","1.2933","1.4245"
"1420.0","0.7233","1.2573","1.2970"
"1440.0","0.4634","1.2217","1.1454"
"1460.0","0.7267","1.1444","1.0693"
"1480.0","1.2420","1.0758","1.1007"
"1500.0","0.9909","1.0227","1.0807"
"1520.0","0.3924","0.9686","0.9556"
"1540.0","0.3296","0.9136","0.8418"
"1560.0","0.5423","0.8490","0.7873"
"1580.0","1.1030","0.7788","0.8447"
"1600.0","0.7560","0.7270","0.8286"
"1620.0","-0.1485","0.6398","0.6509"
"1640.0","0.2604","0.6195","0.5799"
"1660.0","2.1970","0.7665","0.8739"
"1680.0","3.5236","0.9947","1.3557"
"1700.0","2.7094","1.1665","1.6018"
"1720.0","0.9006","1.2173","1.4743"
"1740.0","0.4580","1.2302","1.2896"
"1760.0","1.3319","1.3091","1.2973"
"1780.0","2.2221","1.4211","1.4654"
"1800.0","2.4711","1.5926","1.6483"
"1820.0","1.8367","1.7911","1.6825"
"1840.0","1.7433","1.9394","1.6936"
"1860.0","2.4601","1.9657","1.8329"
"1880.0","3.2035","1.9337","2.0821"
"1900.0","3.3118","1.9939","2.3057"
"1920.0","2.7393","2.1778","2.3846"
