Time [ms],Measured Flow,Simple Moving Average Flow,Exponential Moving Average Flow
"20.0","3.5709","3.5709","3.5709"
"40.0","3.0800","3.0800","3.4816"
"60.0","2.3887","2.3887","3.2829"
"80.0","2.5307","2.5307","3.1461"
"100.0","3.5883","3.5883","3.2265"
"120.0","3.1394","3.1394","3.2107"
"140.0","2.6871","2.6871","3.1155"
"160.0","3.6898","3.6898","3.2199"
"180.0","3.9238","3.9238","3.3479"
"200.0","3.1488","3.1747","3.3117"
"220.0","2.8681","3.1045","3.2310"
"240.0","3.0733","3.1038","3.2023"
"260.0","3.7690","3.2418","3.3054"
"280.0","3.8040","3.3692","3.3960"
"300.0","3.0125","3.3116","3.3263"
"320.0","2.1485","3.2125","3.1122"
"340.0","1.8670","3.1305","2.8858"
"360.0","2.3662","2.9981","2.7913"
"380.0","2.5665","2.8624","2.7504"
"400.0","2.1890","2.7664","2.6483"
"420.0","1.4276","2.6224","2.4264"
"440.0","1.5863","2.4737","2.2736"
"460.0","2.0736","2.3041","2.2373"
"480.0","2.0095","2.1247","2.1959"
"500.0","1.6232","1.9857","2.0917"
"520.0","0.9905","1.8699","1.8915"
"540.0","1.1070","1.7939","1.7489"
"560.0","1.9783","1.7551","1.7906"
"580.0","1.9747","1.6960","1.8241"
"600.0","1.2818","1.6052","1.7255"
"620.0","0.5659","1.5191","1.5147"
"640.0","0.8140","1.4419","1.3873"
"660.0","1.7529","1.4098","1.4537"
"680.0","1.3871","1.3475","1.4416"
"700.0","0.9591","1.2811","1.3539"
"720.0","0.5241","1.2345","1.2030"
"740.0","0.5973","1.1835","1.0929"
"760.0","1.4343","1.1291","1.1550"
"780.0","1.2871","1.0604","1.1790"
"800.0","0.7719","1.0094","1.1050"
"820.0","0.1693","0.9697","0.9348"
"840.0","0.4235","0.9307","0.8419"
"860.0","0.9281","0.8482","0.8575"
"880.0","1.0193","0.8114","0.8870"
"900.0","0.3950","0.7550","0.7975"
"920.0","0.4224","0.7448","0.7293"
"940.0","2.3170","0.9168","1.0180"
"960.0","3.6292","1.1363","1.4927"
"980.0","1.3378","1.1413","1.4646"
"1000.0","0.4842","1.1126","1.2863"
"1020.0","1.2963","1.2253","1.2881"
"1040.0","2.2013","1.4031","1.4542"
"1060.0","2.5643","1.5667","1.6560"
"1080.0","2.1316","1.6779","1.7425"
"1100.0","1.5790","1.7963","1.7128"
"1120.0","1.9047","1.9445","1.7477"
"1140.0","2.8917","2.0020","1.9557"
"1160.0","3.1684","1.9559","2.1762"
"1180.0","3.0623","2.1284","2.3373"
"1200.0","2.5635","2.3363","2.3784"
"1220.0","3.0954","2.5162","2.5088"
"1240.0","4.2604","2.7221","2.8272"
"1260.0","4.7580","2.9415","3.1783"
"1280.0","4.5222","3.1806","3.4226"
