Time [ms],Corrected Value
"22160.0","6.2580"
"22180.0","5.9127"
"22200.0","6.0840"
"22220.0","5.9831"
"22240.0","5.9601"
"22260.0","6.2653"
"22280.0","5.9651"
"22300.0","6.0385"
"22320.0","5.8599"
"22340.0","6.0744"
"22360.0","6.3301"
"22380.0","6.0841"
"22400.0","5.9567"
"22420.0","5.9994"
"22440.0","6.1573"
"22460.0","6.1667"
"22480.0","6.0968"
"22500.0","5.9334"
"22520.0","5.8842"
"22540.0","6.0474"
"22560.0","6.3165"
"22580.0","5.9009"
"22600.0","6.0055"
"22620.0","5.9341"
"22640.0","6.0390"
"22660.0","6.3512"
"22680.0","6.0419"
"22700.0","6.0166"
"22720.0","6.0327"
"22740.0","5.8850"
"22760.0","6.0702"
"22780.0","6.0643"
"22800.0","6.0084"
"22820.0","5.8865"
"22840.0","6.0720"
"22860.0","6.3166"
"22880.0","6.0305"
"22900.0","6.0292"
"22920.0","5.9477"
"22940.0","5.9606"
"22960.0","6.2861"
"22980.0","5.9602"
"23000.0","6.0064"
"23020.0","5.7687"
"23040.0","6.0980"
"23060.0","6.1380"
"23080.0","5.9058"
"23100.0","6.0402"
"23120.0","5.9885"
"23140.0","6.1832"
"23160.0","6.2877"
"23180.0","5.9523"
"23200.0","5.9552"
"23220.0","5.9489"
"23240.0","6.2214"
"23260.0","6.2341"
"23280.0","6.0979"
