Time [ms],Measured Flow,Simple Moving Average Flow,Exponential Moving Average Flow
"20.0","1.2822","1.2822","1.2822"
"40.0","0.2046","0.2046","1.0863"
"60.0","0.3376","0.3376","0.9502"
"80.0","0.9623","0.9623","0.9524"
"100.0","1.1950","1.1950","0.9965"
"120.0","0.7546","0.7546","0.9525"
"140.0","0.0588","0.0588","0.7900"
"160.0","0.0018","0.0018","0.6467"
"180.0","1.3837","1.3837","0.7807"
"200.0","4.2097","1.0390","1.4042"
"220.0","3.8151","1.2923","1.8425"
"240.0","1.7327","1.4451","1.8225"
"260.0","0.5071","1.4621","1.5834"
"280.0","1.2576","1.4916","1.5241"
"300.0","2.4723","1.6193","1.6965"
"320.0","2.4490","1.7888","1.8334"
"340.0","1.7606","1.9590","1.8201"
"360.0","1.6540","2.1242","1.7899"
"380.0","2.3740","2.2232","1.8961"
"400.0","3.0912","2.1114","2.1134"
"420.0","3.2656","2.0564","2.3229"
"440.0","2.3840","2.1215","2.3340"
"460.0","2.9162","2.3624","2.4399"
"480.0","3.6690","2.6036","2.6633"
"500.0","4.5148","2.8078","3.0000"
"520.0","4.1205","2.9750","3.2037"
"540.0","3.6742","3.1663","3.2892"
"560.0","3.8174","3.3827","3.3853"
"580.0","4.8850","3.6338","3.6579"
"600.0","5.0907","3.8337","3.9184"
"620.0","4.9595","4.0031","4.1077"
"640.0","5.7319","4.3379","4.4030"
"660.0","6.3516","4.6815","4.7573"
"680.0","5.8338","4.8979","4.9531"
"700.0","4.9580","4.9423","4.9540"
"720.0","4.8232","5.0125","4.9302"
"740.0","5.5181","5.1969","5.0371"
"760.0","6.1713","5.4323","5.2433"
"780.0","5.9605","5.5399","5.3737"
"800.0","4.7717","5.5080","5.2642"
"820.0","4.6980","5.4818","5.1613"
"840.0","5.5274","5.4614","5.2279"
"860.0","6.1107","5.4373","5.3884"
"880.0","5.5096","5.4049","5.4104"
"900.0","4.2182","5.3309","5.1937"
"920.0","4.4220","5.2908","5.0534"
"940.0","5.2102","5.2600","5.0819"
"960.0","5.4485","5.1877","5.1485"
"980.0","4.8947","5.0811","5.1024"
"1000.0","3.9519","4.9991","4.8932"
"1020.0","3.7213","4.9015","4.6801"
"1040.0","4.2399","4.7727","4.6001"
"1060.0","4.8711","4.6487","4.6494"
"1080.0","4.0896","4.5067","4.5476"
"1100.0","3.1178","4.3967","4.2876"
"1120.0","2.9912","4.2536","4.0519"
"1140.0","3.3583","4.0684","3.9258"
"1160.0","3.9118","3.9148","3.9233"
"1180.0","3.2879","3.7541","3.8077"
"1200.0","2.2785","3.5867","3.5297"
"1220.0","2.4259","3.4572","3.3290"
"1240.0","3.1242","3.3456","3.2918"
"1260.0","3.6364","3.2222","3.3544"
"1280.0","3.4123","3.1544","3.3650"
"1300.0","2.4745","3.0901","3.2031"
"1320.0","2.3211","3.0231","3.0427"
"1340.0","3.3567","3.0229","3.0998"
"1360.0","3.9705","3.0288","3.2581"
"1380.0","3.5807","3.0581","3.3167"
"1400.0","2.5378","3.0840","3.1751"
"1420.0","2.8089","3.1223","3.1085"
"1440.0","4.0600","3.2159","3.2815"
