Time [ms],Timestamp,Raw Value,Corrected Value,Temperature Value,LD20 Flow,LD20 Temperature,LD20 Status,Heater Voltage,Thermistor Voltage,Heater Current,Thermistor Current,Series R Voltage
"25.0","10:49:40.430","2229790.0000","2.2689","62139.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"50.0","10:49:40.455","2228923.0000","2.1744","62139.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"75.0","10:49:40.480","2229563.0000","2.2442","62131.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"100.0","10:49:40.505","2225396.0000","1.7899","62131.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"125.0","10:49:40.530","2230115.0000","2.3044","62131.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"150.0","10:49:40.555","2226544.0000","1.9151","62144.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"175.0","10:49:40.580","2228534.0000","2.1320","62144.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"200.0","10:49:40.605","2226698.0000","1.9319","62146.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"225.0","10:49:40.630","2229017.0000","2.1847","62146.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"250.0","10:49:40.655","2224698.0000","1.7138","62146.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"275.0","10:49:40.680","2228269.0000","2.1031","62150.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"300.0","10:49:40.705","2225532.0000","1.8047","62150.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"325.0","10:49:40.730","2226769.0000","1.9396","62160.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"350.0","10:49:40.755","2223610.0000","1.5952","62160.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"375.0","10:49:40.780","2225683.0000","1.8212","62160.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"400.0","10:49:40.805","2225051.0000","1.7523","62158.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"425.0","10:49:40.830","2227047.0000","1.9699","62158.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"450.0","10:49:40.855","2222761.0000","1.5026","62151.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"475.0","10:49:40.880","2225265.0000","1.7756","62151.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"500.0","10:49:40.905","2221882.0000","1.4068","62139.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"525.0","10:49:40.930","2224473.0000","1.6893","62139.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"550.0","10:49:40.955","2221321.0000","1.3457","62139.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"575.0","10:49:40.980","2224349.0000","1.6758","62147.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"600.0","10:49:41.5","2221049.0000","1.3160","62147.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"625.0","10:49:41.30","2224786.0000","1.7234","62142.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"650.0","10:49:41.55","2221180.0000","1.3303","62142.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"675.0","10:49:41.80","2223592.0000","1.5932","62142.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"700.0","10:49:41.105","2222879.0000","1.5155","62146.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"725.0","10:49:41.130","2226770.0000","1.9397","62146.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"750.0","10:49:41.155","2222286.0000","1.4509","62144.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"775.0","10:49:41.180","2226281.0000","1.8864","62144.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"800.0","10:49:41.205","2222374.0000","1.4605","62143.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"825.0","10:49:41.230","2226988.0000","1.9635","62143.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"850.0","10:49:41.255","2220660.0000","1.2736","62143.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"875.0","10:49:41.280","2223843.0000","1.6206","62153.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"900.0","10:49:41.305","2223507.0000","1.5840","62153.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"925.0","10:49:41.330","2224884.0000","1.7341","62141.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"950.0","10:49:41.355","2222473.0000","1.4712","62141.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"975.0","10:49:41.380","2225956.0000","1.8509","62141.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"1000.0","10:49:41.405","2222768.0000","1.5034","62151.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"1025.0","10:49:41.430","2226158.0000","1.8730","62151.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"1050.0","10:49:41.455","2223747.0000","1.6101","62148.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"1075.0","10:49:41.480","2226471.0000","1.9071","62148.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"1100.0","10:49:41.505","2224436.0000","1.6852","62148.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"1125.0","10:49:41.530","2226290.0000","1.8874","62139.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"1150.0","10:49:41.555","2223693.0000","1.6042","62139.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"1175.0","10:49:41.580","2226083.0000","1.8648","62150.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
