Time [ms],Measured Flow,Simple Moving Average Flow,Exponential Moving Average Flow,LD20 Flow
"285.0","0.0491","0.2117","0.2827","0.0000"
"286.0","-0.3459","0.1952","-0.0316","0.0000"
"287.0","-0.5330","0.1519","-0.2823","0.0000"
"288.0","-0.5498","0.1154","-0.4160","0.0000"
"289.0","-0.4244","0.0801","-0.4202","0.0000"
"290.0","-0.4177","0.0145","-0.4189","0.0000"
"291.0","-0.4423","-0.0851","-0.4306","0.0000"
"292.0","-0.2850","-0.1828","-0.3578","0.0000"
"293.0","-0.2612","-0.2764","-0.3095","0.0000"
"294.0","-0.2503","-0.3461","-0.2799","0.0000"
"295.0","-0.1524","-0.3662","-0.2162","0.0000"
"296.0","0.1315","-0.3185","-0.0424","0.0000"
"297.0","0.4876","-0.2164","0.2226","0.0000"
"298.0","0.5941","-0.1020","0.4084","0.0000"
"299.0","0.7183","0.0123","0.5633","0.0000"
"300.0","0.5276","0.1068","0.5455","0.0000"
"301.0","0.0730","0.1583","0.3092","0.0000"
"302.0","-0.2945","0.1574","0.0074","0.0000"
"303.0","-0.3800","0.1455","-0.1863","0.0000"
"304.0","-0.4064","0.1299","-0.2964","0.0000"
"305.0","-0.3180","0.1133","-0.3072","0.0000"
"306.0","-0.3998","0.0602","-0.3535","0.0000"
"307.0","-0.4068","-0.0293","-0.3802","0.0000"
"308.0","-0.2589","-0.1146","-0.3195","0.0000"
"309.0","-0.2458","-0.2110","-0.2827","0.0000"
"310.0","-0.2458","-0.2883","-0.2642","0.0000"
"311.0","-0.2664","-0.3222","-0.2653","0.0000"
"312.0","-0.2588","-0.3187","-0.2620","0.0000"
"313.0","0.0182","-0.2788","-0.1219","0.0000"
"314.0","0.4291","-0.1953","0.1536","0.0000"
"315.0","0.6267","-0.1008","0.3902","0.0000"
"316.0","0.6601","0.0052","0.5251","0.0000"
"317.0","0.6142","0.1073","0.5697","0.0000"
"318.0","0.2017","0.1533","0.3857","0.0000"
"319.0","-0.1811","0.1598","0.1023","0.0000"
"320.0","-0.4713","0.1373","-0.1845","0.0000"
"321.0","-0.6488","0.0990","-0.4166","0.0000"
"322.0","-0.4386","0.0810","-0.4276","0.0000"
"323.0","-0.4321","0.0360","-0.4299","0.0000"
"324.0","-0.5140","-0.0583","-0.4719","0.0000"
"325.0","-0.4507","-0.1660","-0.4613","0.0000"
"326.0","-0.3153","-0.2636","-0.3883","0.0000"
"327.0","-0.2156","-0.3466","-0.3019","0.0000"
"328.0","-0.2693","-0.3937","-0.2856","0.0000"
"329.0","-0.1034","-0.3859","-0.1945","0.0000"
"330.0","0.1490","-0.3239","-0.0228","0.0000"
"331.0","0.4484","-0.2142","0.2128","0.0000"
"332.0","0.5615","-0.1142","0.3872","0.0000"
"333.0","0.5605","-0.0149","0.4738","0.0000"
"334.0","0.3743","0.0739","0.4241","0.0000"
"335.0","-0.1261","0.1064","0.1490","0.0000"
"336.0","-0.5016","0.0878","-0.1763","0.0000"
"337.0","-0.5371","0.0556","-0.3567","0.0000"
"338.0","-0.4696","0.0356","-0.4131","0.0000"
"339.0","-0.3786","0.0081","-0.3959","0.0000"
"340.0","-0.5046","-0.0573","-0.4502","0.0000"
"341.0","-0.3970","-0.1418","-0.4236","0.0000"
"342.0","-0.2199","-0.2200","-0.3217","0.0000"
"343.0","-0.2253","-0.2985","-0.2735","0.0000"
"344.0","-0.2713","-0.3631","-0.2724","0.0000"
"345.0","-0.1943","-0.3699","-0.2334","0.0000"
"346.0","0.1511","-0.3046","-0.0411","0.0000"
"347.0","0.5108","-0.1999","0.2348","0.0000"
"348.0","0.7278","-0.0801","0.4813","0.0000"
"349.0","0.6858","0.0263","0.5835","0.0000"
"350.0","0.4675","0.1235","0.5255","0.0000"
"351.0","0.1173","0.1749","0.3214","0.0000"
"352.0","-0.3227","0.1647","-0.0006","0.0000"
"353.0","-0.5490","0.1323","-0.2748","0.0000"
"354.0","-0.4744","0.1120","-0.3746","0.0000"
"355.0","-0.3354","0.0979","-0.3550","0.0000"
"356.0","-0.3354","0.0492","-0.3452","0.0000"
"357.0","-0.2844","-0.0303","-0.3148","0.0000"
"358.0","-0.2884","-0.1319","-0.3016","0.0000"
"359.0","-0.3364","-0.2341","-0.3190","0.0000"
"360.0","-0.2440","-0.3053","-0.2815","0.0000"
"361.0","-0.1416","-0.3312","-0.2115","0.0000"
"362.0","-0.2762","-0.3265","-0.2439","0.0000"
"363.0","0.0213","-0.2695","-0.1113","0.0000"
"364.0","0.5111","-0.1709","0.1999","0.0000"
"365.0","0.6926","-0.0681","0.4462","0.0000"
"366.0","0.6731","0.0327","0.5597","0.0000"
"367.0","0.6939","0.1305","0.6268","0.0000"
"368.0","0.2775","0.1871","0.4522","0.0000"
"369.0","-0.2128","0.1995","0.1197","0.0000"
"370.0","-0.4828","0.1756","-0.1815","0.0000"
"371.0","-0.4173","0.1481","-0.2994","0.0000"
"372.0","-0.2382","0.1519","-0.2688","0.0000"
"373.0","-0.2451","0.1252","-0.2569","0.0000"
"374.0","-0.3376","0.0404","-0.2973","0.0000"
"375.0","-0.2706","-0.0560","-0.2839","0.0000"
"376.0","-0.1339","-0.1367","-0.2089","0.0000"
"377.0","-0.1365","-0.2197","-0.1727","0.0000"
"378.0","-0.1448","-0.2619","-0.1588","0.0000"
"379.0","-0.0530","-0.2460","-0.1059","0.0000"
"380.0","0.3279","-0.1649","0.1110","0.0000"
"381.0","0.5341","-0.0698","0.3225","0.0000"
"382.0","0.8012","0.0342","0.5619","0.0000"
"383.0","0.7195","0.1306","0.6407","0.0000"
"384.0","0.4399","0.2084","0.5403","0.0000"
"385.0","-0.0460","0.2308","0.2471","0.0000"
"386.0","-0.4260","0.2016","-0.0894","0.0000"
"387.0","-0.4534","0.1699","-0.2714","0.0000"
"388.0","-0.4073","0.1437","-0.3394","0.0000"
"389.0","-0.3190","0.1171","-0.3292","0.0000"
"390.0","-0.3585","0.0484","-0.3438","0.0000"
"391.0","-0.2246","-0.0274","-0.2842","0.0000"
"392.0","-0.1249","-0.1200","-0.2045","0.0000"
"393.0","-0.1442","-0.2064","-0.1744","0.0000"
"394.0","-0.1602","-0.2664","-0.1673","0.0000"
"395.0","-0.0430","-0.2661","-0.1051","0.0000"
"396.0","0.3058","-0.1929","0.1003","0.0000"
"397.0","0.6059","-0.0870","0.3531","0.0000"
"398.0","0.8306","0.0368","0.5919","0.0000"
"399.0","0.7828","0.1470","0.6873","0.0000"
"400.0","0.5969","0.2425","0.6421","0.0000"
"401.0","0.5969","0.3247","0.6195","0.0000"
"402.0","0.1055","0.3477","0.3625","0.0000"
"403.0","-0.2720","0.3349","0.0452","0.0000"
"404.0","-0.2993","0.3210","-0.1270","0.0000"
"405.0","-0.3244","0.2929","-0.2257","0.0000"
"406.0","-0.1720","0.2451","-0.1988","0.0000"
"407.0","-0.1747","0.1670","-0.1868","0.0000"
"408.0","-0.1894","0.0650","-0.1881","0.0000"
"409.0","-0.0529","-0.0185","-0.1205","0.0000"
"410.0","-0.0584","-0.0841","-0.0895","0.0000"
"411.0","-0.0778","-0.1515","-0.0836","0.0000"
"412.0","-0.1046","-0.1725","-0.0941","0.0000"
"413.0","0.2245","-0.1229","0.0652","0.0000"
"414.0","0.6402","-0.0290","0.3527","0.0000"
"415.0","0.8132","0.0848","0.5829","0.0000"
"416.0","0.8014","0.1821","0.6921","0.0000"
"417.0","0.6305","0.2627","0.6613","0.0000"
"418.0","0.2367","0.3053","0.4490","0.0000"
"419.0","-0.0587","0.3047","0.1951","0.0000"
"420.0","-0.4043","0.2701","-0.1046","0.0000"
"421.0","-0.4358","0.2343","-0.2702","0.0000"
"422.0","-0.2087","0.2239","-0.2394","0.0000"
"423.0","-0.2640","0.1750","-0.2517","0.0000"
"424.0","-0.2790","0.0831","-0.2654","0.0000"
"425.0","-0.2714","-0.0253","-0.2684","0.0000"
"426.0","-0.2114","-0.1266","-0.2399","0.0000"
"427.0","-0.1252","-0.2022","-0.1825","0.0000"
"428.0","-0.1701","-0.2429","-0.1763","0.0000"
"429.0","0.0418","-0.2328","-0.0673","0.0000"
"430.0","0.3878","-0.1536","0.1603","0.0000"
"431.0","0.6808","-0.0419","0.4205","0.0000"
"432.0","0.7972","0.0586","0.6089","0.0000"
"433.0","0.7184","0.1569","0.6636","0.0000"
"434.0","0.4550","0.2303","0.5593","0.0000"
"435.0","-0.0980","0.2476","0.2307","0.0000"
"436.0","-0.4131","0.2275","-0.0912","0.0000"
"437.0","-0.3974","0.2002","-0.2443","0.0000"
"438.0","-0.2425","0.1930","-0.2434","0.0000"
"439.0","-0.2783","0.1610","-0.2608","0.0000"
"440.0","-0.2681","0.0954","-0.2645","0.0000"
"441.0","-0.2945","-0.0021","-0.2795","0.0000"
"442.0","-0.1327","-0.0951","-0.2061","0.0000"
"443.0","-0.0425","-0.1712","-0.1243","0.0000"
"444.0","-0.1613","-0.2328","-0.1428","0.0000"
"445.0","-0.0744","-0.2305","-0.1086","0.0000"
"446.0","0.3492","-0.1543","0.1203","0.0000"
"447.0","0.3492","-0.0796","0.2347","0.0000"
"448.0","0.5762","0.0023","0.4055","0.0000"
"449.0","0.8008","0.1102","0.6031","0.0000"
"450.0","0.6985","0.2068","0.6508","0.0000"
"451.0","0.4215","0.2784","0.5362","0.0000"
"452.0","0.0714","0.2989","0.3038","0.0000"
"453.0","-0.2893","0.2742","0.0072","0.0000"
"454.0","-0.4094","0.2494","-0.2011","0.0000"
"455.0","-0.3495","0.2219","-0.2753","0.0000"
"456.0","-0.2398","0.1630","-0.2576","0.0000"
"457.0","-0.3050","0.0975","-0.2813","0.0000"
"458.0","-0.3319","0.0067","-0.3066","0.0000"
"459.0","-0.2099","-0.0943","-0.2583","0.0000"
"460.0","-0.2019","-0.1844","-0.2301","0.0000"
"461.0","-0.2674","-0.2533","-0.2488","0.0000"
"462.0","-0.1367","-0.2741","-0.1928","0.0000"
"463.0","0.2039","-0.2248","0.0056","0.0000"
"464.0","0.5323","-0.1306","0.2690","0.0000"
"465.0","0.6726","-0.0284","0.4708","0.0000"
"466.0","0.6795","0.0635","0.5751","0.0000"
"467.0","0.5422","0.1483","0.5587","0.0000"
"468.0","0.1320","0.1947","0.3453","0.0000"
"469.0","-0.2513","0.1905","0.0470","0.0000"
"470.0","-0.4386","0.1668","-0.1958","0.0000"
"471.0","-0.3829","0.1553","-0.2894","0.0000"
"472.0","-0.3655","0.1324","-0.3274","0.0000"
"473.0","-0.3563","0.0764","-0.3419","0.0000"
"474.0","-0.4132","-0.0182","-0.3775","0.0000"
"475.0","-0.2797","-0.1134","-0.3286","0.0000"
"476.0","-0.2005","-0.2014","-0.2646","0.0000"
"477.0","-0.1857","-0.2742","-0.2252","0.0000"
"478.0","-0.2054","-0.3079","-0.2153","0.0000"
"479.0","0.0198","-0.2808","-0.0978","0.0000"
"480.0","0.4465","-0.1923","0.1743","0.0000"
"481.0","0.6318","-0.0908","0.4031","0.0000"
"482.0","0.7572","0.0214","0.5801","0.0000"
"483.0","0.6214","0.1192","0.6008","0.0000"
"484.0","0.3370","0.1942","0.4689","0.0000"
"485.0","-0.1265","0.2095","0.1712","0.0000"
"486.0","-0.3645","0.1931","-0.0966","0.0000"
"487.0","-0.4085","0.1709","-0.2526","0.0000"
"488.0","-0.3786","0.1536","-0.3156","0.0000"
"489.0","-0.2448","0.1271","-0.2802","0.0000"
"490.0","-0.2985","0.0526","-0.2893","0.0000"
"491.0","-0.2792","-0.0385","-0.2843","0.0000"
"492.0","-0.2239","-0.1366","-0.2541","0.0000"
"493.0","-0.2239","-0.2211","-0.2390","0.0000"
"494.0","-0.2094","-0.2758","-0.2242","0.0000"
"495.0","-0.2300","-0.2861","-0.2271","0.0000"
"496.0","-0.0280","-0.2525","-0.1275","0.0000"
"497.0","0.3583","-0.1758","0.1154","0.0000"
"498.0","0.7056","-0.0674","0.4105","0.0000"
"499.0","0.8399","0.0411","0.6252","0.0000"
"500.0","0.7212","0.1431","0.6732","0.0000"
"501.0","0.4057","0.2116","0.5395","0.0000"
