Time [ms],Measured Flow,Simple Moving Average Flow,Exponential Moving Average Flow,Riemann FlowLD20 Flow
"100139.0","0.2844","0.2320","0.2593","0.1490","0.0000"
"100140.0","0.2958","0.2334","0.2776","0.1490","0.0000"
"100141.0","0.2721","0.2387","0.2748","0.1490","0.0000"
"100142.0","0.2183","0.2409","0.2466","0.1490","0.0000"
"100143.0","0.1770","0.2414","0.2118","0.1490","0.0000"
"100144.0","0.1943","0.2392","0.2030","0.1490","0.0000"
"100145.0","0.1642","0.2306","0.1836","0.1490","0.0000"
"100146.0","0.2031","0.2284","0.1934","0.1490","0.0000"
"100147.0","0.1402","0.2185","0.1668","0.1490","0.0000"
"100148.0","0.1767","0.2126","0.1717","0.1490","0.0000"
"100149.0","0.2325","0.2074","0.2021","0.1490","0.0000"
"100150.0","0.2325","0.2011","0.2173","0.1490","0.0000"
"100151.0","0.1992","0.1938","0.2083","0.1490","0.0000"
"100152.0","0.2506","0.1970","0.2294","0.1490","0.0000"
"100153.0","0.2161","0.2009","0.2227","0.1490","0.0000"
"100154.0","0.2637","0.2079","0.2432","0.1490","0.0000"
"100155.0","0.2532","0.2168","0.2482","0.1490","0.0000"
"100156.0","0.2029","0.2168","0.2255","0.1490","0.0000"
"100157.0","0.1083","0.2136","0.1669","0.1490","0.0000"
"100158.0","0.2608","0.2220","0.2139","0.1490","0.0000"
"100159.0","0.2453","0.2233","0.2296","0.1490","0.0000"
"100160.0","0.1796","0.2180","0.2046","0.1490","0.0000"
"100161.0","0.2427","0.2223","0.2236","0.1490","0.0000"
"100162.0","0.2070","0.2180","0.2153","0.1490","0.0000"
"100163.0","0.1836","0.2147","0.1994","0.1490","0.0000"
"100164.0","0.2451","0.2128","0.2223","0.1490","0.0000"
"100165.0","0.2283","0.2104","0.2253","0.1490","0.0000"
"100166.0","0.2617","0.2162","0.2435","0.1490","0.0000"
"100167.0","0.1951","0.2249","0.2193","0.1490","0.0000"
"100168.0","0.2023","0.2191","0.2108","0.1490","0.0000"
"100169.0","0.2317","0.2177","0.2212","0.1490","0.0000"
"100170.0","0.2735","0.2271","0.2473","0.1490","0.0000"
"100171.0","0.2464","0.2275","0.2469","0.1490","0.0000"
"100172.0","0.1433","0.2211","0.1951","0.1490","0.0000"
"100173.0","0.2974","0.2325","0.2462","0.1490","0.0000"
"100174.0","0.2261","0.2306","0.2362","0.1490","0.0000"
"100175.0","0.1248","0.2202","0.1805","0.1490","0.0000"
"100176.0","0.2469","0.2187","0.2137","0.1490","0.0000"
"100177.0","0.3015","0.2294","0.2576","0.1490","0.0000"
"100178.0","0.2009","0.2292","0.2292","0.1490","0.0000"
"100179.0","0.2425","0.2303","0.2359","0.1490","0.0000"
"100180.0","0.2426","0.2272","0.2392","0.1490","0.0000"
"100181.0","0.1000","0.2126","0.1696","0.1490","0.0000"
"100182.0","0.1650","0.2148","0.1673","0.1490","0.0000"
"100183.0","0.0964","0.1947","0.1319","0.1490","0.0000"
"100184.0","0.2067","0.1927","0.1693","0.1490","0.0000"
"100185.0","0.1418","0.1944","0.1555","0.1490","0.0000"
"100186.0","0.1632","0.1860","0.1593","0.1490","0.0000"
"100187.0","0.1232","0.1682","0.1413","0.1490","0.0000"
"100188.0","0.1026","0.1584","0.1219","0.1490","0.0000"
"100189.0","0.1219","0.1463","0.1219","0.1490","0.0000"
"100190.0","0.2434","0.1464","0.1827","0.1490","0.0000"
"100191.0","0.1080","0.1472","0.1453","0.1490","0.0000"
"100192.0","0.1083","0.1415","0.1268","0.1490","0.0000"
"100193.0","0.1378","0.1457","0.1323","0.1490","0.0000"
"100194.0","0.1686","0.1419","0.1504","0.1490","0.0000"
"100195.0","0.1189","0.1396","0.1347","0.1490","0.0000"
"100196.0","0.0928","0.1326","0.1138","0.1490","0.0000"
"100197.0","0.0928","0.1295","0.1033","0.1490","0.0000"
"100198.0","0.0946","0.1287","0.0989","0.1490","0.0000"
"100199.0","0.1529","0.1318","0.1259","0.1490","0.0000"
"100200.0","0.1789","0.1254","0.1524","0.1490","0.0000"
"100201.0","0.0794","0.1225","0.1159","0.1490","0.0000"
"100202.0","0.1240","0.1241","0.1200","0.1490","0.0000"
"100203.0","0.1222","0.1225","0.1211","0.1490","0.0000"
"100204.0","0.0980","0.1155","0.1095","0.1490","0.0000"
"100205.0","0.1237","0.1159","0.1166","0.1490","0.0000"
"100206.0","0.0905","0.1157","0.1035","0.1490","0.0000"
"100207.0","0.0419","0.1106","0.0727","0.1490","0.0000"
"100208.0","0.0692","0.1081","0.0709","0.1490","0.0000"
"100209.0","0.1558","0.1084","0.1134","0.1490","0.0000"
"100210.0","0.0308","0.0935","0.0721","0.1490","0.0000"
"100211.0","0.0542","0.0910","0.0631","0.1490","0.0000"
"100212.0","0.1055","0.0892","0.0843","0.1490","0.0000"
"100213.0","0.1318","0.0901","0.1081","0.1490","0.0000"
"100214.0","0.1674","0.0971","0.1377","0.1490","0.0000"
"100215.0","0.1388","0.0986","0.1382","0.1490","0.0000"
"100216.0","0.1159","0.1011","0.1271","0.1490","0.0000"
"100217.0","0.0227","0.0992","0.0749","0.1490","0.0000"
"100218.0","0.1611","0.1084","0.1180","0.1490","0.0000"
"100219.0","0.0490","0.0977","0.0835","0.1490","0.0000"
"100220.0","-0.0069","0.0939","0.0383","0.1490","0.0000"
"100221.0","0.2300","0.1115","0.1341","0.1490","0.0000"
"100222.0","0.1979","0.1208","0.1660","0.1490","0.0000"
"100223.0","0.1642","0.1240","0.1651","0.1490","0.0000"
"100224.0","0.1557","0.1228","0.1604","0.1490","0.0000"
"100225.0","0.1896","0.1279","0.1750","0.1490","0.0000"
"100226.0","0.0590","0.1222","0.1170","0.1490","0.0000"
"100227.0","0.0977","0.1297","0.1073","0.1490","0.0000"
"100228.0","0.1101","0.1246","0.1087","0.1490","0.0000"
"100229.0","0.0350","0.1232","0.0719","0.1490","0.0000"
"100230.0","0.0102","0.1249","0.0411","0.1490","0.0000"
"100231.0","0.1307","0.1150","0.0859","0.1490","0.0000"
"100232.0","0.1072","0.1059","0.0965","0.1490","0.0000"
"100233.0","0.0423","0.0937","0.0694","0.1490","0.0000"
"100234.0","0.1587","0.0940","0.1140","0.1490","0.0000"
"100235.0","0.0595","0.0810","0.0867","0.1490","0.0000"
"100236.0","0.0931","0.0844","0.0899","0.1490","0.0000"
"100237.0","0.2110","0.0958","0.1505","0.1490","0.0000"
"100238.0","0.2437","0.1091","0.1971","0.1490","0.0000"
"100239.0","0.1936","0.1250","0.1954","0.1490","0.0000"
"100240.0","0.1853","0.1425","0.1903","0.1490","0.0000"
"100241.0","0.1709","0.1465","0.1806","0.1490","0.0000"
"100242.0","0.1278","0.1486","0.1542","0.1490","0.0000"
"100243.0","0.1207","0.1564","0.1375","0.1490","0.0000"
"100244.0","0.1207","0.1526","0.1291","0.1490","0.0000"
"100245.0","0.1089","0.1576","0.1190","0.1490","0.0000"
"100246.0","0.0887","0.1572","0.1039","0.1490","0.0000"
"100247.0","0.1569","0.1517","0.1304","0.1490","0.0000"
"100248.0","0.1914","0.1465","0.1609","0.1490","0.0000"
"100249.0","0.2761","0.1548","0.2185","0.1490","0.0000"
"100250.0","0.2025","0.1565","0.2105","0.1490","0.0000"
"100251.0","0.2102","0.1604","0.2103","0.1490","0.0000"
"100252.0","0.2788","0.1755","0.2446","0.1490","0.0000"
"100253.0","0.2038","0.1838","0.2242","0.1490","0.0000"
"100254.0","0.2199","0.1937","0.2221","0.1490","0.0000"
"100255.0","0.1170","0.1945","0.1695","0.1490","0.0000"
"100256.0","0.1887","0.2045","0.1791","0.1490","0.0000"
"100257.0","0.2256","0.2114","0.2023","0.1490","0.0000"
"100258.0","0.1991","0.2122","0.2007","0.1490","0.0000"
"100259.0","0.2761","0.2122","0.2384","0.1490","0.0000"
"100260.0","0.2264","0.2146","0.2324","0.1490","0.0000"
"100261.0","0.1727","0.2108","0.2025","0.1490","0.0000"
"100262.0","0.1656","0.1995","0.1841","0.1490","0.0000"
"100263.0","0.1578","0.1949","0.1709","0.1490","0.0000"
"100264.0","0.1143","0.1843","0.1426","0.1490","0.0000"
"100265.0","0.2223","0.1949","0.1825","0.1490","0.0000"
"100266.0","0.2161","0.1976","0.1993","0.1490","0.0000"
"100267.0","0.1564","0.1907","0.1778","0.1490","0.0000"
"100268.0","0.1391","0.1847","0.1585","0.1490","0.0000"
"100269.0","0.0462","0.1617","0.1023","0.1490","0.0000"
"100270.0","0.1267","0.1517","0.1145","0.1490","0.0000"
"100271.0","0.0908","0.1435","0.1027","0.1490","0.0000"
"100272.0","0.1606","0.1430","0.1316","0.1490","0.0000"
"100273.0","0.2150","0.1487","0.1733","0.1490","0.0000"
"100274.0","0.2101","0.1583","0.1917","0.1490","0.0000"
"100275.0","0.2503","0.1611","0.2210","0.1490","0.0000"
"100276.0","0.2094","0.1604","0.2152","0.1490","0.0000"
"100277.0","0.0688","0.1517","0.1420","0.1490","0.0000"
"100278.0","0.2146","0.1592","0.1783","0.1490","0.0000"
"100279.0","0.3287","0.1875","0.2535","0.1490","0.0000"
"100280.0","0.2233","0.1971","0.2384","0.1490","0.0000"
"100281.0","0.2178","0.2098","0.2281","0.1490","0.0000"
"100282.0","0.2239","0.2162","0.2260","0.1490","0.0000"
"100283.0","0.2091","0.2156","0.2175","0.1490","0.0000"
"100284.0","0.2422","0.2188","0.2299","0.1490","0.0000"
"100285.0","0.1865","0.2124","0.2082","0.1490","0.0000"
"100286.0","0.1449","0.2060","0.1766","0.1490","0.0000"
"100287.0","0.2321","0.2223","0.2043","0.1490","0.0000"
"100288.0","0.2171","0.2226","0.2107","0.1490","0.0000"
"100289.0","0.0814","0.1978","0.1460","0.1490","0.0000"
"100290.0","0.1679","0.1923","0.1569","0.1490","0.0000"
"100291.0","0.1679","0.1873","0.1624","0.1490","0.0000"
"100292.0","0.1683","0.1817","0.1653","0.1490","0.0000"
"100293.0","0.2459","0.1854","0.2056","0.1490","0.0000"
"100294.0","0.2173","0.1829","0.2114","0.1490","0.0000"
"100295.0","0.2621","0.1905","0.2368","0.1490","0.0000"
"100296.0","0.2318","0.1992","0.2343","0.1490","0.0000"
"100297.0","0.2159","0.1975","0.2251","0.1490","0.0000"
"100298.0","0.2245","0.1983","0.2248","0.1490","0.0000"
"100299.0","0.1859","0.2087","0.2054","0.1490","0.0000"
"100300.0","0.2409","0.2160","0.2231","0.1490","0.0000"
"100301.0","0.2501","0.2243","0.2366","0.1490","0.0000"
"100302.0","0.2560","0.2330","0.2463","0.1490","0.0000"
"100303.0","0.1418","0.2226","0.1941","0.1490","0.0000"
"100304.0","0.1738","0.2183","0.1839","0.1490","0.0000"
"100305.0","0.2725","0.2193","0.2282","0.1490","0.0000"
"100306.0","0.2269","0.2188","0.2276","0.1490","0.0000"
"100307.0","0.1440","0.2116","0.1858","0.1490","0.0000"
"100308.0","0.2628","0.2155","0.2243","0.1490","0.0000"
"100309.0","0.2729","0.2242","0.2486","0.1490","0.0000"
"100310.0","0.2263","0.2227","0.2374","0.1490","0.0000"
"100311.0","0.2039","0.2181","0.2207","0.1490","0.0000"
"100312.0","0.1939","0.2119","0.2073","0.1490","0.0000"
"100313.0","0.2418","0.2219","0.2246","0.1490","0.0000"
"100314.0","0.1465","0.2192","0.1856","0.1490","0.0000"
"100315.0","0.2071","0.2126","0.1963","0.1490","0.0000"
"100316.0","0.1966","0.2096","0.1964","0.1490","0.0000"
"100317.0","0.1710","0.2123","0.1837","0.1490","0.0000"
"100318.0","0.2132","0.2073","0.1985","0.1490","0.0000"
"100319.0","0.1984","0.1999","0.1984","0.1490","0.0000"
"100320.0","0.1936","0.1966","0.1960","0.1490","0.0000"
"100321.0","0.1849","0.1947","0.1905","0.1490","0.0000"
"100322.0","0.1599","0.1913","0.1752","0.1490","0.0000"
"100323.0","0.2119","0.1883","0.1935","0.1490","0.0000"
"100324.0","0.2154","0.1952","0.2045","0.1490","0.0000"
"100325.0","0.1956","0.1941","0.2001","0.1490","0.0000"
"100326.0","0.2591","0.2003","0.2296","0.1490","0.0000"
"100327.0","0.2407","0.2073","0.2352","0.1490","0.0000"
"100328.0","0.2124","0.2072","0.2238","0.1490","0.0000"
"100329.0","0.1974","0.2071","0.2106","0.1490","0.0000"
"100330.0","0.2855","0.2163","0.2481","0.1490","0.0000"
"100331.0","0.1814","0.2159","0.2147","0.1490","0.0000"
"100332.0","0.2724","0.2272","0.2436","0.1490","0.0000"
"100333.0","0.2258","0.2286","0.2347","0.1490","0.0000"
"100334.0","0.2674","0.2338","0.2510","0.1490","0.0000"
"100335.0","0.1530","0.2295","0.2020","0.1490","0.0000"
"100336.0","0.1469","0.2183","0.1745","0.1490","0.0000"
"100337.0","0.1836","0.2126","0.1791","0.1490","0.0000"
"100338.0","0.1836","0.2097","0.1814","0.1490","0.0000"
"100339.0","0.1038","0.2004","0.1426","0.1490","0.0000"
"100340.0","0.1556","0.1874","0.1491","0.1490","0.0000"
"100341.0","0.1967","0.1889","0.1729","0.1490","0.0000"
"100342.0","0.2532","0.1870","0.2130","0.1490","0.0000"
"100343.0","0.1617","0.1806","0.1874","0.1490","0.0000"
"100344.0","0.2062","0.1744","0.1968","0.1490","0.0000"
"100345.0","0.2483","0.1840","0.2226","0.1490","0.0000"
"100346.0","0.1633","0.1856","0.1929","0.1490","0.0000"
"100347.0","0.1670","0.1839","0.1799","0.1490","0.0000"
"100348.0","0.0947","0.1750","0.1373","0.1490","0.0000"
"100349.0","0.1637","0.1810","0.1505","0.1490","0.0000"
"100350.0","0.1793","0.1834","0.1649","0.1490","0.0000"
"100351.0","0.1099","0.1747","0.1374","0.1490","0.0000"
"100352.0","0.1377","0.1632","0.1376","0.1490","0.0000"
"100353.0","0.2115","0.1682","0.1745","0.1490","0.0000"
"100354.0","0.1878","0.1663","0.1812","0.1490","0.0000"
"100355.0","0.1654","0.1580","0.1733","0.1490","0.0000"
"100356.0","0.2203","0.1637","0.1968","0.1490","0.0000"
"100357.0","0.1422","0.1612","0.1695","0.1490","0.0000"
"100358.0","0.1580","0.1676","0.1638","0.1490","0.0000"
"100359.0","0.1496","0.1662","0.1567","0.1490","0.0000"
"100360.0","0.1132","0.1596","0.1350","0.1490","0.0000"
"100361.0","0.0369","0.1523","0.0859","0.1490","0.0000"
"100362.0","0.0841","0.1469","0.0850","0.1490","0.0000"
"100363.0","0.1131","0.1371","0.0990","0.1490","0.0000"
"100364.0","0.1199","0.1303","0.1095","0.1490","0.0000"
"100365.0","0.1064","0.1244","0.1079","0.1490","0.0000"
"100366.0","0.1701","0.1194","0.1390","0.1490","0.0000"
"100367.0","0.1323","0.1184","0.1357","0.1490","0.0000"
"100368.0","0.1231","0.1149","0.1294","0.1490","0.0000"
"100369.0","0.1863","0.1185","0.1578","0.1490","0.0000"
"100370.0","0.2073","0.1280","0.1826","0.1490","0.0000"
"100371.0","0.2272","0.1470","0.2049","0.1490","0.0000"
"100372.0","0.1853","0.1571","0.1951","0.1490","0.0000"
"100373.0","0.2072","0.1665","0.2012","0.1490","0.0000"
"100374.0","0.1659","0.1711","0.1836","0.1490","0.0000"
"100375.0","0.2451","0.1850","0.2143","0.1490","0.0000"
"100376.0","0.1975","0.1877","0.2059","0.1490","0.0000"
"100377.0","0.1912","0.1936","0.1985","0.1490","0.0000"
"100378.0","0.2704","0.2083","0.2344","0.1490","0.0000"
"100379.0","0.1895","0.2087","0.2120","0.1490","0.0000"
"100380.0","0.2533","0.2133","0.2327","0.1490","0.0000"
"100381.0","0.1726","0.2078","0.2026","0.1490","0.0000"
"100382.0","0.1370","0.2030","0.1698","0.1490","0.0000"
"100383.0","0.2179","0.2040","0.1939","0.1490","0.0000"
"100384.0","0.2281","0.2103","0.2110","0.1490","0.0000"
"100385.0","0.2281","0.2086","0.2196","0.1490","0.0000"
"100386.0","0.2514","0.2140","0.2355","0.1490","0.0000"
"100387.0","0.2199","0.2168","0.2277","0.1490","0.0000"
"100388.0","0.2183","0.2116","0.2230","0.1490","0.0000"
"100389.0","0.2007","0.2127","0.2118","0.1490","0.0000"
"100390.0","0.2773","0.2151","0.2446","0.1490","0.0000"
"100391.0","0.2595","0.2238","0.2520","0.1490","0.0000"
"100392.0","0.2249","0.2326","0.2385","0.1490","0.0000"
"100393.0","0.2628","0.2371","0.2506","0.1490","0.0000"
"100394.0","0.2235","0.2366","0.2371","0.1490","0.0000"
"100395.0","0.2112","0.2349","0.2241","0.1490","0.0000"
"100396.0","0.2517","0.2350","0.2379","0.1490","0.0000"
"100397.0","0.2448","0.2375","0.2413","0.1490","0.0000"
"100398.0","0.1997","0.2356","0.2205","0.1490","0.0000"
"100399.0","0.2031","0.2359","0.2118","0.1490","0.0000"
"100400.0","0.2466","0.2328","0.2292","0.1490","0.0000"
"100401.0","0.2410","0.2309","0.2351","0.1490","0.0000"
"100402.0","0.2605","0.2345","0.2478","0.1490","0.0000"
"100403.0","0.2241","0.2306","0.2359","0.1490","0.0000"
"100404.0","0.2760","0.2359","0.2560","0.1490","0.0000"
"100405.0","0.2752","0.2423","0.2656","0.1490","0.0000"
"100406.0","0.3027","0.2474","0.2842","0.1490","0.0000"
"100407.0","0.3429","0.2572","0.3135","0.1490","0.0000"
"100408.0","0.2608","0.2633","0.2872","0.1490","0.0000"
"100409.0","0.2473","0.2677","0.2672","0.1490","0.0000"
"100410.0","0.2753","0.2706","0.2713","0.1490","0.0000"
"100411.0","0.2088","0.2674","0.2400","0.1490","0.0000"
"100412.0","0.1854","0.2598","0.2127","0.1490","0.0000"
"100413.0","0.1588","0.2533","0.1858","0.1490","0.0000"
"100414.0","0.1811","0.2438","0.1834","0.1490","0.0000"
"100415.0","0.3169","0.2480","0.2502","0.1490","0.0000"
"100416.0","0.2526","0.2430","0.2514","0.1490","0.0000"
"100417.0","0.1756","0.2263","0.2135","0.1490","0.0000"
"100418.0","0.2410","0.2243","0.2272","0.1490","0.0000"
"100419.0","0.1856","0.2181","0.2064","0.1490","0.0000"
"100420.0","0.2123","0.2118","0.2093","0.1490","0.0000"
"100421.0","0.2243","0.2134","0.2168","0.1490","0.0000"
"100422.0","0.1987","0.2147","0.2078","0.1490","0.0000"
"100423.0","0.1924","0.2180","0.2001","0.1490","0.0000"
"100424.0","0.2094","0.2209","0.2047","0.1490","0.0000"
"100425.0","0.2008","0.2093","0.2027","0.1490","0.0000"
"100426.0","0.2119","0.2052","0.2073","0.1490","0.0000"
"100427.0","0.1947","0.2071","0.2010","0.1490","0.0000"
"100428.0","0.1780","0.2008","0.1895","0.1490","0.0000"
"100429.0","0.2191","0.2042","0.2043","0.1490","0.0000"
"100430.0","0.2659","0.2095","0.2351","0.1490","0.0000"
"100431.0","0.1640","0.2035","0.1995","0.1490","0.0000"
"100432.0","0.1640","0.2000","0.1818","0.1490","0.0000"
"100433.0","0.2070","0.2015","0.1944","0.1490","0.0000"
"100434.0","0.2841","0.2090","0.2392","0.1490","0.0000"
