Time [ms],Measured Flow,Simple Moving Average Flow,Exponential Moving Average Flow
"20.0","0.1742","0.1742","0.1742"
"40.0","0.2863","0.2863","0.1764"
"60.0","0.4346","0.4346","0.1815"
"80.0","0.3104","0.3104","0.1840"
"100.0","0.1964","0.1964","0.1842"
"120.0","0.0324","0.0324","0.1813"
"140.0","-0.0739","-0.0739","0.1763"
"160.0","0.1359","0.1359","0.1755"
"180.0","0.1847","0.1847","0.1756"
"200.0","-0.0364","-0.0364","0.1715"
"220.0","2.2803","2.2803","0.2128"
"240.0","4.3324","4.3324","0.2936"
"260.0","4.4858","4.4858","0.3758"
"280.0","4.4526","4.4526","0.4558"
"300.0","4.5008","4.5008","0.5351"
"320.0","4.3158","4.3158","0.6092"
"340.0","4.3570","4.3570","0.6827"
"360.0","4.6490","4.6490","0.7605"
"380.0","4.5247","4.5247","0.8343"
"400.0","4.2949","4.2949","0.9021"
"420.0","4.2201","4.2201","0.9672"
"440.0","4.3420","4.3420","1.0334"
"460.0","4.6201","4.6201","1.1037"
"480.0","4.5391","4.5391","1.1710"
"500.0","4.0629","4.0629","1.2277"
"520.0","4.0897","4.0897","1.2839"
"540.0","4.4273","4.4273","1.3455"
"560.0","4.3853","4.3853","1.4051"
"580.0","4.1378","4.1378","1.4587"
"600.0","3.9479","3.9479","1.5075"
"620.0","3.8769","3.8769","1.5540"
"640.0","3.9407","3.9407","1.6008"
"660.0","3.9764","3.9764","1.6473"
"680.0","3.6831","3.6831","1.6872"
"700.0","3.2032","3.2032","1.7170"
"720.0","3.1463","3.1463","1.7450"
"740.0","3.2939","3.2939","1.7754"
"760.0","3.1984","3.1984","1.8033"
"780.0","2.8420","2.8420","1.8236"
"800.0","2.3624","2.3624","1.8342"
"820.0","2.2820","2.2820","1.8430"
"840.0","2.3201","2.3201","1.8523"
"860.0","2.2229","2.2229","1.8596"
"880.0","2.1349","2.1349","1.8650"
"900.0","1.7568","1.7568","1.8629"
"920.0","1.8972","1.8972","1.8636"
"940.0","1.9660","1.9660","1.8656"
"960.0","2.1188","2.1188","1.8705"
"980.0","2.0206","2.0206","1.8735"
"1000.0","1.6839","2.8107","1.8698"
"1020.0","1.9284","2.8458","1.8709"
"1040.0","2.2464","2.8850","1.8783"
"1060.0","2.2575","2.9215","1.8857"
"1080.0","2.3115","2.9615","1.8941"
"1100.0","1.9997","2.9976","1.8961"
"1120.0","2.1350","3.0396","1.9008"
"1140.0","2.4338","3.0898","1.9113"
"1160.0","2.5559","3.1382","1.9239"
"1180.0","2.4326","3.1831","1.9339"
"1200.0","2.1588","3.2270","1.9383"
"1220.0","2.2688","3.2268","1.9448"
"1240.0","2.3860","3.1879","1.9534"
"1260.0","1.9148","3.1365","1.9527"
"1280.0","1.4715","3.0768","1.9432"
"1300.0","1.0695","3.0082","1.9261"
"1320.0","1.1639","2.9452","1.9111"
"1340.0","1.3380","2.8848","1.8999"
"1360.0","1.2061","2.8159","1.8863"
"1380.0","0.9174","2.7438","1.8673"
"1400.0","0.7057","2.6720","1.8445"
"1420.0","0.6294","2.6002","1.8207"
"1440.0","0.8338","2.5300","1.8014"
"1460.0","0.9783","2.4572","1.7852"
"1480.0","0.5688","2.3778","1.7614"
"1500.0","0.4335","2.3052","1.7353"
"1520.0","0.3418","2.2302","1.7080"
"1540.0","0.5460","2.1526","1.6852"
"1560.0","0.6172","2.0773","1.6643"
"1580.0","0.5477","2.0055","1.6424"
"1600.0","0.3565","1.9336","1.6172"
"1620.0","0.2945","1.8620","1.5912"
"1640.0","0.4132","1.7914","1.5681"
"1660.0","0.4786","1.7215","1.5468"
"1680.0","0.2632","1.6531","1.5216"
"1700.0","0.0127","1.5893","1.4920"
"1720.0","0.0723","1.5278","1.4642"
"1740.0","0.1553","1.4650","1.4385"
"1760.0","0.1990","1.4050","1.4142"
"1780.0","0.0066","1.3483","1.3866"
"1800.0","-0.1249","1.2986","1.3570"
"1820.0","-0.2069","1.2488","1.3263"
"1840.0","0.5882","1.2141","1.3118"
"1860.0","3.1992","1.2337","1.3488"
"1880.0","2.6514","1.2440","1.3744"
"1900.0","0.3237","1.2153","1.3538"
"1920.0","0.2298","1.1820","1.3317"
"1940.0","1.2305","1.1673","1.3298"
"1960.0","1.4405","1.1537","1.3319"
"1980.0","0.8030","1.1294","1.3216"
"2000.0","0.8568","1.1128","1.3124"
"2020.0","1.3147","1.1005","1.3125"
"2040.0","1.8426","1.0925","1.3229"
"2060.0","1.8370","1.0841","1.3330"
"2080.0","1.8818","1.0755","1.3437"
"2100.0","1.8372","1.0722","1.3534"
"2120.0","2.0138","1.0698","1.3664"
"2140.0","2.5223","1.0716","1.3890"
"2160.0","2.6763","1.0740","1.4143"
"2180.0","3.0001","1.0853","1.4454"
"2200.0","2.8639","1.0994","1.4732"
"2220.0","3.1619","1.1173","1.5063"
"2240.0","3.6347","1.1423","1.5480"
"2260.0","3.9151","1.1823","1.5944"
"2280.0","4.1403","1.2356","1.6443"
"2300.0","4.0760","1.2958","1.6920"
"2320.0","4.1890","1.3563","1.7410"
"2340.0","4.5895","1.4213","1.7968"
"2360.0","4.6607","1.4904","1.8530"
"2380.0","4.4070","1.5602","1.9031"
"2400.0","4.3249","1.6326","1.9506"
"2420.0","4.4775","1.7095","2.0001"
"2440.0","4.6261","1.7854","2.0516"
"2460.0","4.7691","1.8612","2.1049"
"2480.0","4.6260","1.9423","2.1543"
"2500.0","4.3365","2.0204","2.1971"
"2520.0","4.3176","2.0999","2.2387"
"2540.0","4.3514","2.1760","2.2801"
"2560.0","4.5858","2.2554","2.3253"
"2580.0","4.3191","2.3308","2.3644"
"2600.0","3.9988","2.4037","2.3965"
"2620.0","3.8486","2.4748","2.4249"
"2640.0","4.1175","2.5488","2.4581"
"2660.0","4.2004","2.6233","2.4923"
"2680.0","3.9709","2.6974","2.5213"
"2700.0","3.7804","2.7728","2.5460"
"2720.0","3.4173","2.8397","2.5631"
"2740.0","3.5194","2.9070","2.5818"
"2760.0","3.4664","2.9723","2.5991"
"2780.0","3.2375","3.0369","2.6117"
"2800.0","2.8896","3.0972","2.6171"
"2820.0","2.6573","3.1545","2.6179"
"2840.0","2.7086","3.1969","2.6197"
"2860.0","2.6180","3.1853","2.6196"
"2880.0","2.3896","3.1801","2.6151"
"2900.0","2.0223","3.2140","2.6035"
"2920.0","2.0045","3.2495","2.5918"
"2940.0","1.8940","3.2628","2.5781"
"2960.0","2.2784","3.2795","2.5722"
"2980.0","2.1136","3.3058","2.5632"
"3000.0","1.6965","3.3226","2.5462"
"3020.0","1.8362","3.3330","2.5323"
"3040.0","2.2788","3.3417","2.5273"
"3060.0","2.3487","3.3519","2.5238"
"3080.0","2.1973","3.3582","2.5174"
"3100.0","1.9516","3.3605","2.5063"
"3120.0","2.0655","3.3616","2.4977"
"3140.0","2.3924","3.3590","2.4956"
"3160.0","2.5627","3.3567","2.4969"
"3180.0","2.3934","3.3446","2.4949"
"3200.0","2.1512","3.3303","2.4882"
"3220.0","2.2020","3.3111","2.4826"
"3240.0","2.5459","3.2893","2.4838"
"3260.0","2.4235","3.2595","2.4826"
"3280.0","2.3258","3.2232","2.4795"
"3300.0","1.6581","3.1749","2.4634"
"3320.0","1.2511","3.1161","2.4397"
"3340.0","1.2019","3.0483","2.4154"
"3360.0","1.2458","2.9800","2.3925"
"3380.0","1.0646","2.9132","2.3664"
"3400.0","0.7209","2.8411","2.3342"
"3420.0","0.6524","2.7646","2.3012"
"3440.0","0.9550","2.6912","2.2748"
"3460.0","0.9893","2.6156","2.2496"
"3480.0","0.8221","2.5395","2.2216"
"3500.0","0.5648","2.4641","2.1891"
"3520.0","0.6356","2.3904","2.1586"
"3540.0","0.7933","2.3193","2.1319"
"3560.0","0.7067","2.2417","2.1039"
"3580.0","0.5735","2.1668","2.0739"
"3600.0","0.4298","2.0954","2.0417"
"3620.0","0.3114","2.0247","2.0078"
"3640.0","0.4946","1.9522","1.9781"
"3660.0","0.5344","1.8789","1.9498"
"3680.0","0.5099","1.8097","1.9215"
"3700.0","0.2348","1.7388","1.8885"
"3720.0","0.1055","1.6725","1.8535"
"3740.0","0.2814","1.6078","1.8227"
"3760.0","0.2633","1.5437","1.7921"
"3780.0","0.2193","1.4833","1.7613"
"3800.0","-0.0400","1.4247","1.7259"
"3820.0","-0.2057","1.3675","1.6881"
"3840.0","-0.0296","1.3127","1.6544"
"3860.0","0.0035","1.2604","1.6220"
"3880.0","0.4427","1.2215","1.5989"
"3900.0","2.4206","1.2295","1.6150"
"3920.0","2.5859","1.2411","1.6340"
"3940.0","0.6197","1.2156","1.6142"
