Time [ms],Measured Flow,Simple Moving Average Flow,Exponential Moving Average Flow
"20.0","0.2784","0.2784","0.2784"
"40.0","0.1660","0.1660","0.2762"
"60.0","0.2540","0.2540","0.2757"
"80.0","0.3431","0.3431","0.2771"
"100.0","0.2145","0.2145","0.2758"
"120.0","0.0554","0.0554","0.2715"
"140.0","-0.0654","-0.0654","0.2649"
"160.0","0.0818","0.0818","0.2613"
"180.0","-0.0093","-0.0093","0.2560"
"200.0","-0.0951","-0.0951","0.2491"
"220.0","-0.3174","-0.3174","0.2380"
"240.0","-0.2761","-0.2761","0.2279"
"260.0","1.0293","1.0293","0.2436"
"280.0","3.6090","3.6090","0.3096"
"300.0","2.4710","2.4710","0.3520"
"320.0","0.1453","0.1453","0.3480"
"340.0","0.4089","0.4089","0.3491"
"360.0","1.4877","1.4877","0.3715"
"380.0","1.2422","1.2422","0.3885"
"400.0","2.7361","2.7361","0.4346"
"420.0","2.9636","2.9636","0.4842"
"440.0","3.2799","3.2799","0.5390"
"460.0","3.6658","3.6658","0.6003"
"480.0","3.6003","3.6003","0.6591"
"500.0","4.0350","4.0350","0.7253"
"520.0","4.6130","4.6130","0.8015"
"540.0","5.1143","5.1143","0.8861"
"560.0","5.0983","5.0983","0.9687"
"580.0","4.9059","4.9059","1.0459"
"600.0","4.9250","4.9250","1.1220"
"620.0","5.4063","5.4063","1.2060"
"640.0","5.1613","5.1613","1.2835"
"660.0","5.1261","5.1261","1.3589"
"680.0","5.1081","5.1081","1.4324"
"700.0","5.0506","5.0506","1.5033"
"720.0","5.3008","5.3008","1.5778"
"740.0","5.2708","5.2708","1.6502"
"760.0","5.2366","5.2366","1.7205"
"780.0","5.0639","5.0639","1.7861"
"800.0","5.0146","5.0146","1.8494"
"820.0","5.0316","5.0316","1.9118"
"840.0","5.2607","5.2607","1.9774"
"860.0","5.0607","5.0607","2.0379"
"880.0","4.8465","4.8465","2.0930"
"900.0","4.7476","4.7476","2.1450"
"920.0","4.7849","4.7849","2.1968"
"940.0","4.7321","4.7321","2.2465"
"960.0","4.4148","4.4148","2.2890"
"980.0","4.2970","4.2970","2.3284"
"1000.0","4.2445","3.1024","2.3660"
"1020.0","4.0350","3.1775","2.3987"
"1040.0","3.8925","3.2521","2.4280"
"1060.0","3.7205","3.3214","2.4533"
"1080.0","3.4454","3.3834","2.4728"
"1100.0","3.1880","3.4429","2.4868"
"1120.0","3.1766","3.5053","2.5003"
"1140.0","3.1434","3.5695","2.5129"
"1160.0","2.9534","3.6269","2.5216"
