Time [ms],Measured Flow,Simple Moving Average Flow,Exponential Moving Average Flow
"20.0","3.3972","3.3972","3.3972"
"40.0","4.2220","4.2220","3.5472"
"60.0","4.3186","4.3186","3.6874"
"80.0","4.1880","4.1880","3.7784"
"100.0","3.9441","3.9441","3.8086"
"120.0","4.4937","4.4937","3.9331"
"140.0","22.0094","22.0094","7.2197"
"160.0","6.7572","6.7572","7.1356"
"180.0","8.2228","8.2228","7.3333"
"200.0","6.8879","6.8441","7.2523"
"220.0","6.6821","7.1726","7.1487"
"240.0","8.0953","7.5599","7.3208"
"260.0","7.2437","7.8524","7.3068"
"280.0","7.1835","8.1520","7.2844"
"300.0","6.5093","8.4085","7.1434"
"320.0","6.9399","8.6531","7.1064"
"340.0","8.3123","7.2834","7.3257"
"360.0","8.5065","7.4583","7.5404"
"380.0","8.0394","7.4400","7.6311"
"400.0","7.7730","7.5285","7.6569"
"420.0","7.9200","7.6523","7.7047"
"440.0","8.7938","7.7221","7.9027"
"460.0","8.6618","7.8639","8.0408"
"480.0","8.1738","7.9630","8.0649"
"500.0","7.9065","8.1027","8.0361"
"520.0","7.8744","8.1961","8.0067"
"540.0","8.7098","8.2359","8.1346"
"560.0","8.4937","8.2346","8.1999"
"580.0","8.0958","8.2403","8.1809"
"600.0","7.6915","8.2321","8.0919"
"620.0","7.7977","8.2199","8.0385"
"640.0","8.6257","8.2031","8.1452"
"660.0","8.6323","8.2001","8.2338"
"680.0","7.8852","8.1713","8.1704"
"700.0","7.6962","8.1502","8.0842"
"720.0","7.8135","8.1441","8.0350"
"740.0","8.3012","8.1033","8.0834"
"760.0","8.1246","8.0664","8.0909"
"780.0","7.9738","8.0542","8.0696"
"800.0","7.1148","7.9965","7.8960"
"820.0","7.4109","7.9578","7.8078"
"840.0","7.6130","7.8565","7.7724"
"860.0","7.5286","7.7462","7.7280"
"880.0","7.0944","7.6671","7.6128"
"900.0","6.2933","7.5268","7.3729"
"920.0","6.6806","7.4135","7.2470"
"940.0","7.1251","7.2959","7.2249"
"960.0","6.8874","7.1722","7.1635"
"980.0","6.2001","6.9948","6.9883"
"1000.0","5.7965","6.8630","6.7716"
"1020.0","5.6092","6.6828","6.5603"
"1040.0","6.2562","6.5471","6.5050"
"1060.0","6.1385","6.4081","6.4384"
"1080.0","5.5969","6.2584","6.2854"
"1100.0","5.2032","6.1494","6.0886"
"1120.0","5.3330","6.0146","5.9512"
"1140.0","6.0069","5.9028","5.9614"
"1160.0","5.8417","5.7982","5.9396"
"1180.0","5.5916","5.7374","5.8763"
"1200.0","5.2292","5.6806","5.7587"
"1220.0","5.2424","5.6440","5.6648"
"1240.0","5.9519","5.6135","5.7170"
"1260.0","6.1718","5.6169","5.7997"
"1280.0","5.5814","5.6153","5.7600"
"1300.0","5.1610","5.6111","5.6511"
"1320.0","5.6731","5.6451","5.6551"
"1340.0","6.2208","5.6665","5.7580"
"1360.0","6.1584","5.6982","5.8308"
"1380.0","5.9327","5.7323","5.8493"
"1400.0","5.5738","5.7667","5.7992"
"1420.0","5.6589","5.8084","5.7737"
"1440.0","6.0688","5.8201","5.8273"
"1460.0","5.8356","5.7865","5.8288"
"1480.0","5.3539","5.7637","5.7425"
"1500.0","4.5918","5.7068","5.5333"
"1520.0","4.6749","5.6069","5.3772"
"1540.0","5.3599","5.5208","5.3740"
"1560.0","5.1637","5.4214","5.3358"
"1580.0","4.6807","5.2962","5.2167"
"1600.0","4.1070","5.1495","5.0149"
"1620.0","4.1353","4.9971","4.8550"
"1640.0","4.5989","4.8501","4.8084"
"1660.0","4.5910","4.7257","4.7689"
"1680.0","4.3901","4.6293","4.7000"
"1700.0","3.5693","4.5271","4.4944"
"1720.0","3.4937","4.4089","4.3125"
"1740.0","4.1866","4.2916","4.2896"
"1760.0","3.8797","4.1632","4.2151"
"1780.0","3.8063","4.0758","4.1407"
