Time [ms],Measured Flow,Simple Moving Average Flow,Exponential Moving Average Flow
"200002.0","0.4591","1.1935","inf"
"200004.0","0.4327","1.1878","-inf"
"200006.0","0.5887","1.1814","inf"
"200008.0","0.9730","1.1757","-inf"
"200010.0","1.3495","1.1698","inf"
"200012.0","1.3010","1.1630","-inf"
"200014.0","1.1702","1.1568","inf"
"200016.0","0.8226","1.1518","-inf"
"200018.0","0.3701","1.1476","inf"
"200020.0","0.3905","1.1447","-inf"
"200022.0","0.4448","1.1410","inf"
"200024.0","0.6585","1.1353","-inf"
"200026.0","1.2534","1.1311","inf"
"200028.0","1.2407","1.1249","-inf"
"200030.0","1.2233","1.1215","inf"
"200032.0","1.0166","1.1165","-inf"
"200034.0","0.4792","1.1102","inf"
"200036.0","0.3328","1.1067","-inf"
"200038.0","0.3355","1.1012","inf"
"200040.0","0.5979","1.0955","-inf"
"200042.0","1.0149","1.0895","inf"
"200044.0","1.3351","1.0820","-inf"
"200046.0","1.2729","1.0751","inf"
"200048.0","0.9985","1.0679","-inf"
"200050.0","0.5605","1.0605","inf"
"200052.0","0.3125","1.0539","-inf"
"200054.0","0.3975","1.0488","inf"
"200056.0","0.4565","1.0415","-inf"
"200058.0","0.9617","1.0364","inf"
"200060.0","1.3050","1.0298","-inf"
"200062.0","1.3639","1.0244","inf"
"200064.0","1.1866","1.0178","-inf"
"200066.0","1.0041","1.0135","inf"
"200068.0","0.4540","1.0083","-inf"
"200070.0","0.3931","1.0042","inf"
"200072.0","0.5586","0.9996","-inf"
"200074.0","0.6631","0.9928","inf"
"200076.0","1.2643","0.9877","-inf"
"200078.0","1.2981","0.9810","inf"
"200080.0","1.2184","0.9756","-inf"
"200082.0","1.0162","0.9701","inf"
"200084.0","0.5644","0.9653","-inf"
"200086.0","0.3336","0.9617","inf"
"200088.0","0.3175","0.9568","-inf"
"200090.0","0.4947","0.9532","inf"
"200092.0","0.9898","0.9494","-inf"
"200094.0","1.1048","0.9426","inf"
"200096.0","0.9793","0.9374","-inf"
"200098.0","0.8695","0.9318","inf"
"200100.0","0.4250","0.9273","-inf"
"200102.0","0.1346","0.9230","inf"
"200104.0","0.1896","0.9197","-inf"
"200106.0","0.4435","0.9166","inf"
"200108.0","0.7364","0.9131","-inf"
"200110.0","1.0415","0.9075","inf"
"200112.0","0.8651","0.9003","-inf"
"200114.0","0.8039","0.8942","inf"
"200116.0","0.6588","0.8896","-inf"
"200118.0","0.1826","0.8862","inf"
"200120.0","0.1150","0.8817","-inf"
"200122.0","0.1611","0.8758","inf"
"200124.0","0.4110","0.8689","-inf"
"200126.0","0.9227","0.8634","inf"
"200128.0","0.9925","0.8566","-inf"
"200130.0","1.0493","0.8505","inf"
"200132.0","0.8520","0.8436","-inf"
"200134.0","0.3878","0.8374","inf"
"200136.0","0.1969","0.8325","-inf"
"200138.0","0.2317","0.8280","inf"
"200140.0","0.3518","0.8241","-inf"
"200142.0","0.8132","0.8189","inf"
"200144.0","1.1337","0.8145","-inf"
"200146.0","0.9918","0.8102","inf"
"200148.0","0.7652","0.8037","-inf"
"200150.0","0.3464","0.7971","inf"
"200152.0","0.0914","0.7922","-inf"
"200154.0","0.1576","0.7888","inf"
"200156.0","0.2265","0.7847","-inf"
"200158.0","0.6539","0.7794","inf"
"200160.0","0.9192","0.7735","-inf"
"200162.0","0.9891","0.7667","inf"
"200164.0","0.8144","0.7615","-inf"
"200166.0","0.5409","0.7586","inf"
"200168.0","0.1119","0.7551","-inf"
"200170.0","0.0877","0.7516","inf"
"200172.0","0.0897","0.7473","-inf"
"200174.0","0.2765","0.7433","inf"
"200176.0","0.6970","0.7385","-inf"
"200178.0","0.8339","0.7317","inf"
"200180.0","0.6885","0.7255","-inf"
"200182.0","0.5780","0.7189","inf"
"200184.0","0.1276","0.7122","-inf"
"200186.0","-0.1452","0.7053","inf"
"200188.0","0.0068","0.6999","-inf"
"200190.0","0.1569","0.6949","inf"
"200192.0","0.5116","0.6875","-inf"
"200194.0","0.8564","0.6804","inf"
"200196.0","0.6885","0.6723","-inf"
