Time [ms],Corrected Value
"20.0","6.1555"
"40.0","5.9213"
"60.0","5.8925"
"80.0","5.8571"
"100.0","5.9194"
"120.0","5.8523"
"140.0","5.8251"
"160.0","5.9329"
"180.0","5.8603"
"200.0","5.8429"
"220.0","5.8853"
"240.0","5.8892"
"260.0","5.7421"
"280.0","5.7321"
"300.0","5.8547"
"320.0","5.8959"
"340.0","5.6020"
"360.0","5.7358"
"380.0","5.7946"
"400.0","5.9161"
"420.0","5.7817"
"440.0","5.9329"
"460.0","5.7344"
"480.0","5.9092"
"500.0","5.7396"
"520.0","5.5649"
"540.0","5.6123"
"560.0","5.7568"
"580.0","5.8147"
"600.0","5.7125"
"620.0","5.5487"
"640.0","5.6668"
"660.0","5.7487"
"680.0","5.6845"
"700.0","5.7413"
"720.0","5.7728"
"740.0","5.7975"
"760.0","5.6626"
"780.0","5.6045"
"800.0","5.6493"
"820.0","5.7710"
"840.0","5.7946"
"860.0","5.6752"
"880.0","5.7465"
"900.0","5.6559"
"920.0","5.6726"
"940.0","5.7724"
"960.0","5.8694"
"980.0","5.9145"
"1000.0","5.9120"
"1020.0","5.9191"
"1040.0","5.8389"
"1060.0","5.7572"
"1080.0","5.8200"
"1100.0","5.7572"
"1120.0","5.8240"
"1140.0","5.8639"
"1160.0","5.7503"
"1180.0","5.7909"
"1200.0","5.8274"
"1220.0","5.8155"
"1240.0","5.8910"
"1260.0","5.6843"
"1280.0","5.7710"
"1300.0","5.7726"
"1320.0","5.7786"
"1340.0","5.9224"
"1360.0","5.7521"
"1380.0","5.8535"
"1400.0","5.9287"
"1420.0","5.8908"
"1440.0","5.7983"
"1460.0","5.7553"
"1480.0","5.6388"
"1500.0","5.8435"
"1520.0","5.7831"
"1540.0","6.0077"
"1560.0","5.8997"
"1580.0","5.8636"
"1600.0","5.7766"
"1620.0","5.8980"
"1640.0","5.8116"
"1660.0","5.6210"
"1680.0","5.7751"
"1700.0","5.6888"
"1720.0","5.8951"
"1740.0","5.5843"
"1760.0","5.7192"
"1780.0","5.6771"
"1800.0","5.6230"
"1820.0","5.8051"
"1840.0","5.7485"
"1860.0","5.6551"
"1880.0","5.7942"
"1900.0","5.7204"
"1920.0","5.7161"
"1940.0","5.8567"
"1960.0","5.7534"
"1980.0","5.7163"
"2000.0","5.5249"
"2020.0","5.8465"
"2040.0","6.4046"
"2060.0","6.7470"
"2080.0","6.0343"
"2100.0","5.4229"
"2120.0","5.8449"
"2140.0","8.6063"
"2160.0","7.2238"
"2180.0","5.6726"
"2200.0","5.1211"
"2220.0","5.3969"
"2240.0","5.8938"
"2260.0","5.3131"
"2280.0","5.7743"
"2300.0","6.0294"
"2320.0","5.3857"
"2340.0","4.7697"
"2360.0","4.5423"
"2380.0","3.8301"
"2400.0","4.7849"
"2420.0","5.4273"
"2440.0","5.0620"
