Time [ms],Measured Flow,Simple Moving Average Flow,Exponential Moving Average Flow,Riemann FlowLD20 Flow
"100001.0","-375.0000","-375.0000","-375.0000","-375.0000","0.0000"
"100002.0","-375.0000","-375.0000","-375.0000","-375.0000","0.0000"
"100003.0","-375.0000","-375.0000","-375.0000","-375.0000","0.0000"
"100004.0","-375.0000","-375.0000","-375.0000","-375.0000","0.0000"
"100005.0","-375.0000","-375.0000","-375.0000","-375.0000","0.0000"
"100006.0","-375.0000","-375.0000","-375.0000","-375.0000","0.0000"
"100007.0","-375.0000","-375.0000","-375.0000","-375.0000","0.0000"
"100008.0","-375.0000","-375.0000","-375.0000","-375.0000","0.0000"
"100009.0","-375.0000","-375.0000","-375.0000","-375.0000","0.0000"
"100010.0","-375.0000","-375.0000","-375.0000","-375.0000","0.0000"
"100011.0","-375.0000","-375.0000","-375.0000","-375.0000","0.0000"
"100012.0","-375.0000","-375.0000","-375.0000","-375.0000","0.0000"
"100013.0","-375.0000","-375.0000","-375.0000","-375.0000","0.0000"
"100014.0","-375.0000","-375.0000","-375.0000","-375.0000","0.0000"
"100015.0","-375.0000","-375.0000","-375.0000","-375.0000","0.0000"
"100016.0","-375.0000","-375.0000","-375.0000","-375.0000","0.0000"
"100017.0","-375.0000","-375.0000","-375.0000","-375.0000","0.0000"
"100018.0","-375.0000","-375.0000","-375.0000","-375.0000","0.0000"
"100019.0","-375.0000","-375.0000","-375.0000","-375.0000","0.0000"
"100020.0","-375.0000","-375.0000","-375.0000","-375.0000","0.0000"
"100021.0","-375.0000","-375.0000","-375.0000","-375.0000","0.0000"
"100022.0","-375.0000","-375.0000","-375.0000","-375.0000","0.0000"
"100023.0","-375.0000","-375.0000","-375.0000","-375.0000","0.0000"
"100024.0","-375.0000","-375.0000","-375.0000","-375.0000","0.0000"
"100025.0","-375.0000","-375.0000","-375.0000","-375.0000","0.0000"
"100026.0","-375.0000","-375.0000","-375.0000","-375.0000","0.0000"
"100027.0","-375.0000","-375.0000","-375.0000","-375.0000","0.0000"
"100028.0","-375.0000","-375.0000","-375.0000","-375.0000","0.0000"
"100029.0","-375.0000","-375.0000","-375.0000","-375.0000","0.0000"
"100030.0","-375.0000","-375.0000","-375.0000","-375.0000","0.0000"
"100031.0","-375.0000","-375.0000","-375.0000","-375.0000","0.0000"
