Time [ms],Measured Flow,Simple Moving Average Flow,Exponential Moving Average Flow,Riemann FlowLD20 Flow
"100090.0","332.7150","335.2415","339.5686","375.0000","0.0000"
"100091.0","333.3200","334.6262","339.5624","375.0000","0.0000"
"100092.0","336.7936","334.4230","339.5596","375.0000","0.0000"
"100093.0","339.5392","334.5650","339.5596","375.0000","0.0000"
"100094.0","339.9867","335.1897","339.5600","375.0000","0.0000"
"100095.0","345.7748","336.2171","339.5662","375.0000","0.0000"
"100096.0","349.4299","337.4927","339.5761","375.0000","0.0000"
"100097.0","351.0538","339.3849","339.5876","375.0000","0.0000"
"100098.0","349.1003","340.9733","339.5971","375.0000","0.0000"
"100099.0","351.5147","342.9228","339.6090","375.0000","0.0000"
"100100.0","351.1663","344.7679","339.6206","375.0000","0.0000"
"100101.0","350.4321","346.4792","339.6314","375.0000","0.0000"
"100102.0","351.5147","347.9513","339.6433","375.0000","0.0000"
"100103.0","351.8952","349.1869","339.6555","375.0000","0.0000"
"100104.0","352.0185","350.3900","339.6679","375.0000","0.0000"
"100105.0","352.4901","351.0616","339.6807","375.0000","0.0000"
"100106.0","352.2650","351.3451","339.6933","375.0000","0.0000"
"100107.0","355.7352","351.8132","339.7093","375.0000","0.0000"
"100108.0","359.0714","352.8103","339.7287","375.0000","0.0000"
"100109.0","361.5581","353.8147","339.7505","375.0000","0.0000"
"100110.0","368.1421","355.5122","339.7789","375.0000","0.0000"
"100111.0","373.5872","357.8277","339.8127","375.0000","0.0000"
"100112.0","375.0000","360.1763","339.8479","375.0000","0.0000"
"100113.0","375.0000","362.4867","339.8831","375.0000","0.0000"
"100114.0","375.0000","364.7849","339.9182","375.0000","0.0000"
"100115.0","375.0000","367.0359","339.9533","375.0000","0.0000"
"100116.0","375.0000","369.3094","339.9883","375.0000","0.0000"
"100117.0","375.0000","371.2359","340.0233","375.0000","0.0000"
"100118.0","375.0000","372.8287","340.0583","375.0000","0.0000"
"100119.0","375.0000","374.1729","340.0932","375.0000","0.0000"
"100120.0","375.0000","374.8587","340.1281","375.0000","0.0000"
"100121.0","375.0000","375.0000","340.1630","375.0000","0.0000"
"100122.0","375.0000","375.0000","340.1978","375.0000","0.0000"
"100123.0","375.0000","375.0000","340.2326","375.0000","0.0000"
"100124.0","375.0000","375.0000","340.2674","375.0000","0.0000"
"100125.0","375.0000","375.0000","340.3021","375.0000","0.0000"
"100126.0","375.0000","375.0000","340.3368","375.0000","0.0000"
"100127.0","375.0000","375.0000","340.3715","375.0000","0.0000"
"100128.0","375.0000","375.0000","340.4061","375.0000","0.0000"
"100129.0","375.0000","375.0000","340.4407","375.0000","0.0000"
"100130.0","375.0000","375.0000","340.4753","375.0000","0.0000"
"100131.0","375.0000","375.0000","340.5098","375.0000","0.0000"
"100132.0","375.0000","375.0000","340.5443","375.0000","0.0000"
"100133.0","375.0000","375.0000","340.5788","375.0000","0.0000"
"100134.0","375.0000","375.0000","340.6132","375.0000","0.0000"
"100135.0","375.0000","375.0000","340.6476","375.0000","0.0000"
"100136.0","375.0000","375.0000","340.6819","375.0000","0.0000"
"100137.0","375.0000","375.0000","340.7162","375.0000","0.0000"
"100138.0","375.0000","375.0000","340.7505","375.0000","0.0000"
"100139.0","375.0000","375.0000","340.7848","375.0000","0.0000"
"100140.0","375.0000","375.0000","340.8190","375.0000","0.0000"
"100141.0","375.0000","375.0000","340.8532","375.0000","0.0000"
"100142.0","375.0000","375.0000","340.8873","375.0000","0.0000"
"100143.0","375.0000","375.0000","340.9214","375.0000","0.0000"
"100144.0","375.0000","375.0000","340.9555","375.0000","0.0000"
"100145.0","375.0000","375.0000","340.9896","375.0000","0.0000"
"100146.0","375.0000","375.0000","341.0236","375.0000","0.0000"
"100147.0","375.0000","375.0000","341.0575","375.0000","0.0000"
"100148.0","375.0000","375.0000","341.0915","375.0000","0.0000"
"100149.0","375.0000","375.0000","341.1254","375.0000","0.0000"
"100150.0","375.0000","375.0000","341.1593","375.0000","0.0000"
"100151.0","375.0000","375.0000","341.1931","375.0000","0.0000"
"100152.0","375.0000","375.0000","341.2269","375.0000","0.0000"
"100153.0","375.0000","375.0000","341.2607","375.0000","0.0000"
"100154.0","375.0000","375.0000","341.2944","375.0000","0.0000"
"100155.0","375.0000","375.0000","341.3281","375.0000","0.0000"
"100156.0","375.0000","375.0000","341.3618","375.0000","0.0000"
"100157.0","375.0000","375.0000","341.3954","375.0000","0.0000"
"100158.0","375.0000","375.0000","341.4290","375.0000","0.0000"
"100159.0","375.0000","375.0000","341.4626","375.0000","0.0000"
"100160.0","375.0000","375.0000","341.4962","375.0000","0.0000"
"100161.0","375.0000","375.0000","341.5297","375.0000","0.0000"
"100162.0","375.0000","375.0000","341.5631","375.0000","0.0000"
"100163.0","375.0000","375.0000","341.5966","375.0000","0.0000"
"100164.0","375.0000","375.0000","341.6300","375.0000","0.0000"
"100165.0","375.0000","375.0000","341.6633","375.0000","0.0000"
"100166.0","375.0000","375.0000","341.6967","375.0000","0.0000"
"100167.0","375.0000","375.0000","341.7300","375.0000","0.0000"
"100168.0","375.0000","375.0000","341.7632","375.0000","0.0000"
"100169.0","375.0000","375.0000","341.7965","375.0000","0.0000"
"100170.0","375.0000","375.0000","341.8297","375.0000","0.0000"
"100171.0","375.0000","375.0000","341.8629","375.0000","0.0000"
"100172.0","375.0000","375.0000","341.8960","375.0000","0.0000"
"100173.0","375.0000","375.0000","341.9291","375.0000","0.0000"
"100174.0","375.0000","375.0000","341.9622","375.0000","0.0000"
"100175.0","375.0000","375.0000","341.9952","375.0000","0.0000"
"100176.0","375.0000","375.0000","342.0282","375.0000","0.0000"
"100177.0","375.0000","375.0000","342.0612","375.0000","0.0000"
"100178.0","375.0000","375.0000","342.0941","375.0000","0.0000"
"100179.0","375.0000","375.0000","342.1270","375.0000","0.0000"
"100180.0","375.0000","375.0000","342.1599","375.0000","0.0000"
"100181.0","375.0000","375.0000","342.1927","375.0000","0.0000"
"100182.0","375.0000","375.0000","342.2255","375.0000","0.0000"
"100183.0","375.0000","375.0000","342.2583","375.0000","0.0000"
"100184.0","375.0000","375.0000","342.2911","375.0000","0.0000"
"100185.0","375.0000","375.0000","342.3238","375.0000","0.0000"
"100186.0","375.0000","375.0000","342.3564","375.0000","0.0000"
"100187.0","375.0000","375.0000","342.3891","375.0000","0.0000"
"100188.0","375.0000","375.0000","342.4217","375.0000","0.0000"
"100189.0","375.0000","375.0000","342.4543","375.0000","0.0000"
"100190.0","375.0000","375.0000","342.4868","375.0000","0.0000"
"100191.0","375.0000","375.0000","342.5193","375.0000","0.0000"
"100192.0","375.0000","375.0000","342.5518","375.0000","0.0000"
"100193.0","375.0000","375.0000","342.5843","375.0000","0.0000"
"100194.0","375.0000","375.0000","342.6167","375.0000","0.0000"
"100195.0","375.0000","375.0000","342.6491","375.0000","0.0000"
"100196.0","375.0000","375.0000","342.6814","375.0000","0.0000"
"100197.0","375.0000","375.0000","342.7137","375.0000","0.0000"
"100198.0","375.0000","375.0000","342.7460","375.0000","0.0000"
"100199.0","375.0000","375.0000","342.7783","375.0000","0.0000"
"100200.0","375.0000","375.0000","342.8105","375.0000","0.0000"
"100201.0","375.0000","375.0000","342.8427","375.0000","0.0000"
"100202.0","375.0000","375.0000","342.8748","375.0000","0.0000"
"100203.0","375.0000","375.0000","342.9070","375.0000","0.0000"
"100204.0","375.0000","375.0000","342.9391","375.0000","0.0000"
"100205.0","375.0000","375.0000","342.9711","375.0000","0.0000"
"100206.0","375.0000","375.0000","343.0032","375.0000","0.0000"
"100207.0","375.0000","375.0000","343.0352","375.0000","0.0000"
"100208.0","375.0000","375.0000","343.0671","375.0000","0.0000"
"100209.0","375.0000","375.0000","343.0990","375.0000","0.0000"
"100210.0","375.0000","375.0000","343.1309","375.0000","0.0000"
"100211.0","375.0000","375.0000","343.1628","375.0000","0.0000"
"100212.0","375.0000","375.0000","343.1947","375.0000","0.0000"
"100213.0","375.0000","375.0000","343.2265","375.0000","0.0000"
"100214.0","375.0000","375.0000","343.2582","375.0000","0.0000"
"100215.0","375.0000","375.0000","343.2900","375.0000","0.0000"
"100216.0","375.0000","375.0000","343.3217","375.0000","0.0000"
"100217.0","375.0000","375.0000","343.3534","375.0000","0.0000"
"100218.0","370.6878","374.5687","343.3807","375.0000","0.0000"
"100219.0","368.9621","373.9649","343.4063","375.0000","0.0000"
"100220.0","365.9260","373.0576","343.4288","375.0000","0.0000"
"100221.0","359.3099","371.4885","343.4447","375.0000","0.0000"
"100222.0","356.5444","369.6430","343.4578","375.0000","0.0000"
"100223.0","354.0658","367.5496","343.4684","375.0000","0.0000"
"100224.0","352.4874","365.2983","343.4774","375.0000","0.0000"
"100225.0","353.5700","363.1553","343.4875","375.0000","0.0000"
"100226.0","351.1878","360.7741","343.4952","375.0000","0.0000"
"100227.0","350.1507","358.2892","343.5019","375.0000","0.0000"
"100228.0","352.2168","356.4421","343.5106","375.0000","0.0000"
"100229.0","354.6017","355.0060","343.5217","375.0000","0.0000"
"100230.0","352.3722","353.6507","343.5305","375.0000","0.0000"
"100231.0","349.3039","352.6501","343.5363","375.0000","0.0000"
"100232.0","351.0055","352.0962","343.5438","375.0000","0.0000"
"100233.0","346.0616","351.2958","343.5463","375.0000","0.0000"
"100234.0","345.2148","350.5685","343.5479","375.0000","0.0000"
"100235.0","345.6891","349.7804","343.5501","375.0000","0.0000"
"100236.0","338.3762","348.4992","343.5449","375.0000","0.0000"
"100237.0","327.9172","346.2759","343.5293","375.0000","0.0000"
"100238.0","323.7749","343.4317","343.5095","375.0000","0.0000"
"100239.0","323.8519","340.3567","343.4899","375.0000","0.0000"
"100240.0","322.4747","337.3670","343.4689","375.0000","0.0000"
"100241.0","322.6073","334.6973","343.4480","375.0000","0.0000"
"100242.0","321.5751","331.7543","343.4261","375.0000","0.0000"
"100243.0","321.0019","329.2483","343.4037","375.0000","0.0000"
"100244.0","326.0570","327.3325","343.3863","375.0000","0.0000"
"100245.0","327.0840","325.4720","343.3700","375.0000","0.0000"
"100246.0","328.2171","324.4561","343.3549","375.0000","0.0000"
"100247.0","328.2781","324.4922","343.3398","375.0000","0.0000"
"100248.0","324.8656","324.6013","343.3213","375.0000","0.0000"
"100249.0","322.7506","324.4911","343.3008","375.0000","0.0000"
"100250.0","321.5857","324.4022","343.2791","375.0000","0.0000"
"100251.0","314.7367","323.6152","343.2505","375.0000","0.0000"
"100252.0","315.1985","322.9775","343.2225","375.0000","0.0000"
"100253.0","310.8041","321.9577","343.1900","375.0000","0.0000"
"100254.0","306.2394","319.9760","343.1531","375.0000","0.0000"
"100255.0","303.5158","317.6192","343.1135","375.0000","0.0000"
"100256.0","305.9228","315.3897","343.0763","375.0000","0.0000"
"100257.0","305.1242","313.0743","343.0383","375.0000","0.0000"
"100258.0","305.3540","311.1232","343.0006","375.0000","0.0000"
"100259.0","305.3540","309.3835","342.9630","375.0000","0.0000"
"100260.0","307.3182","307.9568","342.9273","375.0000","0.0000"
"100261.0","310.4564","307.5287","342.8949","375.0000","0.0000"
"100262.0","310.8571","307.0946","342.8628","375.0000","0.0000"
"100263.0","312.3325","307.2474","342.8323","375.0000","0.0000"
"100264.0","315.2037","308.1439","342.8047","375.0000","0.0000"
"100265.0","314.0627","309.1986","342.7759","375.0000","0.0000"
"100266.0","312.8686","309.8931","342.7460","375.0000","0.0000"
"100267.0","306.9708","310.0778","342.7102","375.0000","0.0000"
"100268.0","305.1130","310.0537","342.6726","375.0000","0.0000"
"100269.0","305.1354","310.0318","342.6351","375.0000","0.0000"
"100270.0","302.9526","309.5953","342.5954","375.0000","0.0000"
"100271.0","298.1835","308.3680","342.5510","375.0000","0.0000"
"100272.0","296.5639","306.9387","342.5050","375.0000","0.0000"
"100273.0","294.4876","305.1542","342.4570","375.0000","0.0000"
"100274.0","295.3002","303.1638","342.4099","375.0000","0.0000"
"100275.0","302.8293","302.0405","342.3703","375.0000","0.0000"
"100276.0","301.2350","300.8771","342.3291","375.0000","0.0000"
"100277.0","300.2010","300.2001","342.2870","375.0000","0.0000"
"100278.0","301.4927","299.8381","342.2462","375.0000","0.0000"
"100279.0","303.0563","299.6302","342.2070","375.0000","0.0000"
"100280.0","304.2668","299.7616","342.1691","375.0000","0.0000"
"100281.0","306.4888","300.5921","342.1334","375.0000","0.0000"
"100282.0","303.7400","301.3098","342.0950","375.0000","0.0000"
"100283.0","300.4504","301.9060","342.0534","375.0000","0.0000"
"100284.0","297.5362","302.1296","342.0089","375.0000","0.0000"
"100285.0","294.5044","301.2971","341.9613","375.0000","0.0000"
"100286.0","291.1755","300.2912","341.9106","375.0000","0.0000"
"100287.0","292.6102","299.5321","341.8613","375.0000","0.0000"
"100288.0","289.4410","298.3270","341.8088","375.0000","0.0000"
"100289.0","286.1934","296.6407","341.7532","375.0000","0.0000"
"100290.0","287.1013","294.9241","341.6986","375.0000","0.0000"
"100291.0","285.0278","292.7780","341.6419","375.0000","0.0000"
"100292.0","291.7387","291.5779","341.5920","375.0000","0.0000"
"100293.0","291.7555","290.7084","341.5422","375.0000","0.0000"
"100294.0","294.4848","290.4033","341.4951","375.0000","0.0000"
"100295.0","300.7978","291.0326","341.4544","375.0000","0.0000"
"100296.0","304.4237","292.3574","341.4174","375.0000","0.0000"
"100297.0","303.7120","293.4676","341.3797","375.0000","0.0000"
"100298.0","297.5390","294.2774","341.3358","375.0000","0.0000"
"100299.0","297.3289","295.3910","341.2918","375.0000","0.0000"
"100300.0","291.9209","295.8729","341.2425","375.0000","0.0000"
"100301.0","288.7966","296.2498","341.1900","375.0000","0.0000"
"100302.0","289.5167","296.0276","341.1383","375.0000","0.0000"
"100303.0","287.2302","295.5750","341.0844","375.0000","0.0000"
"100304.0","282.6348","294.3901","341.0260","375.0000","0.0000"
"100305.0","276.5491","291.9652","340.9615","375.0000","0.0000"
"100306.0","276.5491","289.1777","340.8971","375.0000","0.0000"
"100307.0","278.3156","286.6381","340.8345","375.0000","0.0000"
"100308.0","272.4315","284.1273","340.7661","375.0000","0.0000"
"100309.0","278.6939","282.2638","340.7040","375.0000","0.0000"
"100310.0","280.0905","281.0808","340.6434","375.0000","0.0000"
"100311.0","276.1864","279.8198","340.5790","375.0000","0.0000"
"100312.0","282.5451","279.1226","340.5209","375.0000","0.0000"
"100313.0","285.8516","278.9848","340.4663","375.0000","0.0000"
"100314.0","283.6380","279.0851","340.4094","375.0000","0.0000"
"100315.0","289.6484","280.3950","340.3587","375.0000","0.0000"
"100316.0","287.9812","281.5382","340.3063","375.0000","0.0000"
"100317.0","278.4594","281.5526","340.2444","375.0000","0.0000"
"100318.0","275.9394","281.9034","340.1801","375.0000","0.0000"
"100319.0","276.3771","281.6717","340.1163","375.0000","0.0000"
"100320.0","277.6090","281.4236","340.0538","375.0000","0.0000"
"100321.0","265.5719","280.3621","339.9793","375.0000","0.0000"
"100322.0","263.2676","278.4344","339.9026","375.0000","0.0000"
"100323.0","260.4912","275.8983","339.8232","375.0000","0.0000"
"100324.0","263.8367","273.9182","339.7472","375.0000","0.0000"
"100325.0","266.2472","271.5781","339.6737","375.0000","0.0000"
"100326.0","267.4134","269.5213","339.6015","375.0000","0.0000"
"100327.0","270.4492","268.7203","339.5323","375.0000","0.0000"
"100328.0","271.6311","268.2894","339.4644","375.0000","0.0000"
"100329.0","277.3276","268.3845","339.4023","375.0000","0.0000"
"100330.0","278.0467","268.4283","339.3409","375.0000","0.0000"
"100331.0","274.9734","269.3684","339.2766","375.0000","0.0000"
"100332.0","273.5258","270.3942","339.2108","375.0000","0.0000"
"100333.0","267.4384","271.0889","339.1390","375.0000","0.0000"
"100334.0","266.0346","271.3087","339.0659","375.0000","0.0000"
"100335.0","262.5985","270.9439","338.9895","375.0000","0.0000"
"100336.0","261.4448","270.3470","338.9119","375.0000","0.0000"
"100337.0","258.9253","269.1946","338.8319","375.0000","0.0000"
"100338.0","254.4329","267.4748","338.7475","375.0000","0.0000"
"100339.0","253.0124","265.0433","338.6618","375.0000","0.0000"
"100340.0","252.5631","262.4949","338.5757","375.0000","0.0000"
"100341.0","251.4583","260.1434","338.4886","375.0000","0.0000"
"100342.0","252.5722","258.0481","338.4027","375.0000","0.0000"
"100343.0","251.4491","256.4491","338.3157","375.0000","0.0000"
"100344.0","254.5999","255.3057","338.2320","375.0000","0.0000"
"100345.0","258.2424","254.8700","338.1520","375.0000","0.0000"
"100346.0","258.0815","254.5337","338.0719","375.0000","0.0000"
"100347.0","253.7105","254.0122","337.9876","375.0000","0.0000"
"100348.0","252.7665","253.8456","337.9024","375.0000","0.0000"
"100349.0","247.4576","253.2901","337.8119","375.0000","0.0000"
"100350.0","244.5375","252.4875","337.7186","375.0000","0.0000"
"100351.0","243.3036","251.6721","337.6242","375.0000","0.0000"
"100352.0","239.7432","250.3892","337.5263","375.0000","0.0000"
"100353.0","239.7432","249.2186","337.4286","375.0000","0.0000"
"100354.0","234.1401","247.1726","337.3253","375.0000","0.0000"
"100355.0","233.0149","244.6499","337.2210","375.0000","0.0000"
"100356.0","233.4101","242.1827","337.1171","375.0000","0.0000"
"100357.0","231.9560","240.0073","337.0120","375.0000","0.0000"
"100358.0","228.7645","237.6071","336.9037","375.0000","0.0000"
"100359.0","231.6934","236.0307","336.7985","375.0000","0.0000"
"100360.0","231.9358","234.7705","336.6937","375.0000","0.0000"
"100361.0","231.4510","233.5852","336.5884","375.0000","0.0000"
"100362.0","233.0206","232.9130","336.4849","375.0000","0.0000"
"100363.0","237.9630","232.7349","336.3863","375.0000","0.0000"
"100364.0","235.8972","232.9107","336.2858","375.0000","0.0000"
"100365.0","232.8562","232.8948","336.1824","375.0000","0.0000"
"100366.0","234.9133","233.0451","336.0811","375.0000","0.0000"
"100367.0","229.2525","232.7748","335.9743","375.0000","0.0000"
"100368.0","227.1325","232.6116","335.8655","375.0000","0.0000"
"100369.0","229.6651","232.4087","335.7593","375.0000","0.0000"
"100370.0","225.7314","231.7883","335.6492","375.0000","0.0000"
"100371.0","219.4520","230.5884","335.5331","375.0000","0.0000"
"100372.0","217.8687","229.0732","335.4154","375.0000","0.0000"
"100373.0","217.6558","227.0425","335.2976","375.0000","0.0000"
"100374.0","215.4989","225.0026","335.1778","375.0000","0.0000"
"100375.0","217.8585","223.5029","335.0605","375.0000","0.0000"
"100376.0","220.8557","222.0971","334.9463","375.0000","0.0000"
"100377.0","219.9909","221.1709","334.8313","375.0000","0.0000"
"100378.0","222.8624","220.7439","334.7194","375.0000","0.0000"
"100379.0","225.4824","220.3257","334.6101","375.0000","0.0000"
"100380.0","226.1933","220.3719","334.5017","375.0000","0.0000"
"100381.0","222.3338","220.6600","334.3896","375.0000","0.0000"
"100382.0","217.9663","220.6698","334.2731","375.0000","0.0000"
"100383.0","220.0038","220.9046","334.1589","375.0000","0.0000"
"100384.0","214.8215","220.8369","334.0395","375.0000","0.0000"
"100385.0","213.2863","220.3796","333.9188","375.0000","0.0000"
"100386.0","212.4670","219.5408","333.7973","375.0000","0.0000"
"100387.0","208.8224","218.4239","333.6723","375.0000","0.0000"
"100388.0","205.3308","216.6708","333.5440","375.0000","0.0000"
"100389.0","203.9043","214.5129","333.4144","375.0000","0.0000"
"100390.0","203.9759","212.2912","333.2849","375.0000","0.0000"
"100391.0","203.0694","210.3648","333.1547","375.0000","0.0000"
"100392.0","204.2685","208.9950","333.0258","375.0000","0.0000"
"100393.0","208.2504","207.8196","332.9011","375.0000","0.0000"
"100394.0","212.0176","207.5393","332.7802","375.0000","0.0000"
"100395.0","215.0968","207.7203","332.6625","375.0000","0.0000"
"100396.0","214.0797","207.8816","332.5439","375.0000","0.0000"
"100397.0","210.5640","208.0557","332.4219","375.0000","0.0000"
"100398.0","210.7146","208.5941","332.3002","375.0000","0.0000"
"100399.0","208.4095","209.0446","332.1763","375.0000","0.0000"
"100400.0","208.4095","209.4880","332.0526","375.0000","0.0000"
"100401.0","207.2957","209.9106","331.9278","375.0000","0.0000"
"100402.0","202.6464","209.7484","331.7985","375.0000","0.0000"
"100403.0","202.5923","209.1826","331.6693","375.0000","0.0000"
"100404.0","198.7628","207.8571","331.5364","375.0000","0.0000"
"100405.0","199.4260","206.2901","331.4043","375.0000","0.0000"
"100406.0","200.4899","204.9311","331.2734","375.0000","0.0000"
"100407.0","198.8074","203.7554","331.1409","375.0000","0.0000"
"100408.0","200.3531","202.7193","331.0101","375.0000","0.0000"
"100409.0","201.2914","202.0075","330.8804","375.0000","0.0000"
"100410.0","202.6702","201.4335","330.7522","375.0000","0.0000"
"100411.0","203.3397","201.0379","330.6248","375.0000","0.0000"
"100412.0","201.3900","200.9123","330.4956","375.0000","0.0000"
"100413.0","203.4129","200.9944","330.3685","375.0000","0.0000"
"100414.0","202.5478","201.3729","330.2406","375.0000","0.0000"
"100415.0","201.5173","201.5820","330.1119","375.0000","0.0000"
"100416.0","201.3932","201.6723","329.9832","375.0000","0.0000"
"100417.0","198.6563","201.6572","329.8519","375.0000","0.0000"
"100418.0","197.4337","201.3653","329.7195","375.0000","0.0000"
"100419.0","196.5608","200.8922","329.5863","375.0000","0.0000"
"100420.0","195.5406","200.1792","329.4523","375.0000","0.0000"
"100421.0","193.4254","199.1878","329.3162","375.0000","0.0000"
"100422.0","192.7884","198.3276","329.1797","375.0000","0.0000"
"100423.0","191.3893","197.1253","329.0419","375.0000","0.0000"
"100424.0","192.7079","196.1413","328.9056","375.0000","0.0000"
"100425.0","193.6142","195.3510","328.7703","375.0000","0.0000"
"100426.0","192.9743","194.5091","328.6345","375.0000","0.0000"
"100427.0","193.8779","194.0313","328.4997","375.0000","0.0000"
"100428.0","195.1936","193.8073","328.3664","375.0000","0.0000"
"100429.0","198.6913","194.0203","328.2368","375.0000","0.0000"
"100430.0","197.0646","194.1727","328.1056","375.0000","0.0000"
"100431.0","196.1291","194.4431","327.9736","375.0000","0.0000"
"100432.0","196.2402","194.7882","327.8419","375.0000","0.0000"
"100433.0","194.2596","195.0753","327.7083","375.0000","0.0000"
"100434.0","194.8106","195.2855","327.5754","375.0000","0.0000"
