Time [ms],Measured Flow,Simple Moving Average Flow,Exponential Moving Average Flow
"20.0","-0.0003","0.0000","0.0000"
"40.0","-0.2185","0.0000","0.0000"
"60.0","-0.1769","0.0000","0.0000"
"80.0","0.9262","0.0000","0.0000"
"100.0","0.7983","0.0000","0.0000"
"120.0","1.2876","0.0000","0.0000"
"140.0","1.7794","0.0000","0.0000"
"160.0","1.8141","0.0000","0.0000"
"180.0","1.8485","0.0000","0.0000"
"200.0","2.1156","0.0000","0.0000"
"220.0","2.3999","0.0000","0.0000"
"240.0","2.7314","0.0000","0.0000"
"260.0","3.0242","0.0000","0.0000"
"280.0","3.2175","0.0000","0.0000"
"300.0","3.5465","0.0000","0.0000"
"320.0","3.7648","0.0000","0.0000"
"340.0","4.0318","0.0000","0.0000"
"360.0","4.4635","0.0000","0.0000"
"380.0","4.7345","0.0000","0.0000"
"400.0","4.8868","0.0000","0.0000"
"420.0","5.0876","0.0000","0.0000"
"440.0","5.2071","0.0000","0.0000"
"460.0","5.2758","0.0000","0.0000"
"480.0","5.3477","0.0000","0.0000"
"500.0","4.9719","0.0000","0.0000"
"520.0","5.2894","0.0000","0.0000"
"540.0","5.2098","0.0000","0.0000"
"560.0","5.2610","0.0000","0.0000"
"580.0","5.4083","0.0000","0.0000"
"600.0","5.2501","0.0000","0.0000"
"620.0","4.9417","0.0000","0.0000"
"640.0","5.1796","0.0000","0.0000"
"660.0","5.1077","0.0000","0.0000"
"680.0","5.2048","0.0000","0.0000"
"700.0","5.0359","0.0000","0.0000"
"720.0","4.8043","0.0000","0.0000"
"740.0","4.9559","0.0000","0.0000"
"760.0","5.1071","0.0000","0.0000"
"780.0","4.7782","0.0000","0.0000"
"800.0","4.3832","0.0000","0.0000"
"820.0","4.4344","0.0000","0.0000"
"840.0","4.6979","0.0000","0.0000"
"860.0","4.3649","0.0000","0.0000"
"880.0","4.0467","0.0000","0.0000"
"900.0","3.7618","0.0000","0.0000"
"920.0","3.6467","0.0000","0.0000"
"940.0","3.4652","0.0000","0.0000"
"960.0","3.0105","0.0000","0.0000"
"980.0","2.5607","0.0000","0.0000"
"1000.0","2.5594","0.0000","0.0000"
"1020.0","2.6236","0.0000","0.0000"
"1040.0","2.3694","0.0000","0.0000"
"1060.0","2.4947","0.0000","0.0000"
"1080.0","2.3624","0.0000","0.0000"
"1100.0","2.2471","0.0000","0.0000"
"1120.0","2.2810","0.0000","0.0000"
"1140.0","2.3101","0.0000","0.0000"
"1160.0","2.5152","0.0000","0.0000"
"1180.0","2.3382","0.0000","0.0000"
"1200.0","2.3554","0.0000","0.0000"
"1220.0","2.5208","0.0000","0.0000"
"1240.0","2.5924","0.0000","0.0000"
"1260.0","2.5097","0.0000","0.0000"
"1280.0","2.6231","0.0000","0.0000"
"1300.0","2.8056","0.0000","0.0000"
"1320.0","2.9446","0.0000","0.0000"
"1340.0","2.9625","0.0000","0.0000"
"1360.0","2.9304","0.0000","0.0000"
"1380.0","2.6334","0.0000","0.0000"
"1400.0","2.5782","0.0000","0.0000"
"1420.0","2.1232","0.0000","0.0000"
"1440.0","1.6306","0.0000","0.0000"
"1460.0","1.3803","0.0000","0.0000"
"1480.0","1.3189","0.0000","0.0000"
"1500.0","1.1149","0.0000","0.0000"
"1520.0","1.0701","0.0000","0.0000"
"1540.0","0.9653","0.0000","0.0000"
"1560.0","1.0978","0.0000","0.0000"
"1580.0","0.6705","0.0000","0.0000"
"1600.0","0.8286","0.0000","0.0000"
"1620.0","0.8303","0.0000","0.0000"
"1640.0","0.6841","0.0000","0.0000"
"1660.0","0.4887","0.0000","0.0000"
"1680.0","0.3773","0.0000","0.0000"
"1700.0","0.4416","0.0000","0.0000"
"1720.0","0.5694","0.0000","0.0000"
"1740.0","0.4505","0.0000","0.0000"
"1760.0","0.4576","0.0000","0.0000"
"1780.0","0.1405","0.0000","0.0000"
"1800.0","0.2727","0.0000","0.0000"
"1820.0","0.2777","0.0000","0.0000"
"1840.0","0.2885","0.0000","0.0000"
"1860.0","0.1675","0.0000","0.0000"
"1880.0","0.0073","0.0000","0.0000"
"1900.0","-0.1012","0.0000","0.0000"
"1920.0","0.0830","0.0000","0.0000"
"1940.0","-0.0029","0.0000","0.0000"
"1960.0","-0.0982","0.0000","0.0000"
"1980.0","0.8577","0.0000","0.0000"
"2000.0","3.1558","0.0000","0.0000"
"2020.0","2.4284","0.0000","0.0000"
"2040.0","0.5288","0.0000","0.0000"
"2060.0","0.4943","0.0000","0.0000"
"2080.0","1.1467","0.0000","0.0000"
"2100.0","1.1120","0.0000","0.0000"
"2120.0","0.9456","0.0000","0.0000"
"2140.0","1.4653","0.0000","0.0000"
"2160.0","1.8176","0.0000","0.0000"
"2180.0","1.7110","0.0000","0.0000"
"2200.0","1.9465","0.0000","0.0000"
"2220.0","2.0968","0.0000","0.0000"
"2240.0","2.5207","0.0000","0.0000"
"2260.0","2.6038","0.0000","0.0000"
"2280.0","2.8174","0.0000","0.0000"
"2300.0","3.3491","0.0000","0.0000"
"2320.0","3.7535","0.0000","0.0000"
"2340.0","3.9075","0.0000","0.0000"
"2360.0","3.9647","0.0000","0.0000"
"2380.0","4.1893","0.0000","0.0000"
"2400.0","4.4805","0.0000","0.0000"
"2420.0","4.9467","0.0000","0.0000"
"2440.0","5.2180","0.0000","0.0000"
"2460.0","5.2841","0.0000","0.0000"
"2480.0","5.0573","0.0000","0.0000"
"2500.0","5.1174","0.0000","0.0000"
"2520.0","5.2445","0.0000","0.0000"
"2540.0","5.3632","0.0000","0.0000"
"2560.0","5.4972","0.0000","0.0000"
"2580.0","5.3464","0.0000","0.0000"
"2600.0","5.3485","0.0000","0.0000"
"2620.0","5.4972","0.0000","0.0000"
"2640.0","5.3442","0.0000","0.0000"
"2660.0","5.2180","0.0000","0.0000"
"2680.0","5.1754","0.0000","0.0000"
"2700.0","5.1387","0.0000","0.0000"
"2720.0","5.3223","0.0000","0.0000"
"2740.0","5.1427","0.0000","0.0000"
"2760.0","5.0433","0.0000","0.0000"
"2780.0","4.9189","0.0000","0.0000"
"2800.0","4.7514","0.0000","0.0000"
"2820.0","4.8360","0.0000","0.0000"
"2840.0","4.6818","0.0000","0.0000"
"2860.0","4.5107","0.0000","0.0000"
"2880.0","4.2678","0.0000","0.0000"
"2900.0","3.9363","0.0000","0.0000"
"2920.0","3.9172","0.0000","0.0000"
"2940.0","4.0414","0.0000","0.0000"
"2960.0","3.5331","0.0000","0.0000"
"2980.0","3.1689","0.0000","0.0000"
"3000.0","3.1021","0.0000","0.0000"
"3020.0","3.0672","0.0000","0.0000"
"3040.0","2.7025","0.0000","0.0000"
"3060.0","2.6275","0.0000","0.0000"
"3080.0","2.3946","0.0000","0.0000"
"3100.0","2.0962","0.0000","0.0000"
"3120.0","2.3048","0.0000","0.0000"
"3140.0","2.3535","0.0000","0.0000"
"3160.0","2.1963","0.0000","0.0000"
"3180.0","2.1182","0.0000","0.0000"
"3200.0","2.2248","0.0000","0.0000"
"3220.0","2.3930","0.0000","0.0000"
"3240.0","2.4874","0.0000","0.0000"
"3260.0","2.5843","0.0000","0.0000"
"3280.0","2.4856","0.0000","0.0000"
"3300.0","2.7594","0.0000","0.0000"
"3320.0","2.7063","0.0000","0.0000"
"3340.0","2.8258","0.0000","0.0000"
"3360.0","2.8813","0.0000","0.0000"
"3380.0","2.7218","0.0000","0.0000"
"3400.0","2.8398","0.0000","0.0000"
"3420.0","2.9925","0.0000","0.0000"
"3440.0","2.6476","0.0000","0.0000"
"3460.0","2.2611","0.0000","0.0000"
"3480.0","1.5445","0.0000","0.0000"
"3500.0","1.4516","0.0000","0.0000"
"3520.0","1.5323","0.0000","0.0000"
"3540.0","1.3873","0.0000","0.0000"
"3560.0","0.9971","0.0000","0.0000"
"3580.0","0.9235","0.0000","0.0000"
"3600.0","0.8745","0.0000","0.0000"
"3620.0","0.8210","0.0000","0.0000"
"3640.0","0.9779","0.0000","0.0000"
"3660.0","0.6184","0.0000","0.0000"
"3680.0","0.5339","0.0000","0.0000"
"3700.0","0.5528","0.0000","0.0000"
"3720.0","0.6719","0.0000","0.0000"
"3740.0","0.5115","0.0000","0.0000"
"3760.0","0.5499","0.0000","0.0000"
"3780.0","0.3784","0.0000","0.0000"
"3800.0","0.3958","0.0000","0.0000"
"3820.0","0.4046","0.0000","0.0000"
"3840.0","0.3377","0.0000","0.0000"
"3860.0","0.2340","0.0000","0.0000"
"3880.0","0.1640","0.0000","0.0000"
"3900.0","0.0281","0.0000","0.0000"
"3920.0","0.0152","0.0000","0.0000"
"3940.0","0.0690","0.0000","0.0000"
"3960.0","-0.1431","0.0000","0.0000"
"3980.0","-0.2018","0.0000","0.0000"
"4000.0","-0.3653","0.0000","0.0000"
"4020.0","0.9308","0.0000","0.0000"
"4040.0","3.4410","0.0000","0.0000"
"4060.0","2.6340","0.0000","0.0000"
"4080.0","0.2872","0.0000","0.0000"
"4100.0","0.4469","0.0000","0.0000"
"4120.0","1.3447","0.0000","0.0000"
"4140.0","1.4718","0.0000","0.0000"
"4160.0","1.0212","0.0000","0.0000"
"4180.0","1.1884","0.0000","0.0000"
"4200.0","1.5301","0.0000","0.0000"
"4220.0","1.9143","0.0000","0.0000"
"4240.0","2.0725","0.0000","0.0000"
"4260.0","2.2479","0.0000","0.0000"
"4280.0","2.3705","0.0000","0.0000"
"4300.0","2.5538","0.0000","0.0000"
"4320.0","3.0808","0.0000","0.0000"
"4340.0","3.3494","0.0000","0.0000"
"4360.0","3.6690","0.0000","0.0000"
"4380.0","3.7930","0.0000","0.0000"
"4400.0","4.0912","0.0000","0.0000"
"4420.0","4.4996","0.0000","0.0000"
"4440.0","4.7531","0.0000","0.0000"
"4460.0","4.6493","0.0000","0.0000"
"4480.0","4.7820","0.0000","0.0000"
"4500.0","5.0653","0.0000","0.0000"
"4520.0","5.3135","0.0000","0.0000"
"4540.0","5.2732","0.0000","0.0000"
"4560.0","5.0271","0.0000","0.0000"
"4580.0","4.7917","0.0000","0.0000"
"4600.0","5.1182","0.0000","0.0000"
"4620.0","5.1878","0.0000","0.0000"
"4640.0","5.2249","0.0000","0.0000"
"4660.0","5.0384","0.0000","0.0000"
"4680.0","4.9886","0.0000","0.0000"
"4700.0","5.0205","0.0000","0.0000"
"4720.0","5.0569","0.0000","0.0000"
"4740.0","5.1695","0.0000","0.0000"
"4760.0","5.1575","0.0000","0.0000"
"4780.0","5.0427","0.0000","0.0000"
"4800.0","4.7321","0.0000","0.0000"
"4820.0","4.8720","0.0000","0.0000"
"4840.0","4.8325","0.0000","0.0000"
"4860.0","4.6727","0.0000","0.0000"
"4880.0","4.3699","0.0000","0.0000"
"4900.0","4.4256","0.0000","0.0000"
"4920.0","4.3364","0.0000","0.0000"
"4940.0","4.1544","0.0000","0.0000"
"4960.0","3.7602","0.0000","0.0000"
"4980.0","3.5766","0.0000","0.0000"
"5000.0","3.5894","0.0000","0.0000"
"5020.0","3.5008","0.0000","0.0000"
"5040.0","3.0001","0.0000","0.0000"
"5060.0","2.8892","0.0000","0.0000"
"5080.0","2.4831","0.0000","0.0000"
"5100.0","2.3848","0.0000","0.0000"
"5120.0","2.2582","0.0000","0.0000"
"5140.0","2.4535","0.0000","0.0000"
"5160.0","2.4472","0.0000","0.0000"
"5180.0","2.1291","0.0000","0.0000"
"5200.0","2.3052","0.0000","0.0000"
"5220.0","2.4005","0.0000","0.0000"
"5240.0","2.4148","0.0000","0.0000"
"5260.0","2.3896","0.0000","0.0000"
"5280.0","2.3234","0.0000","0.0000"
"5300.0","2.3189","0.0000","0.0000"
"5320.0","2.4726","0.0000","0.0000"
"5340.0","2.7613","0.0000","0.0000"
"5360.0","2.8012","0.0000","0.0000"
"5380.0","2.4707","0.0000","0.0000"
"5400.0","2.6297","0.0000","0.0000"
"5420.0","2.7978","0.0000","0.0000"
"5440.0","2.9291","0.0000","0.0000"
"5460.0","2.9784","0.0000","0.0000"
"5480.0","2.3557","0.0000","0.0000"
"5500.0","1.9785","0.0000","0.0000"
"5520.0","1.4803","0.0000","0.0000"
"5540.0","1.3511","0.0000","0.0000"
"5560.0","1.4652","0.0000","0.0000"
"5580.0","1.0682","0.0000","0.0000"
"5600.0","0.9653","0.0000","0.0000"
"5620.0","0.9995","0.0000","0.0000"
"5640.0","0.9670","0.0000","0.0000"
"5660.0","0.7833","0.0000","0.0000"
"5680.0","0.7411","0.0000","0.0000"
"5700.0","0.7161","0.0000","0.0000"
"5720.0","0.6494","0.0000","0.0000"
"5740.0","0.6208","0.0000","0.0000"
"5760.0","0.6094","0.0000","0.0000"
"5780.0","0.5019","0.0000","0.0000"
"5800.0","0.3435","0.0000","0.0000"
"5820.0","0.2992","0.0000","0.0000"
