Time [ms],Measured Flow,Simple Moving Average Flow,Exponential Moving Average Flow
"20.0","2.7657","2.7657","2.7657"
"40.0","2.6409","2.6409","2.7633"
"60.0","2.7733","2.7733","2.7635"
"80.0","2.6574","2.6574","2.7614"
"100.0","2.5984","2.5984","2.7582"
"120.0","2.7145","2.7145","2.7573"
"140.0","2.6257","2.6257","2.7548"
"160.0","1.6978","1.6978","2.7340"
"180.0","1.1441","1.1441","2.7029"
"200.0","1.3069","1.3069","2.6755"
"220.0","1.4395","1.4395","2.6512"
"240.0","1.0525","1.0525","2.6199"
"260.0","0.7383","0.7383","2.5830"
"280.0","0.8874","0.8874","2.5498"
"300.0","0.7817","0.7817","2.5151"
"320.0","0.7821","0.7821","2.4811"
"340.0","0.7770","0.7770","2.4477"
"360.0","0.7095","0.7095","2.4136"
"380.0","0.6619","0.6619","2.3793"
"400.0","0.6147","0.6147","2.3447"
"420.0","0.6197","0.6197","2.3108"
"440.0","0.6162","0.6162","2.2776"
"460.0","0.4157","0.4157","2.2411"
"480.0","0.3132","0.3132","2.2033"
"500.0","0.3881","0.3881","2.1677"
"520.0","0.4622","0.4622","2.1343"
"540.0","0.3572","0.3572","2.0994"
"560.0","0.1372","0.1372","2.0610"
"580.0","-0.0196","-0.0196","2.0202"
"600.0","-0.0211","-0.0211","1.9801"
"620.0","-0.0219","-0.0219","1.9409"
"640.0","0.1325","0.1325","1.9054"
"660.0","-0.1389","-0.1389","1.8653"
"680.0","1.6119","1.6119","1.8604"
"700.0","1.5433","1.5433","1.8541"
"720.0","0.7407","0.7407","1.8323"
"740.0","1.0488","1.0488","1.8169"
"760.0","1.7421","1.7421","1.8155"
"780.0","1.7777","1.7777","1.8147"
"800.0","1.9692","1.9692","1.8178"
"820.0","2.1128","2.1128","1.8236"
"840.0","2.3328","2.3328","1.8335"
"860.0","2.6817","2.6817","1.8502"
"880.0","2.9118","2.9118","1.8710"
"900.0","3.2412","3.2412","1.8979"
"920.0","3.6884","3.6884","1.9330"
"940.0","3.6373","3.6373","1.9664"
"960.0","4.0791","4.0791","2.0078"
"980.0","4.6812","4.6812","2.0602"
"1000.0","4.8554","1.5853","2.1150"
"1020.0","5.1325","1.6326","2.1742"
"1040.0","5.0282","1.6804","2.2302"
"1060.0","5.2296","1.7295","2.2890"
"1080.0","5.2565","1.7815","2.3472"
"1100.0","5.3806","1.8371","2.4066"
"1120.0","5.2831","1.8885","2.4630"
"1140.0","4.9405","1.9348","2.5116"
"1160.0","4.8718","1.9983","2.5579"
"1180.0","5.2584","2.0806","2.6108"
"1200.0","5.5316","2.1651","2.6681"
"1220.0","5.4721","2.2457","2.7231"
"1240.0","4.8606","2.3219","2.7650"
"1260.0","4.9412","2.4059","2.8077"
"1280.0","5.2138","2.4925","2.8549"
"1300.0","5.2948","2.5827","2.9027"
"1320.0","5.1987","2.6711","2.9477"
"1340.0","4.9226","2.7540","2.9864"
"1360.0","4.7711","2.8352","3.0214"
"1380.0","4.8512","2.9190","3.0573"
"1400.0","4.8466","3.0036","3.0924"
"1420.0","4.5849","3.0829","3.1217"
"1440.0","4.4044","3.1587","3.1468"
"1460.0","4.1909","3.2342","3.1673"
