Time [ms],Measured Flow,Simple Moving Average Flow,Exponential Moving Average Flow,LD20 Flow
"151.0","0.2968","-0.2580","0.2040","0.0000"
"152.0","0.1613","-0.1742","0.1826","0.0000"
"153.0","-0.2115","-0.1418","-0.0145","0.0000"
"154.0","-0.4270","-0.1292","-0.2207","0.0000"
"155.0","-0.6011","-0.1360","-0.4109","0.0000"
"156.0","-0.6195","-0.1455","-0.5152","0.0000"
"157.0","-0.6596","-0.1700","-0.5874","0.0000"
"158.0","-0.6948","-0.2334","-0.6411","0.0000"
"159.0","-0.6787","-0.3143","-0.6599","0.0000"
"160.0","-0.6389","-0.4073","-0.6494","0.0000"
"161.0","-0.4538","-0.4824","-0.5516","0.0000"
"162.0","-0.4442","-0.5429","-0.4979","0.0000"
"163.0","-0.4763","-0.5694","-0.4871","0.0000"
"164.0","-0.1918","-0.5459","-0.3394","0.0000"
"165.0","0.1426","-0.4715","-0.0984","0.0000"
"166.0","0.4007","-0.3695","0.1511","0.0000"
"167.0","0.4363","-0.2599","0.2937","0.0000"
"168.0","0.2414","-0.1663","0.2675","0.0000"
"169.0","-0.0006","-0.0985","0.1335","0.0000"
"170.0","-0.2789","-0.0625","-0.0727","0.0000"
"171.0","-0.5437","-0.0715","-0.3082","0.0000"
"172.0","-0.5828","-0.0853","-0.4455","0.0000"
"173.0","-0.5707","-0.0948","-0.5081","0.0000"
"174.0","-0.6060","-0.1362","-0.5571","0.0000"
"175.0","-0.5096","-0.2014","-0.5333","0.0000"
"176.0","-0.4901","-0.2905","-0.5117","0.0000"
"177.0","-0.4641","-0.3805","-0.4879","0.0000"
"178.0","-0.4545","-0.4501","-0.4712","0.0000"
"179.0","-0.4551","-0.4955","-0.4631","0.0000"
"180.0","-0.4551","-0.5132","-0.4591","0.0000"
"181.0","-0.2367","-0.4825","-0.3479","0.0000"
"182.0","0.0041","-0.4238","-0.1719","0.0000"
"183.0","0.3534","-0.3314","0.0907","0.0000"
"184.0","0.4488","-0.2259","0.2698","0.0000"
"185.0","0.4515","-0.1298","0.3607","0.0000"
"186.0","0.2097","-0.0598","0.2852","0.0000"
"187.0","-0.0934","-0.0227","0.0959","0.0000"
"188.0","-0.3372","-0.0110","-0.1207","0.0000"
"189.0","-0.4212","-0.0076","-0.2709","0.0000"
"190.0","-0.4810","-0.0102","-0.3760","0.0000"
"191.0","-0.5252","-0.0390","-0.4506","0.0000"
"192.0","-0.4923","-0.0887","-0.4714","0.0000"
"193.0","-0.5065","-0.1747","-0.4890","0.0000"
"194.0","-0.3946","-0.2590","-0.4418","0.0000"
"195.0","-0.4094","-0.3451","-0.4256","0.0000"
"196.0","-0.4513","-0.4112","-0.4384","0.0000"
"197.0","-0.2292","-0.4248","-0.3338","0.0000"
"198.0","0.0663","-0.3844","-0.1338","0.0000"
"199.0","0.3834","-0.3040","0.1248","0.0000"
"200.0","0.4741","-0.2085","0.2995","0.0000"
"201.0","0.4343","-0.1125","0.3669","0.0000"
"202.0","0.3038","-0.0329","0.3353","0.0000"
"203.0","-0.0698","0.0108","0.1328","0.0000"
"204.0","-0.4537","0.0049","-0.1604","0.0000"
"205.0","-0.5130","-0.0055","-0.3367","0.0000"
"206.0","-0.5684","-0.0172","-0.4526","0.0000"
"207.0","-0.5809","-0.0524","-0.5167","0.0000"
"208.0","-0.5885","-0.1179","-0.5526","0.0000"
"209.0","-0.6022","-0.2164","-0.5774","0.0000"
"210.0","-0.5402","-0.3179","-0.5588","0.0000"
"211.0","-0.4908","-0.4104","-0.5248","0.0000"
"212.0","-0.4275","-0.4835","-0.4762","0.0000"
"213.0","-0.3253","-0.5090","-0.4007","0.0000"
"214.0","-0.1665","-0.4803","-0.2836","0.0000"
"215.0","0.2166","-0.4074","-0.0335","0.0000"
"216.0","0.3600","-0.3145","0.1633","0.0000"
"217.0","0.4868","-0.2077","0.3250","0.0000"
"218.0","0.4010","-0.1088","0.3630","0.0000"
"219.0","-0.0180","-0.0504","0.1725","0.0000"
"220.0","-0.3195","-0.0283","-0.0735","0.0000"
"221.0","-0.5264","-0.0319","-0.2999","0.0000"
"222.0","-0.6008","-0.0492","-0.4504","0.0000"
"223.0","-0.5528","-0.0719","-0.5016","0.0000"
"224.0","-0.6036","-0.1157","-0.5526","0.0000"
"225.0","-0.6921","-0.2065","-0.6224","0.0000"
"226.0","-0.6921","-0.3118","-0.6573","0.0000"
"227.0","-0.4992","-0.4104","-0.5782","0.0000"
"228.0","-0.4338","-0.4938","-0.5060","0.0000"
"229.0","-0.3186","-0.5239","-0.4123","0.0000"
"230.0","-0.3293","-0.5249","-0.3708","0.0000"
"231.0","-0.1382","-0.4861","-0.2545","0.0000"
"232.0","0.2945","-0.3965","0.0200","0.0000"
"233.0","0.4769","-0.2936","0.2484","0.0000"
"234.0","0.6041","-0.1728","0.4262","0.0000"
"235.0","0.5414","-0.0494","0.4838","0.0000"
"236.0","0.2841","0.0482","0.3840","0.0000"
"237.0","0.0000","0.0981","0.1920","0.0000"
"238.0","-0.3190","0.1096","-0.0635","0.0000"
"239.0","-0.4954","0.0919","-0.2794","0.0000"
"240.0","-0.4590","0.0789","-0.3692","0.0000"
"241.0","-0.4938","0.0434","-0.4315","0.0000"
"242.0","-0.4440","-0.0305","-0.4377","0.0000"
"243.0","-0.4362","-0.1218","-0.4370","0.0000"
"244.0","-0.4184","-0.2240","-0.4277","0.0000"
"245.0","-0.3044","-0.3086","-0.3661","0.0000"
"246.0","-0.2830","-0.3653","-0.3245","0.0000"
"247.0","-0.1701","-0.3823","-0.2473","0.0000"
"248.0","0.1559","-0.3348","-0.0457","0.0000"
"249.0","0.6041","-0.2249","0.2792","0.0000"
"250.0","0.8121","-0.0978","0.5457","0.0000"
"251.0","0.5930","0.0109","0.5693","0.0000"
"252.0","0.2865","0.0839","0.4279","0.0000"
"253.0","-0.0828","0.1193","0.1725","0.0000"
"254.0","-0.3254","0.1286","-0.0765","0.0000"
"255.0","-0.5739","0.1016","-0.3252","0.0000"
"256.0","-0.6570","0.0642","-0.4911","0.0000"
"257.0","-0.6549","0.0158","-0.5730","0.0000"
"258.0","-0.6376","-0.0636","-0.6053","0.0000"
"259.0","-0.5744","-0.1814","-0.5898","0.0000"
"260.0","-0.4938","-0.3120","-0.5418","0.0000"
"261.0","-0.3619","-0.4075","-0.4519","0.0000"
"262.0","-0.3792","-0.4741","-0.4155","0.0000"
"263.0","-0.2559","-0.4914","-0.3357","0.0000"
"264.0","0.1072","-0.4481","-0.1143","0.0000"
"265.0","0.3844","-0.3523","0.1351","0.0000"
"266.0","0.5794","-0.2287","0.3573","0.0000"
"267.0","0.5972","-0.1035","0.4772","0.0000"
"268.0","0.4081","0.0011","0.4427","0.0000"
"269.0","0.0483","0.0634","0.2455","0.0000"
"270.0","-0.2535","0.0874","-0.0040","0.0000"
"271.0","-0.2535","0.0983","-0.1287","0.0000"
"272.0","-0.5346","0.0827","-0.3317","0.0000"
"273.0","-0.5479","0.0535","-0.4398","0.0000"
"274.0","-0.5467","-0.0119","-0.4932","0.0000"
"275.0","-0.7028","-0.1206","-0.5980","0.0000"
"276.0","-0.6352","-0.2421","-0.6166","0.0000"
"277.0","-0.5722","-0.3590","-0.5944","0.0000"
"278.0","-0.5486","-0.4547","-0.5715","0.0000"
"279.0","-0.5084","-0.5103","-0.5399","0.0000"
"280.0","-0.3374","-0.5187","-0.4387","0.0000"
"281.0","-0.1950","-0.5129","-0.3168","0.0000"
"282.0","0.1890","-0.4405","-0.0639","0.0000"
"283.0","0.4773","-0.3380","0.2067","0.0000"
"284.0","0.5032","-0.2330","0.3550","0.0000"
"285.0","0.4033","-0.1224","0.3791","0.0000"
"286.0","0.0245","-0.0564","0.2018","0.0000"
"287.0","-0.3807","-0.0373","-0.0894","0.0000"
"288.0","-0.6310","-0.0455","-0.3602","0.0000"
"289.0","-0.7733","-0.0720","-0.5668","0.0000"
"290.0","-0.7418","-0.1124","-0.6543","0.0000"
"291.0","-0.8324","-0.1762","-0.7434","0.0000"
"292.0","-0.8174","-0.2768","-0.7804","0.0000"
"293.0","-0.8035","-0.4049","-0.7920","0.0000"
"294.0","-0.5900","-0.5142","-0.6910","0.0000"
"295.0","-0.5436","-0.6089","-0.6173","0.0000"
"296.0","-0.5626","-0.6676","-0.5900","0.0000"
"297.0","-0.3536","-0.6649","-0.4718","0.0000"
"298.0","0.0548","-0.5963","-0.2085","0.0000"
"299.0","0.2527","-0.4937","0.0221","0.0000"
"300.0","0.3215","-0.3874","0.1718","0.0000"
"301.0","0.2735","-0.2768","0.2226","0.0000"
"302.0","-0.0371","-0.1988","0.0928","0.0000"
"303.0","-0.2979","-0.1482","-0.1025","0.0000"
"304.0","-0.6766","-0.1569","-0.3896","0.0000"
"305.0","-0.8947","-0.1920","-0.6421","0.0000"
"306.0","-0.7876","-0.2145","-0.7149","0.0000"
"307.0","-0.7828","-0.2574","-0.7488","0.0000"
"308.0","-0.8232","-0.3452","-0.7860","0.0000"
"309.0","-0.7722","-0.4477","-0.7791","0.0000"
"310.0","-0.6142","-0.5413","-0.6967","0.0000"
"311.0","-0.5980","-0.6284","-0.6473","-0.0500"
"312.0","-0.5980","-0.6845","-0.6226","-0.0500"
"313.0","-0.5364","-0.7084","-0.5795","-0.0500"
"314.0","-0.5469","-0.6954","-0.5632","-0.0500"
"315.0","-0.4418","-0.6501","-0.5025","-0.0500"
"316.0","-0.3855","-0.6099","-0.4440","-0.0500"
"317.0","-0.3253","-0.5641","-0.3846","-0.0500"
"318.0","-0.3638","-0.5182","-0.3742","-0.0500"
"319.0","-0.1313","-0.4541","-0.2527","-0.0500"
"320.0","0.2235","-0.3703","-0.0146","-0.0500"
"321.0","0.4698","-0.2636","0.2276","-0.0500"
"322.0","0.6043","-0.1433","0.4160","-0.0500"
"323.0","0.4371","-0.0460","0.4265","-0.0500"
"324.0","0.1667","0.0254","0.2966","-0.0500"
"325.0","-0.0938","0.0602","0.1014","-0.0500"
"326.0","-0.4262","0.0561","-0.1624","-0.0500"
"327.0","-0.6033","0.0283","-0.3828","-0.0500"
"328.0","-0.5565","0.0090","-0.4697","-0.0500"
"329.0","-0.6041","-0.0382","-0.5369","-0.0500"
"330.0","-0.5549","-0.1161","-0.5459","-0.0500"
"331.0","-0.4894","-0.2120","-0.5177","-0.0500"
"332.0","-0.4063","-0.3131","-0.4620","-0.0500"
"333.0","-0.3297","-0.3897","-0.3958","-0.0500"
"334.0","-0.4083","-0.4472","-0.4021","-0.0500"
"335.0","-0.2836","-0.4662","-0.3428","-0.0500"
"336.0","0.0156","-0.4221","-0.1636","-0.0500"
"337.0","0.4500","-0.3167","0.1432","-0.0500"
"338.0","0.7002","-0.1911","0.4217","-0.0500"
"339.0","0.6560","-0.0650","0.5389","-0.0500"
"340.0","0.3954","0.0300","0.4671","-0.0500"
"341.0","-0.0091","0.0780","0.2290","-0.0500"
"342.0","-0.3385","0.0848","-0.0548","-0.0500"
"343.0","-0.5791","0.0599","-0.3169","-0.0500"
"344.0","-0.5721","0.0435","-0.4445","-0.0500"
"345.0","-0.5919","0.0126","-0.5182","-0.0500"
"346.0","-0.5441","-0.0433","-0.5312","-0.0500"
"347.0","-0.6679","-0.1551","-0.5995","-0.0500"
"348.0","-0.5784","-0.2830","-0.5890","-0.0500"
"349.0","-0.4939","-0.3980","-0.5414","-0.0500"
"350.0","-0.4988","-0.4874","-0.5201","-0.0500"
"351.0","-0.3711","-0.5236","-0.4456","-0.0500"
"352.0","-0.0487","-0.4946","-0.2472","-0.0500"
"353.0","0.1761","-0.4191","-0.0355","-0.0500"
"354.0","0.3547","-0.3264","0.1596","-0.0500"
"355.0","0.4104","-0.2262","0.2850","-0.0500"
"356.0","0.4104","-0.1307","0.3477","-0.0500"
"357.0","0.3162","-0.0323","0.3319","-0.0500"
"358.0","-0.0888","0.0166","0.1216","-0.0500"
"359.0","-0.4503","0.0210","-0.1643","-0.0500"
"360.0","-0.7693","-0.0060","-0.4668","-0.0500"
"361.0","-0.7221","-0.0411","-0.5944","-0.0500"
"362.0","-0.7221","-0.1085","-0.6582","-0.0500"
"363.0","-0.6894","-0.1950","-0.6738","-0.0500"
"364.0","-0.7115","-0.3016","-0.6927","-0.0500"
"365.0","-0.7634","-0.4190","-0.7281","-0.0500"
"366.0","-0.5968","-0.5197","-0.6624","-0.0500"
"367.0","-0.5862","-0.6100","-0.6243","-0.0500"
"368.0","-0.4901","-0.6501","-0.5572","-0.0500"
"369.0","-0.3382","-0.6389","-0.4477","-0.0500"
"370.0","0.1262","-0.5494","-0.1607","-0.0500"
"371.0","0.3323","-0.4439","0.0858","-0.0500"
"372.0","0.4302","-0.3287","0.2580","-0.0500"
"373.0","0.3990","-0.2199","0.3285","-0.0500"
"374.0","0.0904","-0.1397","0.2094","-0.0500"
"375.0","-0.1861","-0.0819","0.0117","-0.0500"
"376.0","-0.5334","-0.0756","-0.2608","-0.0500"
"377.0","-0.6746","-0.0844","-0.4677","-0.0500"
"378.0","-0.6773","-0.1031","-0.5725","-0.0500"
"379.0","-0.7106","-0.1404","-0.6415","-0.0500"
"380.0","-0.7322","-0.2262","-0.6869","-0.0500"
"381.0","-0.7102","-0.3305","-0.6985","-0.0500"
"382.0","-0.6622","-0.4397","-0.6804","-0.0500"
"383.0","-0.5145","-0.5311","-0.5974","-0.0500"
"384.0","-0.5117","-0.5913","-0.5546","-0.0500"
"385.0","-0.4425","-0.6169","-0.4985","-0.0500"
"386.0","-0.0096","-0.5645","-0.2540","-0.0500"
"387.0","0.3224","-0.4648","0.0342","-0.0500"
"388.0","0.4415","-0.3529","0.2378","-0.0500"
"389.0","0.4503","-0.2369","0.3441","-0.0500"
"390.0","0.2632","-0.1373","0.3036","-0.0500"
"391.0","-0.1294","-0.0792","0.0871","-0.0500"
"392.0","-0.3898","-0.0520","-0.1513","-0.0500"
"393.0","-0.6098","-0.0615","-0.3806","-0.0500"
"394.0","-0.6393","-0.0743","-0.5099","-0.0500"
"395.0","-0.5688","-0.0869","-0.5394","-0.0500"
"396.0","-0.6581","-0.1518","-0.5987","-0.0500"
"397.0","-0.6568","-0.2497","-0.6278","-0.0500"
"398.0","-0.5579","-0.3496","-0.5928","-0.0500"
"399.0","-0.4667","-0.4413","-0.5298","-0.0500"
"400.0","-0.5309","-0.5207","-0.5303","-0.0500"
"401.0","-0.4689","-0.5547","-0.4996","-0.0500"
"402.0","-0.4689","-0.5626","-0.4843","-0.0500"
"403.0","-0.1912","-0.5207","-0.3377","-0.0500"
"404.0","0.2306","-0.4338","-0.0536","-0.0500"
"405.0","0.4565","-0.3312","0.2015","-0.0500"
"406.0","0.4333","-0.2221","0.3174","-0.0500"
"407.0","0.3761","-0.1188","0.3468","-0.0500"
"408.0","-0.0791","-0.0709","0.1338","-0.0500"
"409.0","-0.4668","-0.0709","-0.1665","-0.0500"
"410.0","-0.6326","-0.0811","-0.3996","-0.0500"
"411.0","-0.7221","-0.1064","-0.5608","-0.0500"
"412.0","-0.7269","-0.1322","-0.6438","-0.0500"
"413.0","-0.6356","-0.1767","-0.6397","-0.0500"
"414.0","-0.6701","-0.2667","-0.6549","-0.0500"
"415.0","-0.5908","-0.3715","-0.6228","-0.0500"
"416.0","-0.4248","-0.4573","-0.5238","-0.0500"
"417.0","-0.3374","-0.5286","-0.4306","-0.0500"
"418.0","-0.3427","-0.5550","-0.3867","-0.0500"
"419.0","-0.1103","-0.5193","-0.2485","-0.0500"
"420.0","0.1967","-0.4364","-0.0259","-0.0500"
"421.0","0.5478","-0.3094","0.2609","-0.0500"
"422.0","0.6513","-0.1716","0.4561","-0.0500"
"423.0","0.4649","-0.0616","0.4605","-0.0500"
"424.0","0.1426","0.0197","0.3015","-0.0500"
"425.0","-0.2597","0.0528","0.0209","-0.0500"
"426.0","-0.4760","0.0477","-0.2275","-0.0500"
"427.0","-0.6452","0.0169","-0.4363","-0.0500"
"428.0","-0.7035","-0.0191","-0.5699","-0.0500"
"429.0","-0.6482","-0.0729","-0.6090","-0.0500"
"430.0","-0.7472","-0.1673","-0.6781","-0.0500"
"431.0","-0.6367","-0.2858","-0.6574","-0.0500"
"432.0","-0.5525","-0.4061","-0.6050","-0.0500"
"433.0","-0.4575","-0.4984","-0.5313","-0.0500"
"434.0","-0.4836","-0.5610","-0.5074","-0.0500"
"435.0","-0.3045","-0.5655","-0.4060","-0.0500"
"436.0","0.0536","-0.5125","-0.1762","-0.0500"
"437.0","0.3216","-0.4158","0.0727","-0.0500"
"438.0","0.4702","-0.2985","0.2714","-0.0500"
"439.0","0.4026","-0.1934","0.3370","-0.0500"
"440.0","0.1840","-0.1003","0.2605","-0.0500"
"441.0","-0.1245","-0.0491","0.0680","-0.0500"
"442.0","-0.4748","-0.0413","-0.2034","-0.0500"
"443.0","-0.6803","-0.0636","-0.4419","-0.0500"
"444.0","-0.6156","-0.0768","-0.5287","-0.0500"
"445.0","-0.6155","-0.1079","-0.5721","-0.0500"
"446.0","-0.6157","-0.1748","-0.5939","-0.0500"
"447.0","-0.6561","-0.2726","-0.6250","-0.0500"
"448.0","-0.6561","-0.3852","-0.6405","-0.0500"
"449.0","-0.6216","-0.4876","-0.6311","-0.0500"
"450.0","-0.3902","-0.5450","-0.5106","-0.0500"
"451.0","-0.4002","-0.5726","-0.4554","-0.0500"
"452.0","-0.2836","-0.5535","-0.3695","-0.0500"
"453.0","0.0764","-0.4778","-0.1466","-0.0500"
"454.0","0.3518","-0.3811","0.1026","-0.0500"
"455.0","0.6254","-0.2570","0.3640","-0.0500"
"456.0","0.6480","-0.1306","0.5060","-0.0500"
"457.0","0.4362","-0.0214","0.4711","-0.0500"
"458.0","0.0376","0.0480","0.2543","-0.0500"
"459.0","-0.4279","0.0673","-0.0868","-0.0500"
"460.0","-0.4981","0.0565","-0.2925","-0.0500"
"461.0","-0.6335","0.0332","-0.4630","-0.0500"
"462.0","-0.5073","0.0108","-0.4852","-0.0500"
"463.0","-0.6089","-0.0577","-0.5470","-0.0500"
"464.0","-0.5749","-0.1504","-0.5610","-0.0500"
"465.0","-0.4098","-0.2539","-0.4854","-0.0500"
"466.0","-0.4153","-0.3602","-0.4503","-0.0500"
"467.0","-0.3941","-0.4432","-0.4222","-0.0500"
"468.0","-0.3277","-0.4797","-0.3749","-0.0500"
"469.0","-0.0889","-0.4458","-0.2319","-0.0500"
"470.0","0.2281","-0.3732","-0.0019","-0.0500"
"471.0","0.4737","-0.2625","0.2359","-0.0500"
"472.0","0.6307","-0.1487","0.4333","-0.0500"
"473.0","0.5553","-0.0323","0.4943","-0.0500"
"474.0","0.2750","0.0527","0.3846","-0.0500"
"475.0","-0.1292","0.0808","0.1277","-0.0500"
"476.0","-0.3770","0.0846","-0.1246","-0.0500"
"477.0","-0.4077","0.0832","-0.2662","-0.0500"
"478.0","-0.4314","0.0729","-0.3488","-0.0500"
"479.0","-0.4481","0.0369","-0.3984","-0.0500"
"480.0","-0.4864","-0.0345","-0.4424","-0.0500"
"481.0","-0.3777","-0.1197","-0.4101","-0.0500"
"482.0","-0.2679","-0.2095","-0.3390","-0.0500"
"483.0","-0.3245","-0.2975","-0.3317","-0.0500"
"484.0","-0.3599","-0.3610","-0.3458","-0.0500"
"485.0","-0.1195","-0.3600","-0.2327","-0.0500"
