Time [ms],Measured Flow,Simple Moving Average Flow,Exponential Moving Average Flow
"20.0","0.2544","0.2544","0.2544"
"40.0","0.3110","0.3110","0.2555"
"60.0","0.2570","0.2570","0.2555"
"80.0","0.1111","0.1111","0.2527"
"100.0","-0.1709","-0.1709","0.2444"
"120.0","-0.0707","-0.0707","0.2382"
"140.0","0.0148","0.0148","0.2338"
"160.0","-0.0947","-0.0947","0.2274"
"180.0","-0.2841","-0.2841","0.2173"
"200.0","0.6157","0.6157","0.2252"
"220.0","3.5919","3.5919","0.2912"
"240.0","3.3730","3.3730","0.3516"
"260.0","0.8375","0.8375","0.3611"
"280.0","0.3591","0.3591","0.3611"
"300.0","1.4944","1.4944","0.3833"
"320.0","1.4419","1.4419","0.4041"
"340.0","0.9941","0.9941","0.4156"
"360.0","1.2160","1.2160","0.4313"
"380.0","1.5580","1.5580","0.4534"
"400.0","1.6158","1.6158","0.4762"
"420.0","1.6853","1.6853","0.4999"
"440.0","1.9628","1.9628","0.5286"
"460.0","2.4224","2.4224","0.5657"
"480.0","2.4838","2.4838","0.6033"
"500.0","2.7105","2.7105","0.6447"
"520.0","3.0381","3.0381","0.6916"
"540.0","3.6316","3.6316","0.7492"
"560.0","4.0369","4.0369","0.8137"
"580.0","4.1257","4.1257","0.8786"
"600.0","4.2270","4.2270","0.9443"
"620.0","4.8663","4.8663","1.0212"
"640.0","5.0883","5.0883","1.1009"
"660.0","5.1967","5.1967","1.1812"
"680.0","5.1455","5.1455","1.2590"
"700.0","5.3589","5.3589","1.3394"
"720.0","5.2402","5.2402","1.4159"
"740.0","5.1874","5.1874","1.4898"
"760.0","5.1996","5.1996","1.5625"
"780.0","4.8950","4.8950","1.6279"
"800.0","5.1264","5.1264","1.6965"
"820.0","5.0417","5.0417","1.7621"
"840.0","5.0358","5.0358","1.8263"
"860.0","4.8559","4.8559","1.8857"
"880.0","4.6214","4.6214","1.9393"
"900.0","4.5602","4.5602","1.9907"
"920.0","4.5918","4.5918","2.0417"
"940.0","4.1836","4.1836","2.0837"
"960.0","3.9116","3.9116","2.1195"
"980.0","3.8154","3.8154","2.1528"
"1000.0","3.8821","2.8711","2.1867"
"1020.0","3.7408","2.9408","2.2172"
"1040.0","3.3323","3.0012","2.2390"
"1060.0","2.9969","3.0560","2.2539"
"1080.0","2.9452","3.1127","2.2675"
"1100.0","2.7349","3.1708","2.2766"
"1120.0","2.5230","3.2227","2.2815"
"1140.0","2.4587","3.2716","2.2849"
"1160.0","2.1122","3.3157","2.2815"
"1180.0","2.1437","3.3643","2.2788"
"1200.0","2.3096","3.3981","2.2794"
"1220.0","2.4275","3.3748","2.2823"
"1240.0","2.1252","3.3499","2.2793"
"1260.0","2.1425","3.3760","2.2766"
"1280.0","2.3006","3.4148","2.2771"
"1300.0","2.5272","3.4355","2.2820"
"1320.0","2.5859","3.4584","2.2879"
"1340.0","2.7547","3.4936","2.2971"
"1360.0","2.6321","3.5219","2.3036"
"1380.0","2.5784","3.5423","2.3090"
"1400.0","2.8529","3.5670","2.3197"
"1420.0","2.8242","3.5898","2.3296"
"1440.0","2.6963","3.6045","2.3368"
"1460.0","2.7148","3.6103","2.3442"
"1480.0","2.7023","3.6147","2.3512"
"1500.0","2.7637","3.6158","2.3593"
"1520.0","2.3868","3.6027","2.3598"
"1540.0","1.6826","3.5638","2.3466"
"1560.0","1.3182","3.5094","2.3264"
"1580.0","1.4529","3.4559","2.3093"
"1600.0","1.3221","3.3978","2.2899"
"1620.0","1.1207","3.3229","2.2670"
"1640.0","0.9525","3.2402","2.2412"
"1660.0","0.7084","3.1504","2.2112"
"1680.0","0.9425","3.0664","2.1863"
"1700.0","0.8220","2.9756","2.1595"
"1720.0","0.7900","2.8866","2.1327"
"1740.0","0.6406","2.7957","2.1034"
"1760.0","0.4963","2.7016","2.0719"
"1780.0","0.5521","2.6148","2.0421"
"1800.0","0.6311","2.5249","2.0144"
"1820.0","0.5499","2.4350","1.9857"
"1840.0","0.3923","2.3422","1.9545"
"1860.0","0.3092","2.2512","1.9222"
"1880.0","0.3970","2.1668","1.8923"
"1900.0","0.3973","2.0835","1.8630"
"1920.0","0.2651","1.9970","1.8317"
"1940.0","0.1671","1.9166","1.7990"
"1960.0","0.1177","1.8408","1.7661"
"1980.0","0.1678","1.7678","1.7347"
"2000.0","0.2721","1.6956","1.7060"
"2020.0","0.1042","1.6229","1.6746"
"2040.0","-0.2956","1.5503","1.6360"
"2060.0","-0.3427","1.4835","1.5972"
"2080.0","-0.3592","1.4174","1.5588"
"2100.0","0.3548","1.3698","1.5352"
"2120.0","3.3867","1.3871","1.5715"
"2140.0","3.6298","1.4105","1.6119"
"2160.0","0.9067","1.3864","1.5981"
"2180.0","0.3385","1.3503","1.5734"
"2200.0","1.4893","1.3339","1.5717"
"2220.0","1.5286","1.3159","1.5709"
"2240.0","0.8487","1.2904","1.5567"
"2260.0","1.1462","1.2705","1.5487"
"2280.0","1.7229","1.2589","1.5521"
"2300.0","2.0176","1.2487","1.5612"
"2320.0","1.9209","1.2354","1.5683"
"2340.0","1.7713","1.2158","1.5722"
"2360.0","2.1687","1.2065","1.5839"
"2380.0","2.4047","1.2030","1.6000"
"2400.0","2.9035","1.2040","1.6256"
"2420.0","3.0434","1.2084","1.6534"
"2440.0","3.3613","1.2217","1.6869"
