Time [ms],Measured Flow,Simple Moving Average Flow,Exponential Moving Average Flow
"20.0","1.1202","1.1202","1.1202"
"40.0","0.7975","0.7975","1.0615"
"60.0","-0.0524","-0.0524","0.8590"
"80.0","-0.2852","-0.2852","0.6510"
"100.0","1.2233","1.2233","0.7550"
"120.0","3.3180","3.3180","1.2210"
"140.0","3.8595","3.8595","1.7007"
"160.0","2.0038","2.0038","1.7558"
"180.0","0.5525","0.5525","1.5371"
"200.0","0.7014","1.3239","1.3851"
"220.0","2.2843","1.4403","1.5486"
"240.0","2.3670","1.5972","1.6974"
"260.0","1.7599","1.7785","1.7088"
"280.0","1.4947","1.9564","1.6698"
"300.0","2.1647","2.0506","1.7598"
"320.0","3.0055","2.0193","1.9863"
"340.0","3.2367","1.9570","2.2136"
"360.0","2.4325","1.9999","2.2534"
"380.0","2.8435","2.2290","2.3607"
"400.0","3.1718","2.4760","2.5082"
"420.0","4.0370","2.6513","2.7862"
"440.0","4.1374","2.8284","3.0318"
"460.0","3.4401","2.9964","3.1061"
"480.0","3.8686","3.2338","3.2447"
"500.0","4.6563","3.4829","3.5013"
"520.0","5.6020","3.7426","3.8833"
"540.0","5.4180","3.9607","4.1623"
"560.0","4.8287","4.2003","4.2835"
"580.0","4.9126","4.4073","4.3979"
"600.0","5.8445","4.6745","4.6609"
"620.0","6.2073","4.8915","4.9421"
"640.0","6.2861","5.1064","5.1864"
"660.0","5.1729","5.2797","5.1840"
"680.0","5.0772","5.4006","5.1646"
"700.0","5.2530","5.4602","5.1806"
"720.0","6.4693","5.5470","5.4149"
"740.0","6.1604","5.6212","5.5505"
"760.0","5.2736","5.6657","5.5001"
"780.0","5.0158","5.6760","5.4121"
"800.0","5.4644","5.6380","5.4216"
"820.0","6.2559","5.6429","5.5733"
"840.0","6.0758","5.6218","5.6646"
"860.0","5.1737","5.6219","5.5754"
"880.0","5.0589","5.6201","5.4815"
"900.0","5.5338","5.6481","5.4910"
"920.0","5.9943","5.6006","5.5825"
"940.0","5.5980","5.5444","5.5853"
"960.0","4.3581","5.4529","5.3622"
"980.0","4.4192","5.3932","5.1907"
"1000.0","4.9102","5.3378","5.1397"
"1020.0","5.6004","5.2722","5.2235"
"1040.0","5.1561","5.1803","5.2112"
"1060.0","3.8997","5.0529","4.9728"
"1080.0","3.7035","4.9173","4.7420"
"1100.0","4.3328","4.7972","4.6676"
"1120.0","4.6623","4.6640","4.6667"
"1140.0","4.0141","4.5057","4.5480"
"1160.0","3.2016","4.3900","4.3032"
"1180.0","3.1506","4.2631","4.0936"
"1200.0","3.6903","4.1412","4.0203"
"1220.0","3.8364","3.9648","3.9869"
"1240.0","3.3522","3.7844","3.8715"
"1260.0","2.3277","3.6272","3.5908"
"1280.0","2.4485","3.5017","3.3831"
"1300.0","2.8631","3.3547","3.2886"
"1320.0","3.4549","3.2339","3.3188"
"1340.0","3.2339","3.1559","3.3034"
"1360.0","2.4352","3.0793","3.1455"
"1380.0","2.2693","2.9912","2.9862"
"1400.0","3.0909","2.9312","3.0052"
"1420.0","3.6374","2.9113","3.1202"
"1440.0","3.5277","2.9289","3.1943"
"1460.0","2.7168","2.9678","3.1075"
"1480.0","2.7168","2.9946","3.0364"
"1500.0","3.4635","3.0546","3.1141"
"1520.0","3.9545","3.1046","3.2669"
