Time [ms],Timestamp,Raw Value,Corrected Value,Temperature Value,LD20 Flow,LD20 Temperature,LD20 Status,Heater Voltage,Thermistor Voltage,Heater Current,Thermistor Current,Series R Voltage
"20.0","14:58:25.686","2202185.0000","-0.0944","60631.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"40.0","14:58:25.706","2201680.0000","-0.1462","60631.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"60.0","14:58:25.726","2201104.0000","-0.2052","60631.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"80.0","14:58:25.746","2202381.0000","-0.0743","60642.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"100.0","14:58:25.766","2202149.0000","-0.0981","60642.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"120.0","14:58:25.786","2202861.0000","-0.0251","60642.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"140.0","14:58:25.806","2203371.0000","0.0271","60627.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"160.0","14:58:25.826","2203307.0000","0.0206","60627.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"180.0","14:58:25.846","2202446.0000","-0.0677","60627.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"200.0","14:58:25.866","2202408.0000","-0.0716","60632.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"220.0","14:58:25.886","2202688.0000","-0.0429","60600.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"240.0","14:58:25.906","2203400.0000","0.0301","60612.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"260.0","14:58:25.926","2202177.0000","-0.0952","60612.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"280.0","14:58:25.946","2202180.0000","-0.0949","60612.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"300.0","14:58:25.966","2201364.0000","-0.1785","60602.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"320.0","14:58:25.986","2202178.0000","-0.0951","60602.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"340.0","14:58:26.6","2202248.0000","-0.0879","60602.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"360.0","14:58:26.26","2202715.0000","-0.0401","60618.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"380.0","14:58:26.46","2201382.0000","-0.1767","60618.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"400.0","14:58:26.66","2202491.0000","-0.0630","60618.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"420.0","14:58:26.86","2202384.0000","-0.0740","60619.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"440.0","14:58:26.106","2202675.0000","-0.0442","60619.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
