Time [ms],Timestamp,Raw Value,Corrected Value,Temperature Value,LD20 Flow,LD20 Temperature,LD20 Status,Heater Voltage,Thermistor Voltage,Heater Current,Thermistor Current,Series R Voltage
"20.0","13:20:10.212","2202437.0000","-0.0686","60610.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"40.0","13:20:10.232","2203411.0000","0.0312","60610.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"60.0","13:20:10.252","2203025.0000","-0.0083","60610.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"80.0","13:20:10.272","2202598.0000","-0.0521","60609.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"100.0","13:20:10.292","2202690.0000","-0.0426","60609.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"120.0","13:20:10.312","2202996.0000","-0.0113","60609.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"140.0","13:20:10.332","2202443.0000","-0.0679","60605.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"160.0","13:20:10.352","2204276.0000","0.1199","60605.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"180.0","13:20:10.372","2202311.0000","-0.0815","60605.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"200.0","13:20:10.392","2203121.0000","0.0015","60597.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"220.0","13:20:10.412","2202510.0000","-0.0611","60597.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"240.0","13:20:10.432","2202216.0000","-0.0912","60597.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"260.0","13:20:10.452","2201825.0000","-0.1313","60597.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"280.0","13:20:10.472","2201845.0000","-0.1292","60597.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"300.0","13:20:10.492","2202966.0000","-0.0143","60597.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"320.0","13:20:10.512","2203584.0000","0.0490","60592.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"340.0","13:20:10.532","2202138.0000","-0.0992","60592.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"360.0","13:20:10.552","2202742.0000","-0.0373","60592.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"380.0","13:20:10.572","2202325.0000","-0.0801","60602.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"400.0","13:20:10.592","2201500.0000","-0.1646","60602.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
