Time [ms],Timestamp,Raw Value,Corrected Value,Temperature Value,LD20 Flow,LD20 Temperature,LD20 Status,Heater Voltage,Thermistor Voltage,Heater Current,Thermistor Current,Series R Voltage
"10.0","12:47:07.689","2289563.0000","9.4455","61264.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"20.0","12:47:07.699","2286963.0000","9.0771","61264.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"30.0","12:47:07.709","2279116.0000","7.9654","61268.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"40.0","12:47:07.719","2276815.0000","7.6393","61268.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"50.0","12:47:07.729","2270204.0000","6.7026","61268.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"60.0","12:47:07.739","2266768.0000","6.2158","61268.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"70.0","12:47:07.749","2263646.0000","5.7735","61268.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"80.0","12:47:07.759","2254775.0000","4.5540","61268.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"90.0","12:47:07.769","2249255.0000","3.8415","61268.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"100.0","12:47:07.779","2255970.0000","4.7082","61277.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"110.0","12:47:07.789","2323376.0000","14.2364","61277.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"120.0","12:47:07.799","2412319.0000","31.9490","61277.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"130.0","12:47:07.809","2488192.0000","50.1790","61277.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"140.0","12:47:07.819","2538650.0000","68.6817","61277.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"150.0","12:47:07.829","2528322.0000","64.2740","61277.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"160.0","12:47:07.839","2466228.0000","45.1354","61272.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"170.0","12:47:07.849","2381405.0000","24.7541","61272.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"180.0","12:47:07.859","2295121.0000","10.2330","61272.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"190.0","12:47:07.869","2219540.0000","0.3483","61272.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"200.0","12:47:07.879","2171525.0000","-5.2073","61272.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"210.0","12:47:07.889","2154312.0000","-6.7384","61272.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"220.0","12:47:07.899","2169910.0000","-5.3510","61271.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"230.0","12:47:07.909","2199202.0000","-1.7662","61271.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"240.0","12:47:07.919","2236440.0000","2.1876","61271.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"250.0","12:47:07.929","2262348.0000","5.5895","61271.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"260.0","12:47:07.939","2274518.0000","7.3138","61271.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"270.0","12:47:07.949","2278038.0000","7.8126","61271.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"280.0","12:47:07.959","2266304.0000","6.1501","61259.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"290.0","12:47:07.969","2257509.0000","4.9069","61259.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"300.0","12:47:07.979","2252093.0000","4.2078","61259.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
