Time [ms],Measured Flow,Simple Moving Average Flow,Exponential Moving Average Flow,Riemann FlowLD20 Flow
"84.0","51.5930","52.5494","36.3982","35.7992","0.0000"
"85.0","51.3418","52.2959","36.4132","35.7992","0.0000"
"86.0","51.1530","52.0439","36.4279","35.7992","0.0000"
"87.0","51.3458","51.8390","36.4428","35.7992","0.0000"
"88.0","51.4067","51.6747","36.4578","35.7992","0.0000"
"89.0","51.4757","51.5351","36.4728","35.7992","0.0000"
"90.0","51.7649","51.5020","36.4881","35.7992","0.0000"
"91.0","51.2870","51.4293","36.5029","35.7992","0.0000"
"92.0","51.3520","51.3940","36.5178","35.7992","0.0000"
"93.0","51.0635","51.3783","36.5323","35.7992","0.0000"
"94.0","50.5911","51.2781","36.5464","35.7992","0.0000"
"95.0","50.5239","51.1964","36.5603","35.7992","0.0000"
"96.0","50.3421","51.1153","36.5741","35.7992","0.0000"
"97.0","49.9671","50.9774","36.5875","35.7992","0.0000"
"98.0","49.4970","50.7864","36.6004","35.7992","0.0000"
"99.0","49.6020","50.5991","36.6134","35.7992","0.0000"
"100.0","49.6274","50.3853","36.6264","35.7992","0.0000"
"101.0","49.2772","50.1843","36.6391","35.7992","0.0000"
"102.0","49.4205","49.9912","36.6519","35.7992","0.0000"
"103.0","49.7973","49.8646","36.6650","35.7992","0.0000"
"104.0","49.6213","49.7676","36.6780","35.7992","0.0000"
"105.0","49.6213","49.6773","36.6909","35.7992","0.0000"
"106.0","49.6680","49.6099","36.7039","35.7992","0.0000"
"107.0","50.1529","49.6285","36.7173","35.7992","0.0000"
"108.0","50.1318","49.6920","36.7308","35.7992","0.0000"
"109.0","49.7392","49.7057","36.7438","35.7992","0.0000"
"110.0","49.4637","49.6893","36.7565","35.7992","0.0000"
"111.0","49.4144","49.7030","36.7691","35.7992","0.0000"
"112.0","49.4357","49.7046","36.7818","35.7992","0.0000"
"113.0","49.1864","49.6435","36.7942","35.7992","0.0000"
"114.0","48.7471","49.5561","36.8062","35.7992","0.0000"
"115.0","48.5428","49.4482","36.8179","35.7992","0.0000"
"116.0","48.0977","49.2912","36.8292","35.7992","0.0000"
"117.0","48.1566","49.0915","36.8405","35.7992","0.0000"
"118.0","47.9033","48.8687","36.8516","35.7992","0.0000"
"119.0","47.9704","48.6918","36.8627","35.7992","0.0000"
"120.0","48.0469","48.5501","36.8739","35.7992","0.0000"
"121.0","47.9263","48.4013","36.8849","35.7992","0.0000"
"122.0","48.1266","48.2704","36.8962","35.7992","0.0000"
"123.0","48.2518","48.1769","36.9075","35.7992","0.0000"
"124.0","48.4202","48.1443","36.9190","35.7992","0.0000"
"125.0","48.2602","48.1160","36.9304","35.7992","0.0000"
"126.0","47.8020","48.0864","36.9413","35.7992","0.0000"
"127.0","47.4622","48.0170","36.9518","35.7992","0.0000"
"128.0","47.1470","47.9414","36.9620","35.7992","0.0000"
"129.0","46.9654","47.8409","36.9720","35.7992","0.0000"
"130.0","46.3685","47.6730","36.9814","35.7992","0.0000"
"131.0","46.0483","47.4852","36.9904","35.7992","0.0000"
"132.0","45.8198","47.2545","36.9993","35.7992","0.0000"
"133.0","45.8198","47.0113","37.0081","35.7992","0.0000"
"134.0","45.5206","46.7214","37.0166","35.7992","0.0000"
"135.0","45.7684","46.4722","37.0253","35.7992","0.0000"
"136.0","46.0831","46.3003","37.0344","35.7992","0.0000"
"137.0","45.9538","46.1495","37.0433","35.7992","0.0000"
"138.0","46.2702","46.0618","37.0526","35.7992","0.0000"
"139.0","46.6049","46.0257","37.0621","35.7992","0.0000"
"140.0","46.4345","46.0323","37.0715","35.7992","0.0000"
"141.0","46.1015","46.0376","37.0805","35.7992","0.0000"
"142.0","46.0810","46.0638","37.0895","35.7992","0.0000"
"143.0","45.6283","46.0446","37.0980","35.7992","0.0000"
"144.0","45.3326","46.0258","37.1063","35.7992","0.0000"
"145.0","45.3177","45.9808","37.1145","35.7992","0.0000"
"146.0","44.9940","45.8718","37.1224","35.7992","0.0000"
"147.0","44.5568","45.7321","37.1298","35.7992","0.0000"
"148.0","44.1248","45.5176","37.1368","35.7992","0.0000"
"149.0","43.9646","45.2536","37.1436","35.7992","0.0000"
"150.0","43.7493","44.9851","37.1502","35.7992","0.0000"
"151.0","43.5959","44.7345","37.1567","35.7992","0.0000"
"152.0","43.9241","44.5188","37.1634","35.7992","0.0000"
"153.0","43.9241","44.3484","37.1702","35.7992","0.0000"
"154.0","43.7419","44.1893","37.1768","35.7992","0.0000"
"155.0","44.1467","44.0722","37.1838","35.7992","0.0000"
"156.0","44.0696","43.9798","37.1906","35.7992","0.0000"
"157.0","44.1044","43.9345","37.1976","35.7992","0.0000"
"158.0","44.3268","43.9547","37.2047","35.7992","0.0000"
"159.0","44.0002","43.9583","37.2115","35.7992","0.0000"
"160.0","44.0682","43.9902","37.2183","35.7992","0.0000"
"161.0","43.9171","44.0223","37.2250","35.7992","0.0000"
"162.0","43.7593","44.0058","37.2316","35.7992","0.0000"
"163.0","43.1882","43.9322","37.2375","35.7992","0.0000"
"164.0","42.8732","43.8454","37.2432","35.7992","0.0000"
"165.0","42.6416","43.6948","37.2486","35.7992","0.0000"
"166.0","42.3675","43.5246","37.2537","35.7992","0.0000"
"167.0","42.4992","43.3641","37.2589","35.7992","0.0000"
"168.0","42.1441","43.1459","37.2638","35.7992","0.0000"
"169.0","41.9950","42.9453","37.2685","35.7992","0.0000"
"170.0","41.9400","42.7325","37.2732","35.7992","0.0000"
"171.0","41.8681","42.5276","37.2778","35.7992","0.0000"
"172.0","42.1209","42.3638","37.2826","35.7992","0.0000"
"173.0","42.2608","42.2711","37.2876","35.7992","0.0000"
"174.0","42.1743","42.2012","37.2925","35.7992","0.0000"
"175.0","42.2538","42.1624","37.2975","35.7992","0.0000"
"176.0","41.7756","42.1032","37.3020","35.7992","0.0000"
"177.0","41.7376","42.0270","37.3064","35.7992","0.0000"
"178.0","41.2452","41.9371","37.3103","35.7992","0.0000"
"179.0","40.9581","41.8335","37.3140","35.7992","0.0000"
"180.0","40.5609","41.6955","37.3172","35.7992","0.0000"
"181.0","40.4398","41.5527","37.3203","35.7992","0.0000"
"182.0","40.1866","41.3593","37.3232","35.7992","0.0000"
"183.0","39.9895","41.1322","37.3259","35.7992","0.0000"
"184.0","40.0777","40.9225","37.3286","35.7992","0.0000"
"185.0","40.1614","40.7133","37.3315","35.7992","0.0000"
"186.0","39.8450","40.5202","37.3340","35.7992","0.0000"
"187.0","39.8651","40.3329","37.3365","35.7992","0.0000"
"188.0","39.8315","40.1916","37.3390","35.7992","0.0000"
"189.0","39.9465","40.0904","37.3416","35.7992","0.0000"
"190.0","40.2471","40.0590","37.3445","35.7992","0.0000"
"191.0","40.0438","40.0194","37.3472","35.7992","0.0000"
"192.0","39.7981","39.9806","37.3497","35.7992","0.0000"
"193.0","39.5562","39.9372","37.3519","35.7992","0.0000"
"194.0","39.5260","39.8821","37.3540","35.7992","0.0000"
"195.0","38.9200","39.7579","37.3556","35.7992","0.0000"
"196.0","38.8327","39.6567","37.3571","35.7992","0.0000"
"197.0","38.4746","39.5176","37.3582","35.7992","0.0000"
"198.0","38.0601","39.3405","37.3589","35.7992","0.0000"
"199.0","38.0684","39.1527","37.3596","35.7992","0.0000"
"200.0","38.0684","38.9348","37.3603","35.7992","0.0000"
"201.0","38.2640","38.7568","37.3612","35.7992","0.0000"
"202.0","38.3187","38.6089","37.3622","35.7992","0.0000"
"203.0","38.2984","38.4831","37.3631","35.7992","0.0000"
"204.0","38.2434","38.3549","37.3640","35.7992","0.0000"
"205.0","38.4727","38.3101","37.3651","35.7992","0.0000"
"206.0","38.4669","38.2735","37.3662","35.7992","0.0000"
"207.0","38.3913","38.2652","37.3672","35.7992","0.0000"
"208.0","38.4308","38.3023","37.3683","35.7992","0.0000"
"209.0","38.4993","38.3454","37.3694","35.7992","0.0000"
"210.0","38.3076","38.3693","37.3704","35.7992","0.0000"
"211.0","38.1892","38.3618","37.3712","35.7992","0.0000"
"212.0","38.0432","38.3343","37.3719","35.7992","0.0000"
"213.0","37.8866","38.2931","37.3724","35.7992","0.0000"
"214.0","37.9931","38.2681","37.3730","35.7992","0.0000"
"215.0","37.7365","38.1944","37.3734","35.7992","0.0000"
"216.0","37.6631","38.1141","37.3736","35.7992","0.0000"
"217.0","37.6038","38.0353","37.3739","35.7992","0.0000"
"218.0","37.7556","37.9678","37.3743","35.7992","0.0000"
"219.0","37.7283","37.8907","37.3746","35.7992","0.0000"
"220.0","38.0265","37.8626","37.3753","35.7992","0.0000"
"221.0","38.2606","37.8697","37.3762","35.7992","0.0000"
"222.0","38.4886","37.9143","37.3773","35.7992","0.0000"
"223.0","38.6399","37.9896","37.3785","35.7992","0.0000"
"224.0","38.5404","38.0443","37.3797","35.7992","0.0000"
"225.0","38.5576","38.1265","37.3809","35.7992","0.0000"
"226.0","38.5758","38.2177","37.3821","35.7992","0.0000"
"227.0","38.3732","38.2947","37.3831","35.7992","0.0000"
"228.0","38.5501","38.3741","37.3842","35.7992","0.0000"
"229.0","38.6341","38.4647","37.3855","35.7992","0.0000"
"230.0","38.3025","38.4923","37.3864","35.7992","0.0000"
"231.0","37.9808","38.4643","37.3870","35.7992","0.0000"
"232.0","38.0686","38.4223","37.3877","35.7992","0.0000"
"233.0","38.3673","38.3951","37.3886","35.7992","0.0000"
"234.0","38.6555","38.4066","37.3899","35.7992","0.0000"
"235.0","38.7605","38.4268","37.3913","35.7992","0.0000"
"236.0","39.0987","38.4791","37.3930","35.7992","0.0000"
"237.0","39.4180","38.5836","37.3950","35.7992","0.0000"
"238.0","39.5431","38.6829","37.3972","35.7992","0.0000"
"239.0","39.8443","38.8039","37.3996","35.7992","0.0000"
"240.0","40.2755","39.0012","37.4025","35.7992","0.0000"
"241.0","40.3413","39.2373","37.4054","35.7992","0.0000"
"242.0","40.3951","39.4699","37.4084","35.7992","0.0000"
"243.0","40.1476","39.6480","37.4112","35.7992","0.0000"
"244.0","40.1803","39.8004","37.4139","35.7992","0.0000"
"245.0","40.1837","39.9428","37.4167","35.7992","0.0000"
"246.0","39.8532","40.0182","37.4191","35.7992","0.0000"
"247.0","39.8404","40.0605","37.4215","35.7992","0.0000"
"248.0","39.8404","40.0902","37.4240","35.7992","0.0000"
"249.0","39.7042","40.0762","37.4262","35.7992","0.0000"
"250.0","39.9216","40.0408","37.4287","35.7992","0.0000"
"251.0","39.8847","39.9951","37.4312","35.7992","0.0000"
"252.0","40.1237","39.9680","37.4339","35.7992","0.0000"
"253.0","40.4834","40.0016","37.4369","35.7992","0.0000"
"254.0","40.5710","40.0406","37.4401","35.7992","0.0000"
"255.0","41.0029","40.1226","37.4436","35.7992","0.0000"
"256.0","41.2789","40.2651","37.4475","35.7992","0.0000"
"257.0","41.5079","40.4319","37.4515","35.7992","0.0000"
"258.0","41.8081","40.6286","37.4559","35.7992","0.0000"
"259.0","41.4154","40.7998","37.4598","35.7992","0.0000"
"260.0","41.4501","40.9526","37.4638","35.7992","0.0000"
"261.0","41.6188","41.1260","37.4680","35.7992","0.0000"
"262.0","41.2494","41.2386","37.4718","35.7992","0.0000"
"263.0","41.3627","41.3265","37.4757","35.7992","0.0000"
"264.0","41.2772","41.3971","37.4795","35.7992","0.0000"
"265.0","41.2636","41.4232","37.4833","35.7992","0.0000"
"266.0","41.1324","41.4086","37.4869","35.7992","0.0000"
"267.0","41.0746","41.3652","37.4905","35.7992","0.0000"
"268.0","41.3382","41.3182","37.4943","35.7992","0.0000"
"269.0","41.3876","41.3155","37.4982","35.7992","0.0000"
"270.0","41.6217","41.3326","37.5024","35.7992","0.0000"
"271.0","41.9073","41.3615","37.5068","35.7992","0.0000"
"272.0","42.1405","41.4506","37.5114","35.7992","0.0000"
"273.0","42.4591","41.5602","37.5163","35.7992","0.0000"
"274.0","42.5784","41.6903","37.5214","35.7992","0.0000"
"275.0","42.4046","41.8044","37.5263","35.7992","0.0000"
"276.0","42.3978","41.9310","37.5312","35.7992","0.0000"
"277.0","42.1923","42.0427","37.5358","35.7992","0.0000"
"278.0","42.1325","42.1222","37.5404","35.7992","0.0000"
"279.0","42.2206","42.2055","37.5451","35.7992","0.0000"
"280.0","41.8580","42.2291","37.5494","35.7992","0.0000"
"281.0","41.8904","42.2274","37.5537","35.7992","0.0000"
"282.0","41.7313","42.1865","37.5579","35.7992","0.0000"
"283.0","41.5747","42.0981","37.5619","35.7992","0.0000"
"284.0","41.7875","42.0190","37.5662","35.7992","0.0000"
"285.0","41.7940","41.9579","37.5704","35.7992","0.0000"
"286.0","41.6764","41.8858","37.5745","35.7992","0.0000"
"287.0","42.1134","41.8779","37.5790","35.7992","0.0000"
"288.0","42.1770","41.8823","37.5836","35.7992","0.0000"
"289.0","42.2087","41.8811","37.5883","35.7992","0.0000"
"290.0","42.3501","41.9304","37.5930","35.7992","0.0000"
"291.0","42.4288","41.9842","37.5979","35.7992","0.0000"
"292.0","42.4598","42.0570","37.6027","35.7992","0.0000"
"293.0","42.3039","42.1300","37.6074","35.7992","0.0000"
"294.0","41.8425","42.1355","37.6117","35.7992","0.0000"
"295.0","41.8425","42.1403","37.6159","35.7992","0.0000"
"296.0","41.9301","42.1657","37.6202","35.7992","0.0000"
"297.0","41.3668","42.0910","37.6240","35.7992","0.0000"
"298.0","41.1886","41.9922","37.6275","35.7992","0.0000"
"299.0","40.8487","41.8562","37.6307","35.7992","0.0000"
"300.0","40.8199","41.7031","37.6339","35.7992","0.0000"
"301.0","40.7439","41.5347","37.6370","35.7992","0.0000"
"302.0","40.9547","41.3841","37.6404","35.7992","0.0000"
"303.0","41.0954","41.2633","37.6438","35.7992","0.0000"
"304.0","41.1460","41.1936","37.6473","35.7992","0.0000"
"305.0","41.3421","41.1436","37.6510","35.7992","0.0000"
"306.0","41.8035","41.1310","37.6552","35.7992","0.0000"
"307.0","41.8025","41.1745","37.6593","35.7992","0.0000"
"308.0","41.7524","41.2309","37.6634","35.7992","0.0000"
"309.0","41.7970","41.3257","37.6675","35.7992","0.0000"
"310.0","41.7263","41.4164","37.6716","35.7992","0.0000"
"311.0","41.6374","41.5057","37.6756","35.7992","0.0000"
"312.0","41.6628","41.5765","37.6795","35.7992","0.0000"
"313.0","41.3644","41.6034","37.6832","35.7992","0.0000"
"314.0","41.3009","41.6189","37.6868","35.7992","0.0000"
"315.0","40.9744","41.5822","37.6901","35.7992","0.0000"
"316.0","41.0642","41.5082","37.6935","35.7992","0.0000"
"317.0","41.2101","41.4490","37.6970","35.7992","0.0000"
"318.0","41.1792","41.3917","37.7005","35.7992","0.0000"
"319.0","41.2828","41.3402","37.7041","35.7992","0.0000"
"320.0","41.5474","41.3223","37.7079","35.7992","0.0000"
"321.0","41.8052","41.3391","37.7120","35.7992","0.0000"
"322.0","42.0494","41.3778","37.7164","35.7992","0.0000"
"323.0","42.3101","41.4724","37.7210","35.7992","0.0000"
"324.0","42.3172","41.5740","37.7256","35.7992","0.0000"
"325.0","42.2860","41.7051","37.7301","35.7992","0.0000"
"326.0","42.5232","41.8511","37.7349","35.7992","0.0000"
"327.0","42.5014","41.9802","37.7397","35.7992","0.0000"
"328.0","42.3070","42.0930","37.7442","35.7992","0.0000"
"329.0","42.1291","42.1776","37.7486","35.7992","0.0000"
"330.0","42.0913","42.2320","37.7530","35.7992","0.0000"
"331.0","41.9156","42.2430","37.7571","35.7992","0.0000"
"332.0","41.8059","42.2187","37.7612","35.7992","0.0000"
"333.0","41.8197","42.1696","37.7652","35.7992","0.0000"
"334.0","41.7117","42.1091","37.7692","35.7992","0.0000"
"335.0","41.8207","42.0626","37.7732","35.7992","0.0000"
"336.0","41.9739","42.0076","37.7774","35.7992","0.0000"
"337.0","41.9114","41.9486","37.7816","35.7992","0.0000"
"338.0","41.9620","41.9141","37.7858","35.7992","0.0000"
"339.0","42.1300","41.9142","37.7901","35.7992","0.0000"
"340.0","42.0599","41.9111","37.7944","35.7992","0.0000"
"341.0","42.1351","41.9330","37.7987","35.7992","0.0000"
"342.0","42.0284","41.9553","37.8029","35.7992","0.0000"
"343.0","42.0284","41.9762","37.8072","35.7992","0.0000"
"344.0","41.5137","41.9564","37.8109","35.7992","0.0000"
"345.0","41.5222","41.9265","37.8146","35.7992","0.0000"
"346.0","41.2041","41.8495","37.8180","35.7992","0.0000"
"347.0","41.0717","41.7656","37.8212","35.7992","0.0000"
"348.0","40.7281","41.6422","37.8241","35.7992","0.0000"
"349.0","40.4740","41.4766","37.8268","35.7992","0.0000"
"350.0","40.2728","41.2978","37.8292","35.7992","0.0000"
"351.0","40.0723","41.0916","37.8315","35.7992","0.0000"
"352.0","40.0007","40.8888","37.8336","35.7992","0.0000"
"353.0","40.1387","40.6998","37.8359","35.7992","0.0000"
"354.0","40.0484","40.5533","37.8382","35.7992","0.0000"
"355.0","39.5601","40.3571","37.8399","35.7992","0.0000"
"356.0","39.8663","40.2233","37.8419","35.7992","0.0000"
"357.0","39.7785","40.0940","37.8438","35.7992","0.0000"
"358.0","39.6937","39.9905","37.8457","35.7992","0.0000"
"359.0","39.3340","39.8766","37.8472","35.7992","0.0000"
"360.0","39.1924","39.7685","37.8485","35.7992","0.0000"
"361.0","38.9341","39.6547","37.8496","35.7992","0.0000"
"362.0","38.6494","39.5196","37.8504","35.7992","0.0000"
"363.0","38.1241","39.3181","37.8507","35.7992","0.0000"
"364.0","37.7878","39.0920","37.8506","35.7992","0.0000"
"365.0","37.4303","38.8791","37.8502","35.7992","0.0000"
"366.0","37.1017","38.6026","37.8495","35.7992","0.0000"
"367.0","37.0282","38.3276","37.8486","35.7992","0.0000"
"368.0","37.1485","38.0730","37.8479","35.7992","0.0000"
"369.0","37.1775","37.8574","37.8473","35.7992","0.0000"
"370.0","37.1947","37.6576","37.8466","35.7992","0.0000"
"371.0","37.1030","37.4745","37.8459","35.7992","0.0000"
"372.0","37.1560","37.3252","37.8452","35.7992","0.0000"
"373.0","37.0511","37.2179","37.8444","35.7992","0.0000"
"374.0","37.0557","37.1447","37.8436","35.7992","0.0000"
"375.0","36.9608","37.0977","37.8427","35.7992","0.0000"
"376.0","37.0105","37.0886","37.8419","35.7992","0.0000"
"377.0","36.4941","37.0352","37.8405","35.7992","0.0000"
"378.0","36.4012","36.9605","37.8391","35.7992","0.0000"
"379.0","36.2566","36.8684","37.8375","35.7992","0.0000"
"380.0","35.8312","36.7320","37.8355","35.7992","0.0000"
"381.0","35.8098","36.6027","37.8335","35.7992","0.0000"
"382.0","35.4920","36.4363","37.8311","35.7992","0.0000"
"383.0","35.5351","36.2847","37.8288","35.7992","0.0000"
"384.0","35.1924","36.0984","37.8262","35.7992","0.0000"
"385.0","35.1389","35.9162","37.8235","35.7992","0.0000"
"386.0","35.4245","35.7576","37.8211","35.7992","0.0000"
"387.0","35.3953","35.6477","37.8187","35.7992","0.0000"
"388.0","35.7547","35.5831","37.8166","35.7992","0.0000"
"389.0","35.7858","35.5360","37.8146","35.7992","0.0000"
"390.0","35.7858","35.5314","37.8126","35.7992","0.0000"
"391.0","35.8886","35.5393","37.8106","35.7992","0.0000"
"392.0","35.8074","35.5708","37.8086","35.7992","0.0000"
"393.0","35.5232","35.5697","37.8064","35.7992","0.0000"
"394.0","35.5160","35.6020","37.8041","35.7992","0.0000"
"395.0","35.3295","35.6211","37.8016","35.7992","0.0000"
"396.0","35.0738","35.5860","37.7989","35.7992","0.0000"
"397.0","34.7817","35.5247","37.7958","35.7992","0.0000"
"398.0","34.6376","35.4130","37.7927","35.7992","0.0000"
"399.0","34.6210","35.2965","37.7895","35.7992","0.0000"
"400.0","34.4127","35.1592","37.7861","35.7992","0.0000"
"401.0","34.2370","34.9940","37.7826","35.7992","0.0000"
"402.0","34.5275","34.8660","37.7793","35.7992","0.0000"
"403.0","34.4094","34.7546","37.7760","35.7992","0.0000"
"404.0","34.4261","34.6456","37.7726","35.7992","0.0000"
"405.0","34.7077","34.5835","37.7696","35.7992","0.0000"
"406.0","34.7884","34.5549","37.7666","35.7992","0.0000"
"407.0","34.7863","34.5554","37.7636","35.7992","0.0000"
"408.0","34.4806","34.5397","37.7603","35.7992","0.0000"
"409.0","34.6312","34.5407","37.7572","35.7992","0.0000"
"410.0","34.6636","34.5658","37.7541","35.7992","0.0000"
"411.0","34.2039","34.5625","37.7505","35.7992","0.0000"
"412.0","34.0185","34.5116","37.7468","35.7992","0.0000"
"413.0","33.7768","34.4483","37.7428","35.7992","0.0000"
"414.0","33.6611","34.3718","37.7387","35.7992","0.0000"
"415.0","33.2987","34.2309","37.7343","35.7992","0.0000"
"416.0","33.0343","34.0555","37.7296","35.7992","0.0000"
"417.0","32.9910","33.8760","37.7249","35.7992","0.0000"
"418.0","33.0815","33.7361","37.7202","35.7992","0.0000"
"419.0","33.0739","33.5803","37.7156","35.7992","0.0000"
"420.0","33.3718","33.4512","37.7112","35.7992","0.0000"
"421.0","33.3251","33.3633","37.7069","35.7992","0.0000"
"422.0","33.3682","33.2982","37.7025","35.7992","0.0000"
"423.0","33.4265","33.2632","37.6982","35.7992","0.0000"
"424.0","33.3394","33.2310","37.6939","35.7992","0.0000"
"425.0","33.4993","33.2511","37.6897","35.7992","0.0000"
"426.0","33.3221","33.2799","37.6853","35.7992","0.0000"
"427.0","32.9216","33.2729","37.6806","35.7992","0.0000"
"428.0","32.7615","33.2409","37.6756","35.7992","0.0000"
"429.0","32.5621","33.1898","37.6705","35.7992","0.0000"
"430.0","32.2382","33.0764","37.6651","35.7992","0.0000"
"431.0","32.0716","32.9510","37.6595","35.7992","0.0000"
"432.0","31.9814","32.8124","37.6538","35.7992","0.0000"
"433.0","32.0800","32.6777","37.6482","35.7992","0.0000"
"434.0","31.8070","32.5245","37.6424","35.7992","0.0000"
"435.0","31.7774","32.3523","37.6365","35.7992","0.0000"
"436.0","31.8018","32.2003","37.6307","35.7992","0.0000"
"437.0","31.7583","32.0839","37.6248","35.7992","0.0000"
"438.0","31.7583","31.9836","37.6190","35.7992","0.0000"
"439.0","32.2176","31.9492","37.6136","35.7992","0.0000"
"440.0","32.1071","31.9361","37.6081","35.7992","0.0000"
"441.0","32.1625","31.9451","37.6026","35.7992","0.0000"
"442.0","32.5298","32.0000","37.5975","35.7992","0.0000"
"443.0","32.3282","32.0248","37.5923","35.7992","0.0000"
"444.0","32.2661","32.0707","37.5869","35.7992","0.0000"
"445.0","32.0093","32.0939","37.5814","35.7992","0.0000"
"446.0","32.0203","32.1157","37.5758","35.7992","0.0000"
"447.0","31.7914","32.1191","37.5700","35.7992","0.0000"
"448.0","31.6530","32.1085","37.5641","35.7992","0.0000"
