Time [ms],Measured Flow,Simple Moving Average Flow,Exponential Moving Average Flow,LD20 Flow
"2260.0","35.6246","33.7742","34.5446","-0.0500"
"2280.0","39.9259","34.3437","37.2352","-0.0500"
"2300.0","38.0541","34.9619","37.6447","-0.0500"
"2320.0","37.9265","35.5415","37.7856","-0.0500"
"2340.0","38.4097","36.0539","38.0977","-0.0500"
"2360.0","39.8283","36.5652","38.9630","-0.0500"
"2380.0","42.8500","37.1640","40.9065","-0.0500"
"2400.0","39.9983","37.8737","40.4524","-0.0500"
"2420.0","39.3846","38.5631","39.9185","-0.0500"
"2440.0","37.2126","38.9215","38.5655","-0.0500"
"2460.0","29.7677","38.3358","34.1666","-0.0500"
"2480.0","21.6590","36.5091","27.9128","-0.0500"
"2500.0","13.8084","34.0845","20.8606","-0.0500"
"2520.0","12.7848","31.5703","16.8227","-0.0500"
"2540.0","14.1881","29.1482","15.5054","-0.0500"
"2560.0","14.5800","26.6233","15.0427","-0.0500"
"2580.0","14.0331","23.7416","14.5379","-0.0500"
"2600.0","10.2213","20.7640","12.3796","-0.0500"
"2620.0","9.1384","17.7393","10.7590","-0.0500"
"2640.0","9.6986","14.9879","10.2288","-0.0500"
"2660.0","10.6570","13.0769","10.4429","-0.0500"
"2680.0","11.8804","12.0990","11.1617","-0.0500"
"2700.0","9.7233","11.6905","10.4425","-0.0500"
"2720.0","9.4546","11.3575","9.9485","-0.0500"
"2740.0","9.9472","10.9334","9.9478","-0.0500"
"2760.0","10.4595","10.5213","10.2037","-0.0500"
"2780.0","12.1781","10.3358","11.1909","-0.0500"
"2800.0","10.4264","10.3563","10.8086","-0.0500"
"2820.0","10.0792","10.4504","10.4439","-0.0500"
"2840.0","9.9098","10.4715","10.1768","-0.0500"
"2860.0","9.6836","10.3742","9.9302","-0.0500"
"2880.0","11.1579","10.3019","10.5440","-0.0500"
"2900.0","9.4072","10.2703","9.9756","-0.0500"
"2920.0","8.0593","10.1308","9.0175","-0.0500"
"2940.0","7.4511","9.8812","8.2343","-0.0500"
"2960.0","7.3530","9.5705","7.7936","-0.0500"
"2980.0","8.3409","9.1868","8.0673","-0.0500"
"3000.0","6.3911","8.7833","7.2292","-0.0500"
"3020.0","5.1640","8.2918","6.1966","-0.0500"
"3040.0","4.2291","7.7237","5.2129","-0.0500"
"3060.0","3.5443","7.1098","4.3786","-0.0500"
"3080.0","5.7439","6.5684","5.0612","-0.0500"
"3100.0","17.0735","7.3350","11.0673","-0.0500"
"3120.0","39.6494","10.4940","25.3584","-0.0500"
"3140.0","43.1744","14.0664","34.2664","-0.0500"
"3160.0","31.3427","16.4653","32.8046","-0.0500"
"3180.0","24.3050","18.0617","28.5548","-0.0500"
"3200.0","20.5218","19.4748","24.5383","-0.0500"
"3220.0","25.2680","21.4852","24.9031","-0.0500"
"3240.0","28.8305","23.9454","26.8668","-0.0500"
"3260.0","28.0709","26.3980","27.4689","-0.0500"
"3280.0","26.8633","28.5100","27.1661","-0.0500"
"3300.0","22.3087","29.0335","24.7374","-0.0500"
"3320.0","23.2798","27.3965","24.0086","-0.0500"
"3340.0","28.5358","25.9327","26.2722","-0.0500"
"3360.0","34.0522","26.2036","30.1622","-0.0500"
"3380.0","41.1855","27.8917","35.6738","-0.0500"
"3400.0","38.9447","29.7339","37.3093","-0.0500"
"3420.0","37.9815","31.0053","37.6454","-0.0500"
"3440.0","36.9601","31.8183","37.3028","-0.0500"
"3460.0","36.4292","32.6541","36.8660","-0.0500"
"3480.0","39.1244","33.8802","37.9952","-0.0500"
"3500.0","35.7707","35.2264","36.8829","-0.0500"
"3520.0","32.4102","36.1394","34.6465","-0.0500"
"3540.0","31.0857","36.3944","32.8661","-0.0500"
"3560.0","31.0355","36.0927","31.9508","-0.0500"
"3580.0","34.4230","35.4165","33.1869","-0.0500"
"3600.0","32.6668","34.7887","32.9268","-0.0500"
"3620.0","32.4238","34.2329","32.6753","-0.0500"
"3640.0","33.5577","33.8927","33.1165","-0.0500"
"3660.0","35.5307","33.8028","34.3236","-0.0500"
"3680.0","37.9645","33.6869","36.1441","-0.0500"
"3700.0","34.7169","33.5815","35.4305","-0.0500"
"3720.0","33.2682","33.6673","34.3493","-0.0500"
"3740.0","34.7519","34.0339","34.5506","-0.0500"
"3760.0","36.4021","34.5706","35.4764","-0.0500"
"3780.0","40.0404","35.1323","37.7584","-0.0500"
"3800.0","37.2112","35.5867","37.4848","-0.0500"
"3820.0","36.8897","36.0333","37.1872","-0.0500"
"3840.0","38.5017","36.5277","37.8445","-0.0500"
"3860.0","40.1835","36.9930","39.0140","-0.0500"
"3880.0","42.4988","37.4464","40.7564","-0.0500"
"3900.0","39.3544","37.9102","40.0554","-0.0500"
"3920.0","39.0406","38.4874","39.5480","-0.0500"
"3940.0","34.7553","38.4878","37.1517","-0.0500"
"3960.0","25.4847","37.3960","31.3182","-0.0500"
"3980.0","18.6464","35.2566","24.9823","-0.0500"
"4000.0","13.1796","32.8535","19.0809","-0.0500"
"4020.0","13.6177","30.5263","16.3493","-0.0500"
"4040.0","14.6947","28.1456","15.5220","-0.0500"
"4060.0","13.6882","25.4960","14.6051","-0.0500"
"4080.0","13.1579","22.5620","13.8815","-0.0500"
"4100.0","10.4236","19.6689","12.1526","-0.0500"
"4120.0","9.3678","16.7016","10.7602","-0.0500"
"4140.0","10.1625","14.2423","10.4613","-0.0500"
"4160.0","10.2851","12.7224","10.3732","-0.0500"
"4180.0","11.8451","12.0422","11.1092","-0.0500"
"4200.0","10.4777","11.7720","10.7934","-0.0500"
"4220.0","9.8389","11.3942","10.3162","-0.0500"
"4240.0","10.0127","10.9260","10.1645","-0.0500"
"4260.0","10.5450","10.6116","10.3547","-0.0500"
"4280.0","12.3610","10.5320","11.3579","-0.0500"
"4300.0","10.8357","10.5732","11.0968","-0.0500"
"4320.0","9.8861","10.6250","10.4915","-0.0500"
"4340.0","9.7005","10.5788","10.0960","-0.0500"
"4360.0","9.5800","10.5083","9.8380","-0.0500"
"4380.0","10.8910","10.4129","10.3645","-0.0500"
"4400.0","9.1714","10.2823","9.7680","-0.0500"
"4420.0","8.0050","10.0989","8.8865","-0.0500"
"4440.0","7.4435","9.8419","8.1650","-0.0500"
"4460.0","7.0606","9.4935","7.6128","-0.0500"
"4480.0","8.0670","9.0641","7.8399","-0.0500"
"4500.0","6.0936","8.5899","6.9667","-0.0500"
"4520.0","4.6590","8.0672","5.8129","-0.0500"
"4540.0","3.8409","7.4812","4.8269","-0.0500"
"4560.0","3.2701","6.8502","4.0485","-0.0500"
"4580.0","8.5364","6.6147","6.2924","-0.0500"
"4600.0","25.4084","8.2384","15.8504","-0.0500"
"4620.0","41.9521","11.6332","28.9013","-0.0500"
"4640.0","39.2747","14.8163","34.0880","-0.0500"
"4660.0","27.4420","16.8544","30.7650","-0.0500"
"4680.0","23.3372","18.3814","27.0511","-0.0500"
"4700.0","23.0025","20.0723","25.0268","-0.0500"
"4720.0","26.3209","22.2385","25.6739","-0.0500"
"4740.0","28.4130","24.6957","27.0434","-0.0500"
"4760.0","25.7998","26.9487","26.4216","-0.0500"
"4780.0","25.5059","28.6457","25.9638","-0.0500"
"4800.0","23.4589","28.4507","24.7113","-0.0500"
"4820.0","25.2223","26.7777","24.9668","-0.0500"
"4840.0","30.1816","25.8684","27.5742","-0.0500"
"4860.0","36.1902","26.7432","31.8822","-0.0500"
"4880.0","42.7178","28.6813","37.3000","-0.0500"
"4900.0","40.7279","30.4538","39.0140","-0.0500"
"4920.0","37.7522","31.5970","38.3831","-0.0500"
"4940.0","36.7432","32.4300","37.5632","-0.0500"
"4960.0","37.1480","33.5648","37.3556","-0.0500"
"4980.0","39.1403","34.9282","38.2479","-0.0500"
"5000.0","35.0351","36.0859","36.6415","-0.0500"
"5020.0","31.4375","36.7074","34.0395","-0.0500"
"5040.0","30.5379","36.7430","32.2887","-0.0500"
"5060.0","30.6091","36.1849","31.4489","-0.0500"
"5080.0","33.7784","35.2910","32.6136","-0.0500"
"5100.0","32.4614","34.4643","32.5375","-0.0500"
"5120.0","32.4844","33.9375","32.5110","-0.0500"
"5140.0","34.1742","33.6806","33.3426","-0.0500"
"5160.0","35.4055","33.5064","34.3740","-0.0500"
"5180.0","37.4324","33.3356","35.9032","-0.0500"
"5200.0","34.4146","33.2735","35.1589","-0.0500"
"5220.0","34.0457","33.5344","34.6023","-0.0500"
"5240.0","35.7189","34.0525","35.1606","-0.0500"
"5260.0","37.1814","34.7097","36.1710","-0.0500"
"5280.0","41.5328","35.4851","38.8519","-0.0500"
"5300.0","39.7983","36.2188","39.3251","-0.0500"
"5320.0","38.3485","36.8052","38.8368","-0.0500"
"5340.0","39.3449","37.3223","39.0908","-0.0500"
"5360.0","39.7819","37.7599","39.4363","-0.0500"
"5380.0","42.5145","38.2682","40.9754","-0.0500"
"5400.0","41.0017","38.9269","40.9886","-0.0500"
"5420.0","37.2940","39.2517","39.1413","-0.0500"
"5440.0","30.4161","38.7214","34.7787","-0.0500"
"5460.0","19.9890","37.0022","27.3838","-0.0500"
"5480.0","16.0709","34.4560","21.7274","-0.0500"
"5500.0","13.9417","31.8703","17.8345","-0.0500"
"5520.0","14.1365","29.4491","15.9855","-0.0500"
"5540.0","14.2173","26.9363","15.1014","-0.0500"
"5560.0","12.5310","24.2113","13.8162","-0.0500"
"5580.0","12.1185","21.1717","12.9674","-0.0500"
"5600.0","10.1322","18.0847","11.5498","-0.0500"
"5620.0","9.4302","15.2983","10.4900","-0.0500"
"5640.0","9.6040","13.2171","10.0470","-0.0500"
"5660.0","10.0315","12.2214","10.0392","-0.0500"
"5680.0","11.2510","11.7394","10.6451","-0.0500"
"5700.0","10.0041","11.3456","10.3246","-0.0500"
"5720.0","9.3997","10.8719","9.8622","-0.0500"
"5740.0","9.9587","10.4461","9.9104","-0.0500"
"5760.0","10.4328","10.2363","10.1716","-0.0500"
"5780.0","12.0474","10.2291","11.1095","-0.0500"
"5800.0","10.5586","10.2718","10.8341","-0.0500"
"5820.0","9.5268","10.2815","10.1805","-0.0500"
"5840.0","9.4072","10.2618","9.7938","-0.0500"
"5860.0","9.3375","10.1924","9.5657","-0.0500"
"5880.0","10.4703","10.1143","10.0180","-0.0500"
"5900.0","8.3887","9.9528","9.2033","-0.0500"
"5920.0","7.4167","9.7545","8.3100","-0.0500"
"5940.0","6.8340","9.4420","7.5720","-0.0500"
"5960.0","6.7055","9.0693","7.1388","-0.0500"
"5980.0","7.8880","8.6534","7.5134","-0.0500"
"6000.0","6.4959","8.2471","7.0047","-0.0500"
"6020.0","4.4552","7.7399","5.7299","-0.0500"
"6040.0","3.4586","7.1451","4.5943","-0.0500"
"6060.0","2.7559","6.4869","3.6751","-0.0500"
"6080.0","12.5754","6.6974","8.1252","-0.0500"
"6100.0","32.9192","9.1504","20.5222","-0.0500"
"6120.0","42.8060","12.6894","31.6641","-0.0500"
"6140.0","35.3522","15.5412","33.5082","-0.0500"
"6160.0","24.2494","17.2956","28.8788","-0.0500"
"6180.0","22.7352","18.7803","25.8070","-0.0500"
"6200.0","24.4906","20.5798","25.1488","-0.0500"
"6220.0","27.1528","22.8495","26.1508","-0.0500"
"6240.0","27.9846","25.3021","27.0677","-0.0500"
"6260.0","25.5618","27.5827","26.3147","-0.0500"
"6280.0","25.0490","28.8301","25.6819","-0.0500"
"6300.0","24.1821","27.9564","24.9320","-0.0500"
"6320.0","26.6063","26.3364","25.7691","-0.0500"
"6340.0","32.5668","26.0579","29.1680","-0.0500"
"6360.0","37.7302","27.4059","33.4491","-0.0500"
"6380.0","42.3339","29.3658","37.8915","-0.0500"
"6400.0","40.2021","30.9370","39.0468","-0.0500"
"6420.0","37.7503","31.9967","38.3985","-0.0500"
"6440.0","37.0574","32.9040","37.7280","-0.0500"
"6460.0","37.4467","34.0925","37.5874","-0.0500"
"6480.0","39.4574","35.5333","38.5224","-0.0500"
"6500.0","34.4750","36.5626","36.4987","-0.0500"
"6520.0","30.7997","36.9820","33.6492","-0.0500"
"6540.0","29.9164","36.7169","31.7828","-0.0500"
"6560.0","30.4834","35.9922","31.1331","-0.0500"
"6580.0","33.6182","35.1207","32.3757","-0.0500"
"6600.0","33.9397","34.4944","33.1577","-0.0500"
"6620.0","32.9123","34.0106","33.0350","-0.0500"
"6640.0","34.3595","33.7408","33.6972","-0.0500"
"6660.0","35.0197","33.4981","34.3585","-0.0500"
"6680.0","36.7159","33.2240","35.5372","-0.0500"
"6700.0","35.1841","33.2949","35.3607","-0.0500"
"6720.0","34.3371","33.6486","34.8489","-0.0500"
"6740.0","36.5113","34.3081","35.6801","-0.0500"
"6760.0","38.1272","35.0725","36.9037","-0.0500"
"6780.0","41.1404","35.8247","39.0220","-0.0500"
"6800.0","40.1811","36.4489","39.6015","-0.0500"
"6820.0","38.9263","37.0503","39.2639","-0.0500"
"6840.0","40.1084","37.6252","39.6862","-0.0500"
"6860.0","40.3822","38.1614","40.0342","-0.0500"
"6880.0","42.7205","38.7619","41.3773","-0.0500"
"6900.0","41.2259","39.3660","41.3016","-0.0500"
"6920.0","33.8316","39.3155","37.5666","-0.0500"
"6940.0","24.1698","38.0813","30.8682","-0.0500"
"6960.0","15.5225","35.8209","23.1953","-0.0500"
"6980.0","15.0066","33.2075","19.1010","-0.0500"
"7000.0","14.9944","30.6888","17.0477","-0.0500"
"7020.0","14.1480","28.2110","15.5978","-0.0500"
"7040.0","12.5681","25.4570","14.0830","-0.0500"
"7060.0","8.6244","22.2812","11.3537","-0.0500"
"7080.0","7.9435","18.8035","9.6486","-0.0500"
"7100.0","8.6845","15.5493","9.1666","-0.0500"
"7120.0","9.9623","13.1624","9.5644","-0.0500"
"7140.0","10.7926","11.8247","10.1785","-0.0500"
"7160.0","10.1494","11.2874","10.1640","-0.0500"
"7180.0","10.9412","10.8809","10.5526","-0.0500"
"7200.0","10.7565","10.4571","10.6545","-0.0500"
"7220.0","9.8556","10.0278","10.2550","-0.0500"
"7240.0","10.6192","9.8329","10.4371","-0.0500"
"7260.0","10.6958","10.0401","10.5664","-0.0500"
"7280.0","11.9065","10.4364","11.2365","-0.0500"
"7300.0","10.9596","10.6639","11.0980","-0.0500"
"7320.0","9.3664","10.6043","10.2322","-0.0500"
"7340.0","9.5074","10.4757","9.8698","-0.0500"
"7360.0","9.7782","10.4386","9.8240","-0.0500"
"7380.0","10.5270","10.3972","10.1755","-0.0500"
"7400.0","9.0353","10.2251","9.6054","-0.0500"
"7420.0","6.9240","9.9319","8.2647","-0.0500"
"7440.0","6.6842","9.5384","7.4745","-0.0500"
"7460.0","6.5116","9.1200","6.9930","-0.0500"
"7480.0","7.0417","8.6335","7.0174","-0.0500"
"7500.0","5.9665","8.1342","6.4920","-0.0500"
"7520.0","4.0357","7.6012","5.2638","-0.0500"
"7540.0","3.1834","6.9688","4.2236","-0.0500"
"7560.0","3.5975","6.3507","3.9106","-0.0500"
"7580.0","17.3878","7.0368","10.6492","-0.0500"
"7600.0","38.8111","10.0144","24.7301","-0.0500"
"7620.0","41.6573","13.4877","33.1937","-0.0500"
"7640.0","31.4821","15.9675","32.3379","-0.0500"
"7660.0","22.3695","17.5533","27.3537","-0.0500"
"7680.0","23.5114","19.2002","25.4325","-0.0500"
"7700.0","26.9278","21.2964","26.1802","-0.0500"
"7720.0","28.3883","23.7316","27.2842","-0.0500"
"7740.0","27.4745","26.1607","27.3794","-0.0500"
"7760.0","24.3584","28.2368","25.8689","-0.0500"
"7780.0","25.8024","29.0783","25.8356","-0.0500"
"7800.0","26.0462","27.8018","25.9409","-0.0500"
"7820.0","28.6800","26.5040","27.3104","-0.0500"
"7840.0","33.9410","26.7499","30.6257","-0.0500"
"7860.0","37.5225","28.2652","34.0741","-0.0500"
"7880.0","41.8536","30.0995","37.9639","-0.0500"
"7900.0","40.7151","31.4782","39.3395","-0.0500"
"7920.0","36.5515","32.2945","37.9455","-0.0500"
"7940.0","37.3629","33.2834","37.6542","-0.0500"
"7960.0","37.0652","34.5540","37.3597","-0.0500"
"7980.0","37.7520","35.7490","37.5558","-0.0500"
"8000.0","34.3586","36.5802","35.9572","-0.0500"
"8020.0","30.4061","36.7529","33.1817","-0.0500"
"8040.0","30.2761","36.3864","31.7289","-0.0500"
"8060.0","31.5232","35.7864","31.6260","-0.0500"
"8080.0","34.9568","35.0967","33.2914","-0.0500"
"8100.0","34.3244","34.4577","33.8079","-0.0500"
"8120.0","33.0843","34.1110","33.4461","-0.0500"
"8140.0","34.1479","33.7895","33.7970","-0.0500"
"8160.0","34.6673","33.5497","34.2321","-0.0500"
"8180.0","36.2345","33.3979","35.2333","-0.0500"
"8200.0","36.2939","33.5914","35.7636","-0.0500"
"8220.0","35.7454","34.1254","35.7545","-0.0500"
"8240.0","37.3206","34.8298","36.5375","-0.0500"
"8260.0","37.7302","35.4505","37.1339","-0.0500"
"8280.0","40.6439","36.0192","38.8889","-0.0500"
"8300.0","40.3410","36.6209","39.6150","-0.0500"
"8320.0","39.2118","37.2336","39.4134","-0.0500"
"8340.0","40.1147","37.8303","39.7640","-0.0500"
"8360.0","41.0063","38.4642","40.3852","-0.0500"
"8380.0","43.5470","39.1955","41.9661","-0.0500"
"8400.0","39.4199","39.5081","40.6930","-0.0500"
"8420.0","29.0177","38.8353","34.8553","-0.0500"
"8440.0","18.5826","36.9615","26.7190","-0.0500"
"8460.0","13.7940","34.5679","20.2565","-0.0500"
"8480.0","15.2208","32.0256","17.7387","-0.0500"
"8500.0","16.2033","29.6118","16.9710","-0.0500"
"8520.0","13.6676","27.0574","15.3193","-0.0500"
"8540.0","11.7230","24.2182","13.5211","-0.0500"
"8560.0","10.4012","21.1577","11.9611","-0.0500"
"8580.0","11.0206","17.9051","11.4909","-0.0500"
"8600.0","10.9532","15.0584","11.2220","-0.0500"
"8620.0","9.6233","13.1190","10.4227","-0.0500"
"8640.0","9.7217","12.2329","10.0722","-0.0500"
"8660.0","9.5566","11.8091","9.8144","-0.0500"
"8680.0","11.0388","11.3909","10.4266","-0.0500"
"8700.0","10.8805","10.8587","10.6536","-0.0500"
"8720.0","9.8926","10.4811","10.2731","-0.0500"
"8740.0","10.2355","10.3324","10.2543","-0.0500"
"8760.0","10.5242","10.3447","10.3893","-0.0500"
"8780.0","11.4120","10.3838","10.9006","-0.0500"
"8800.0","10.9091","10.3794","10.9049","-0.0500"
"8820.0","9.5540","10.3725","10.2294","-0.0500"
"8840.0","9.3152","10.3319","9.7723","-0.0500"
"8860.0","9.0234","10.2785","9.3978","-0.0500"
"8880.0","9.5075","10.1254","9.4527","-0.0500"
"8900.0","8.5230","9.8897","8.9878","-0.0500"
"8920.0","6.7614","9.5765","7.8746","-0.0500"
"8940.0","6.5732","9.2103","7.2239","-0.0500"
"8960.0","6.3577","8.7937","6.7908","-0.0500"
"8980.0","7.1548","8.3679","6.9728","-0.0500"
"9000.0","6.0653","7.8836","6.5190","-0.0500"
"9020.0","4.0369","7.3318","5.2780","-0.0500"
"9040.0","2.8625","6.6866","4.0702","-0.0500"
"9060.0","6.7524","6.4595","5.4113","-0.0500"
"9080.0","28.4411","8.3528","16.9262","-0.0500"
"9100.0","46.6631","12.1668","31.7946","-0.0500"
"9120.0","40.1017","15.5009","35.9482","-0.0500"
"9140.0","27.8234","17.6259","31.8858","-0.0500"
"9160.0","21.8327","19.1734","26.8592","-0.0500"
"9180.0","25.9276","21.0507","26.3934","-0.0500"
"9200.0","30.3424","23.4784","28.3679","-0.0500"
"9220.0","29.0679","25.9815","28.7179","-0.0500"
"9240.0","26.9083","28.3861","27.8131","-0.0500"
"9260.0","24.0043","30.1112","25.9087","-0.0500"
"9280.0","26.5154","29.9187","26.2121","-0.0500"
"9300.0","28.8489","28.1373","27.5305","-0.0500"
"9320.0","30.8298","27.2101","29.1801","-0.0500"
"9340.0","35.7715","28.0049","32.4758","-0.0500"
"9360.0","39.0551","29.7271","35.7655","-0.0500"
"9380.0","41.5585","31.2902","38.6620","-0.0500"
"9400.0","40.3319","32.2892","39.4969","-0.0500"
"9420.0","36.5198","33.0343","38.0084","-0.0500"
"9440.0","36.1824","33.9618","37.0954","-0.0500"
"9460.0","35.9171","35.1530","36.5062","-0.0500"
"9480.0","36.6420","36.1657","36.5741","-0.0500"
"9500.0","33.5427","36.6351","35.0584","-0.0500"
"9520.0","30.1007","36.5622","32.5796","-0.0500"
"9540.0","30.4929","36.0343","31.5362","-0.0500"
"9560.0","31.7257","35.3014","31.6309","-0.0500"
"9580.0","35.0072","34.6462","33.3191","-0.0500"
"9600.0","35.5340","34.1664","34.4265","-0.0500"
"9620.0","34.3845","33.9529","34.4055","-0.0500"
"9640.0","35.4011","33.8748","34.9033","-0.0500"
"9660.0","34.4443","33.7275","34.6738","-0.0500"
"9680.0","36.3293","33.6962","35.5015","-0.0500"
"9700.0","37.2780","34.0698","36.3897","-0.0500"
"9720.0","36.0426","34.6639","36.2162","-0.0500"
"9740.0","37.0679","35.3214","36.6420","-0.0500"
"9760.0","38.1601","35.9649","37.4011","-0.0500"
"9780.0","41.1445","36.5786","39.2728","-0.0500"
"9800.0","41.2407","37.1493","40.2567","-0.0500"
"9820.0","39.1723","37.6281","39.7145","-0.0500"
"9840.0","39.6877","38.0567","39.7011","-0.0500"
"9860.0","40.3931","38.6516","40.0471","-0.0500"
"9880.0","42.1061","39.2293","41.0766","-0.0500"
"9900.0","35.3427","39.0358","38.2097","-0.0500"
"9920.0","22.5271","37.6842","30.3684","-0.0500"
"9940.0","14.8597","35.4634","22.6140","-0.0500"
"9960.0","13.1991","32.9673","17.9066","-0.0500"
