Time [ms],Measured Flow,Simple Moving Average Flow,Exponential Moving Average Flow,Riemann FlowLD20 Flow
"400199.0","0.8298","0.6108","2.2033","0.4049","0.0000"
"400200.0","0.7634","0.6131","2.1889","0.4049","0.0000"
"400201.0","0.5981","0.6098","2.1730","0.4049","0.0000"
"400202.0","0.5686","0.6086","2.1569","0.4049","0.0000"
"400203.0","0.4791","0.6073","2.1401","0.4049","0.0000"
"400204.0","0.4542","0.6052","2.1233","0.4049","0.0000"
"400205.0","0.4246","0.6028","2.1063","0.4049","0.0000"
"400206.0","0.3925","0.6008","2.0892","0.4049","0.0000"
"400207.0","0.4602","0.6004","2.0729","0.4049","0.0000"
"400208.0","0.4419","0.5984","2.0566","0.4049","0.0000"
"400209.0","0.4053","0.5941","2.0401","0.4049","0.0000"
"400210.0","0.5024","0.5889","2.0247","0.4049","0.0000"
"400211.0","0.5477","0.5859","2.0099","0.4049","0.0000"
"400212.0","0.6638","0.5845","1.9964","0.4049","0.0000"
"400213.0","0.7624","0.5821","1.9841","0.4049","0.0000"
"400214.0","0.6574","0.5788","1.9708","0.4049","0.0000"
"400215.0","0.7335","0.5771","1.9585","0.4049","0.0000"
"400216.0","0.7146","0.5748","1.9460","0.4049","0.0000"
"400217.0","0.7953","0.5763","1.9345","0.4049","0.0000"
"400218.0","0.7499","0.5785","1.9227","0.4049","0.0000"
"400219.0","0.6368","0.5804","1.9098","0.6368","0.0000"
"400220.0","0.6368","0.5829","1.8971","0.6368","0.0000"
"400221.0","0.5700","0.5867","1.8838","0.6368","0.0000"
"400222.0","0.5094","0.5890","1.8701","0.6368","0.0000"
"400223.0","0.4427","0.5901","1.8558","0.6368","0.0000"
"400224.0","0.3938","0.5902","1.8412","0.6368","0.0000"
"400225.0","0.4351","0.5907","1.8271","0.6368","0.0000"
"400226.0","0.4717","0.5899","1.8136","0.6368","0.0000"
"400227.0","0.4580","0.5883","1.8000","0.6368","0.0000"
"400228.0","0.5178","0.5854","1.7872","0.6368","0.0000"
"400229.0","0.6712","0.5848","1.7760","0.6368","0.0000"
"400230.0","0.7419","0.5835","1.7657","0.6368","0.0000"
"400231.0","0.8185","0.5839","1.7562","0.6368","0.0000"
"400232.0","0.7849","0.5826","1.7465","0.6368","0.0000"
"400233.0","0.8120","0.5816","1.7371","0.6368","0.0000"
"400234.0","0.7511","0.5819","1.7273","0.6368","0.0000"
"400235.0","0.6330","0.5808","1.7163","0.6368","0.0000"
"400236.0","0.5729","0.5811","1.7049","0.6368","0.0000"
"400237.0","0.5008","0.5820","1.6929","0.6368","0.0000"
"400238.0","0.4704","0.5815","1.6806","0.6368","0.0000"
"400239.0","0.4068","0.5818","1.6679","0.6368","0.0000"
"400240.0","0.4677","0.5837","1.6559","0.6368","0.0000"
"400241.0","0.5006","0.5883","1.6444","0.6368","0.0000"
"400242.0","0.5338","0.5902","1.6332","0.6368","0.0000"
"400243.0","0.6058","0.5944","1.6230","0.6368","0.0000"
"400244.0","0.5758","0.5966","1.6125","0.6368","0.0000"
"400245.0","0.6865","0.5972","1.6032","0.6368","0.0000"
"400246.0","0.7261","0.5979","1.5945","0.6368","0.0000"
"400247.0","0.8772","0.6000","1.5873","0.6368","0.0000"
"400248.0","0.8859","0.6008","1.5803","0.6368","0.0000"
"400249.0","0.8345","0.6009","1.5728","0.6368","0.0000"
"400250.0","0.8084","0.6018","1.5652","0.6368","0.0000"
"400251.0","0.6881","0.6036","1.5564","0.6368","0.0000"
"400252.0","0.6389","0.6050","1.5472","0.6368","0.0000"
"400253.0","0.6374","0.6082","1.5381","0.6368","0.0000"
"400254.0","0.5426","0.6099","1.5282","0.6368","0.0000"
"400255.0","0.4629","0.6107","1.5175","0.6368","0.0000"
"400256.0","0.3891","0.6106","1.5062","0.6368","0.0000"
"400257.0","0.4093","0.6096","1.4953","0.6368","0.0000"
"400258.0","0.4320","0.6094","1.4846","0.6368","0.0000"
"400259.0","0.4870","0.6110","1.4747","0.6368","0.0000"
"400260.0","0.5819","0.6126","1.4657","0.6368","0.0000"
"400261.0","0.5804","0.6133","1.4569","0.6368","0.0000"
"400262.0","0.5975","0.6120","1.4483","0.6368","0.0000"
"400263.0","0.6935","0.6106","1.4407","0.6368","0.0000"
"400264.0","0.6924","0.6113","1.4333","0.6368","0.0000"
"400265.0","0.7385","0.6114","1.4263","0.6368","0.0000"
"400266.0","0.7385","0.6119","1.4194","0.6368","0.0000"
"400267.0","0.6391","0.6087","1.4116","0.6368","0.0000"
"400268.0","0.6777","0.6073","1.4043","0.6368","0.0000"
"400269.0","0.5668","0.6059","1.3959","0.6368","0.0000"
"400270.0","0.5735","0.6046","1.3877","0.6368","0.0000"
"400271.0","0.5463","0.6042","1.3793","0.6368","0.0000"
"400272.0","0.4805","0.6036","1.3703","0.6368","0.0000"
"400273.0","0.3805","0.6023","1.3604","0.6368","0.0000"
"400274.0","0.3340","0.6011","1.3501","0.6368","0.0000"
"400275.0","0.4661","0.6018","1.3413","0.6368","0.0000"
"400276.0","0.4599","0.6015","1.3325","0.6368","0.0000"
"400277.0","0.4519","0.6014","1.3237","0.6368","0.0000"
"400278.0","0.5692","0.6024","1.3161","0.6368","0.0000"
"400279.0","0.5754","0.6005","1.3087","0.6368","0.0000"
"400280.0","0.5824","0.5973","1.3015","0.6368","0.0000"
"400281.0","0.6023","0.5930","1.2945","0.6368","0.0000"
"400282.0","0.6701","0.5907","1.2882","0.6368","0.0000"
"400283.0","0.5693","0.5858","1.2810","0.6368","0.0000"
"400284.0","0.4999","0.5808","1.2732","0.6368","0.0000"
"400285.0","0.5100","0.5784","1.2656","0.6368","0.0000"
"400286.0","0.3766","0.5744","1.2567","0.6368","0.0000"
"400287.0","0.2254","0.5689","1.2464","0.6368","0.0000"
"400288.0","0.1300","0.5621","1.2352","0.6368","0.0000"
"400289.0","0.1189","0.5564","1.2241","0.6368","0.0000"
"400290.0","0.1414","0.5498","1.2132","0.6368","0.0000"
"400291.0","0.1471","0.5428","1.2026","0.6368","0.0000"
"400292.0","0.1709","0.5355","1.1923","0.6368","0.0000"
"400293.0","0.2068","0.5275","1.1824","0.6368","0.0000"
"400294.0","0.1460","0.5189","1.1720","0.6368","0.0000"
"400295.0","0.3283","0.5118","1.1636","0.3283","0.0000"
"400296.0","0.4013","0.5053","1.1560","0.3283","0.0000"
"400297.0","0.4256","0.4962","1.1487","0.3283","0.0000"
"400298.0","0.3482","0.4855","1.1407","0.3283","0.0000"
"400299.0","0.3339","0.4755","1.1326","0.3283","0.0000"
"400300.0","0.2789","0.4649","1.1241","0.3283","0.0000"
"400301.0","0.2857","0.4568","1.1157","0.3283","0.0000"
"400302.0","0.2162","0.4484","1.1067","0.3283","0.0000"
"400303.0","0.1637","0.4389","1.0973","0.3283","0.0000"
"400304.0","0.0775","0.4296","1.0871","0.3283","0.0000"
"400305.0","0.0545","0.4214","1.0767","0.3283","0.0000"
"400306.0","-0.0656","0.4123","1.0653","0.3283","0.0000"
"400307.0","-0.0178","0.4038","1.0545","0.3283","0.0000"
"400308.0","0.0285","0.3957","1.0442","0.3283","0.0000"
"400309.0","0.0490","0.3870","1.0343","0.3283","0.0000"
"400310.0","0.0122","0.3756","1.0240","0.3283","0.0000"
"400311.0","0.0122","0.3642","1.0139","0.3283","0.0000"
"400312.0","0.2298","0.3569","1.0061","0.3283","0.0000"
"400313.0","0.3332","0.3497","0.9994","0.3283","0.0000"
"400314.0","0.2570","0.3409","0.9919","0.3283","0.0000"
"400315.0","0.3288","0.3328","0.9853","0.3283","0.0000"
"400316.0","0.2922","0.3238","0.9784","0.3283","0.0000"
"400317.0","0.2836","0.3167","0.9714","0.3283","0.0000"
"400318.0","0.2832","0.3088","0.9645","0.3283","0.0000"
"400319.0","0.2931","0.3034","0.9578","0.3283","0.0000"
"400320.0","0.1773","0.2954","0.9500","0.3283","0.0000"
"400321.0","0.0768","0.2860","0.9413","0.3283","0.0000"
"400322.0","0.0719","0.2779","0.9326","0.3283","0.0000"
"400323.0","-0.0028","0.2702","0.9232","0.3283","0.0000"
"400324.0","0.0466","0.2645","0.9145","0.3283","0.0000"
"400325.0","0.0343","0.2558","0.9057","0.3283","0.0000"
"400326.0","0.0509","0.2476","0.8971","0.3283","0.0000"
"400327.0","0.1321","0.2412","0.8895","0.3283","0.0000"
"400328.0","0.1519","0.2329","0.8821","0.3283","0.0000"
"400329.0","0.2735","0.2269","0.8760","0.3283","0.0000"
"400330.0","0.2549","0.2203","0.8698","0.3283","0.0000"
"400331.0","0.2654","0.2136","0.8638","0.3283","0.0000"
"400332.0","0.1682","0.2035","0.8568","0.3283","0.0000"
"400333.0","0.1668","0.1955","0.8499","0.3283","0.0000"
"400334.0","0.2441","0.1904","0.8438","0.3283","0.0000"
"400335.0","0.0900","0.1820","0.8363","0.3283","0.0000"
"400336.0","0.0260","0.1750","0.8282","0.3283","0.0000"
"400337.0","-0.0898","0.1687","0.8190","0.3283","0.0000"
"400338.0","-0.0454","0.1651","0.8104","0.3283","0.0000"
"400339.0","-0.0720","0.1613","0.8016","0.3283","0.0000"
"400340.0","-0.0529","0.1574","0.7930","0.3283","0.0000"
"400341.0","-0.0423","0.1537","0.7847","0.3283","0.0000"
"400342.0","-0.0142","0.1500","0.7767","0.3283","0.0000"
"400343.0","0.0017","0.1459","0.7689","0.3283","0.0000"
"400344.0","-0.0760","0.1414","0.7605","0.3283","0.0000"
"400345.0","0.0405","0.1357","0.7533","0.3283","0.0000"
"400346.0","0.0746","0.1291","0.7465","0.3283","0.0000"
"400347.0","0.1318","0.1232","0.7403","0.3283","0.0000"
"400348.0","0.1690","0.1197","0.7346","0.3283","0.0000"
"400349.0","0.1747","0.1165","0.7290","0.3283","0.0000"
"400350.0","0.0611","0.1121","0.7223","0.3283","0.0000"
"400351.0","-0.0054","0.1063","0.7151","0.3283","0.0000"
"400352.0","0.0316","0.1026","0.7082","0.3283","0.0000"
"400353.0","-0.0542","0.0982","0.7006","0.3283","0.0000"
"400354.0","-0.0817","0.0951","0.6928","0.3283","0.0000"
"400355.0","-0.1785","0.0904","0.6841","0.3283","0.0000"
"400356.0","-0.1950","0.0878","0.6753","0.3283","0.0000"
"400357.0","-0.1950","0.0843","0.6666","0.3283","0.0000"
"400358.0","-0.2377","0.0789","0.6575","0.3283","0.0000"
"400359.0","-0.2252","0.0735","0.6487","0.3283","0.0000"
"400360.0","-0.1055","0.0711","0.6412","0.3283","0.0000"
"400361.0","-0.0755","0.0694","0.6340","0.3283","0.0000"
"400362.0","0.0627","0.0660","0.6283","0.3283","0.0000"
"400363.0","-0.0450","0.0584","0.6216","0.3283","0.0000"
"400364.0","0.1074","0.0555","0.6164","0.3283","0.0000"
"400365.0","0.1334","0.0515","0.6116","0.3283","0.0000"
"400366.0","0.1359","0.0484","0.6068","0.3283","0.0000"
"400367.0","0.0088","0.0429","0.6008","0.3283","0.0000"
"400368.0","-0.1046","0.0352","0.5938","0.3283","0.0000"
"400369.0","-0.1707","0.0259","0.5861","0.3283","0.0000"
"400370.0","-0.2156","0.0180","0.5781","0.3283","0.0000"
"400371.0","-0.2749","0.0110","0.5696","-0.2749","0.0000"
"400372.0","-0.3472","0.0026","0.5604","-0.2749","0.0000"
"400373.0","-0.3453","-0.0042","0.5514","-0.2749","0.0000"
"400374.0","-0.3701","-0.0126","0.5422","-0.2749","0.0000"
"400375.0","-0.4059","-0.0214","0.5327","-0.2749","0.0000"
"400376.0","-0.4548","-0.0315","0.5228","-0.2749","0.0000"
"400377.0","-0.3305","-0.0407","0.5143","-0.2749","0.0000"
"400378.0","-0.2448","-0.0487","0.5067","-0.2749","0.0000"
"400379.0","-0.2124","-0.0584","0.4995","-0.2749","0.0000"
"400380.0","-0.1595","-0.0667","0.4929","-0.2749","0.0000"
"400381.0","-0.1482","-0.0749","0.4865","-0.2749","0.0000"
"400382.0","-0.1810","-0.0819","0.4798","-0.2749","0.0000"
"400383.0","-0.1298","-0.0879","0.4737","-0.2749","0.0000"
"400384.0","-0.2215","-0.0972","0.4668","-0.2749","0.0000"
"400385.0","-0.2769","-0.1045","0.4593","-0.2749","0.0000"
"400386.0","-0.3114","-0.1113","0.4516","-0.2749","0.0000"
"400387.0","-0.4980","-0.1194","0.4421","-0.2749","0.0000"
"400388.0","-0.5678","-0.1299","0.4320","-0.2749","0.0000"
"400389.0","-0.5984","-0.1404","0.4217","-0.2749","0.0000"
"400390.0","-0.5942","-0.1512","0.4116","-0.2749","0.0000"
"400391.0","-0.5526","-0.1614","0.4019","-0.2749","0.0000"
"400392.0","-0.5461","-0.1721","0.3924","-0.2749","0.0000"
"400393.0","-0.4932","-0.1820","0.3836","-0.2749","0.0000"
"400394.0","-0.4858","-0.1902","0.3749","-0.2749","0.0000"
"400395.0","-0.3182","-0.1973","0.3680","-0.2749","0.0000"
"400396.0","-0.2990","-0.2048","0.3613","-0.2749","0.0000"
"400397.0","-0.3344","-0.2141","0.3543","-0.2749","0.0000"
"400398.0","-0.2429","-0.2224","0.3484","-0.2749","0.0000"
"400399.0","-0.2726","-0.2313","0.3422","-0.2749","0.0000"
"400400.0","-0.3312","-0.2392","0.3354","-0.2749","0.0000"
"400401.0","-0.4423","-0.2479","0.3276","-0.2749","0.0000"
"400402.0","-0.4433","-0.2574","0.3199","-0.2749","0.0000"
"400403.0","-0.4433","-0.2652","0.3123","-0.2749","0.0000"
"400404.0","-0.4712","-0.2730","0.3045","-0.2749","0.0000"
"400405.0","-0.5567","-0.2805","0.2959","-0.2749","0.0000"
"400406.0","-0.6523","-0.2897","0.2864","-0.2749","0.0000"
"400407.0","-0.6414","-0.2986","0.2771","-0.2749","0.0000"
"400408.0","-0.5516","-0.3049","0.2688","-0.2749","0.0000"
"400409.0","-0.6667","-0.3137","0.2595","-0.2749","0.0000"
"400410.0","-0.5022","-0.3216","0.2518","-0.2749","0.0000"
"400411.0","-0.4598","-0.3293","0.2447","-0.2749","0.0000"
"400412.0","-0.4622","-0.3398","0.2376","-0.2749","0.0000"
"400413.0","-0.3715","-0.3464","0.2316","-0.2749","0.0000"
"400414.0","-0.2993","-0.3545","0.2262","-0.2749","0.0000"
"400415.0","-0.2671","-0.3625","0.2213","-0.2749","0.0000"
"400416.0","-0.3043","-0.3713","0.2161","-0.2749","0.0000"
"400417.0","-0.3700","-0.3789","0.2102","-0.2749","0.0000"
"400418.0","-0.4929","-0.3867","0.2032","-0.2749","0.0000"
"400419.0","-0.6303","-0.3959","0.1948","-0.2749","0.0000"
"400420.0","-0.6056","-0.4037","0.1868","-0.2749","0.0000"
"400421.0","-0.6663","-0.4115","0.1783","-0.2749","0.0000"
"400422.0","-0.7802","-0.4201","0.1687","-0.2749","0.0000"
"400423.0","-0.8145","-0.4295","0.1589","-0.2749","0.0000"
"400424.0","-0.7840","-0.4378","0.1495","-0.2749","0.0000"
"400425.0","-0.7333","-0.4444","0.1406","-0.2749","0.0000"
"400426.0","-0.7227","-0.4497","0.1320","-0.2749","0.0000"
"400427.0","-0.7176","-0.4575","0.1235","-0.2749","0.0000"
