Time [ms],Corrected Value
"11880.0","24.5833"
"11900.0","25.3738"
"11920.0","25.6273"
"11940.0","24.5030"
"11960.0","24.2341"
"11980.0","23.0641"
"12000.0","20.5554"
"12020.0","18.7191"
"12040.0","13.0071"
"12060.0","5.9407"
"12080.0","5.7253"
"12100.0","5.7258"
"12120.0","5.5423"
"12140.0","4.9206"
"12160.0","4.4408"
"12180.0","4.5042"
"12200.0","5.3330"
"12220.0","5.8915"
"12240.0","5.4112"
"12260.0","4.8728"
"12280.0","5.1828"
"12300.0","6.1772"
"12320.0","7.8445"
"12340.0","9.0504"
"12360.0","8.7423"
"12380.0","8.9389"
"12400.0","9.0689"
"12420.0","8.9751"
"12440.0","8.1812"
"12460.0","8.3115"
"12480.0","9.7111"
"12500.0","7.5012"
"12520.0","7.5014"
"12540.0","5.7777"
"12560.0","4.3337"
"12580.0","6.8505"
"12600.0","6.4294"
"12620.0","4.6304"
"12640.0","5.6385"
"12660.0","6.1827"
"12680.0","5.7501"
"12700.0","4.8993"
"12720.0","3.8601"
"12740.0","4.2927"
"12760.0","5.7156"
"12780.0","5.2750"
"12800.0","4.5914"
"12820.0","4.7401"
"12840.0","5.3830"
"12860.0","10.0163"
"12880.0","5.5104"
"12900.0","5.0258"
"12920.0","4.5058"
"12940.0","4.7839"
"12960.0","5.7416"
"12980.0","7.4595"
"13000.0","7.8147"
"13020.0","7.3490"
"13040.0","6.3132"
"13060.0","6.1212"
"13080.0","6.2528"
"13100.0","5.9242"
"13120.0","4.8045"
"13140.0","4.0002"
"13160.0","3.4824"
"13180.0","3.1386"
"13200.0","2.6461"
"13220.0","2.4505"
"13240.0","2.8279"
"13260.0","3.4934"
"13280.0","3.1531"
"13300.0","3.2432"
"13320.0","3.7978"
"13340.0","3.7756"
"13360.0","4.0362"
"13380.0","4.1692"
"13400.0","4.1991"
"13420.0","4.7044"
"13440.0","5.4822"
"13460.0","5.8013"
"13480.0","6.1961"
"13500.0","6.0759"
"13520.0","5.9839"
"13540.0","5.7280"
"13560.0","6.2930"
"13580.0","6.8600"
"13600.0","6.6537"
"13620.0","6.5047"
"13640.0","6.6270"
"13660.0","7.1485"
"13680.0","7.4303"
"13700.0","7.8267"
"13720.0","7.8383"
"13740.0","7.9376"
"13760.0","7.9895"
"13780.0","8.4691"
"13800.0","8.9232"
"13820.0","9.7261"
"13840.0","10.1234"
"13860.0","9.5236"
"13880.0","8.9346"
"13900.0","8.4766"
"13920.0","8.3777"
"13940.0","7.5426"
"13960.0","7.1931"
"13980.0","7.3494"
"14000.0","6.9410"
"14020.0","5.6363"
"14040.0","4.6165"
"14060.0","4.0760"
"14080.0","3.5640"
"14100.0","3.3928"
"14120.0","3.4953"
"14140.0","3.3144"
"14160.0","2.7308"
"14180.0","2.6071"
"14200.0","2.8611"
"14220.0","3.4887"
"14240.0","3.9323"
"14260.0","4.6924"
"14280.0","5.0223"
"14300.0","5.4681"
"14320.0","6.0292"
"14340.0","6.4574"
"14360.0","6.6767"
"14380.0","6.2180"
"14400.0","5.9014"
"14420.0","6.0300"
"14440.0","6.4052"
"14460.0","6.9167"
"14480.0","6.9338"
"14500.0","7.0915"
"14520.0","7.3886"
"14540.0","7.4918"
"14560.0","7.5866"
"14580.0","8.0687"
"14600.0","8.5693"
"14620.0","8.8541"
"14640.0","9.1608"
"14660.0","9.0019"
"14680.0","8.8242"
"14700.0","8.3581"
"14720.0","8.2017"
"14740.0","7.9764"
"14760.0","8.1661"
"14780.0","7.5568"
"14800.0","7.0867"
"14820.0","7.1033"
"14840.0","6.8898"
"14860.0","5.8886"
"14880.0","5.4905"
"14900.0","4.5675"
"14920.0","3.9213"
"14940.0","3.6033"
"14960.0","3.3130"
"14980.0","3.1778"
"15000.0","3.1047"
"15020.0","3.1564"
"15040.0","2.9251"
"15060.0","3.1665"
"15080.0","3.6284"
"15100.0","4.4181"
"15120.0","4.6326"
"15140.0","5.0771"
"15160.0","5.4968"
"15180.0","6.0177"
"15200.0","6.2968"
"15220.0","7.1824"
"15240.0","7.6334"
"15260.0","8.0672"
"15280.0","8.2904"
"15300.0","8.5129"
"15320.0","8.6349"
"15340.0","8.9586"
"15360.0","8.9895"
"15380.0","8.8019"
"15400.0","8.8658"
"15420.0","8.7070"
"15440.0","7.7008"
"15460.0","8.4254"
"15480.0","8.2988"
"15500.0","8.4987"
"15520.0","8.0495"
"15540.0","7.8755"
"15560.0","7.0666"
"15580.0","6.1617"
"15600.0","5.4039"
"15620.0","4.1677"
"15640.0","3.2140"
"15660.0","2.7480"
"15680.0","2.5887"
"15700.0","2.9505"
"15720.0","2.7758"
"15740.0","2.4271"
"15760.0","3.2238"
"15780.0","4.1809"
"15800.0","3.9748"
"15820.0","4.6300"
"15840.0","5.4983"
"15860.0","6.2695"
"15880.0","6.4129"
"15900.0","6.7985"
"15920.0","7.5723"
"15940.0","7.9559"
"15960.0","8.4144"
"15980.0","8.7066"
"16000.0","9.2161"
"16020.0","9.4762"
"16040.0","9.2817"
"16060.0","8.7349"
"16080.0","8.3832"
"16100.0","8.1298"
"16120.0","8.1091"
"16140.0","8.1655"
"16160.0","8.0331"
"16180.0","7.2023"
"16200.0","6.5291"
"16220.0","5.7440"
"16240.0","4.9175"
"16260.0","3.7927"
"16280.0","3.3654"
"16300.0","3.0667"
"16320.0","2.8781"
"16340.0","3.1103"
"16360.0","3.1116"
"16380.0","3.0388"
"16400.0","3.5230"
"16420.0","4.8619"
"16440.0","5.6066"
"16460.0","6.0879"
"16480.0","5.9027"
"16500.0","5.9509"
"16520.0","6.3029"
"16540.0","6.7556"
"16560.0","7.4353"
"16580.0","7.9945"
"16600.0","8.5355"
"16620.0","8.1395"
"16640.0","8.3431"
"16660.0","8.1283"
"16680.0","7.9331"
"16700.0","7.6267"
"16720.0","7.3678"
"16740.0","7.2275"
"16760.0","6.5082"
"16780.0","6.8725"
"16800.0","6.4383"
"16820.0","5.2242"
"16840.0","4.1191"
"16860.0","3.6504"
"16880.0","3.3002"
"16900.0","2.6829"
"16920.0","2.5195"
"16940.0","2.5499"
"16960.0","2.8630"
"16980.0","3.2800"
"17000.0","4.0451"
"17020.0","4.5193"
"17040.0","5.1372"
"17060.0","5.3492"
"17080.0","6.3440"
"17100.0","7.1676"
"17120.0","8.0061"
"17140.0","8.5056"
"17160.0","8.5892"
"17180.0","8.7316"
"17200.0","8.6005"
"17220.0","8.8574"
"17240.0","8.8638"
"17260.0","8.7810"
"17280.0","7.9760"
"17300.0","7.3837"
"17320.0","6.4597"
"17340.0","5.7614"
"17360.0","4.8059"
"17380.0","3.5774"
"17400.0","2.6887"
"17420.0","1.8415"
"17440.0","2.4543"
"17460.0","2.6600"
"17480.0","3.5525"
"17500.0","4.5679"
"17520.0","5.3679"
"17540.0","6.7601"
"17560.0","6.9907"
"17580.0","7.3865"
"17600.0","7.3771"
"17620.0","7.4158"
"17640.0","7.5097"
"17660.0","6.9200"
"17680.0","6.7586"
"17700.0","6.2858"
"17720.0","5.9081"
"17740.0","5.2898"
"17760.0","5.3278"
"17780.0","5.4543"
"17800.0","5.4434"
"17820.0","5.3811"
"17840.0","5.6577"
"17860.0","5.4663"
"17880.0","5.8550"
"17900.0","6.1053"
"17920.0","6.0165"
"17940.0","6.1143"
"17960.0","5.9749"
"17980.0","5.9714"
"18000.0","5.7684"
"18020.0","5.7208"
"18040.0","5.9176"
"18060.0","6.2202"
"18080.0","5.9824"
"18100.0","5.9571"
"18120.0","5.8573"
"18140.0","5.7784"
"18160.0","5.8992"
"18180.0","5.9063"
"18200.0","5.8460"
"18220.0","6.0177"
"18240.0","6.1687"
"18260.0","6.0029"
"18280.0","5.8422"
"18300.0","5.6803"
"18320.0","5.8393"
"18340.0","5.9400"
"18360.0","5.8136"
"18380.0","5.9698"
"18400.0","6.0301"
"18420.0","6.0417"
"18440.0","6.0841"
"18460.0","6.1460"
"18480.0","5.8999"
"18500.0","5.9283"
"18520.0","5.9361"
"18540.0","5.7417"
"18560.0","5.5710"
"18580.0","5.8601"
"18600.0","6.1687"
"18620.0","5.8799"
"18640.0","5.9862"
"18660.0","6.1468"
"18680.0","5.9816"
"18700.0","5.6858"
"18720.0","6.0770"
"18740.0","6.1588"
"18760.0","5.8630"
"18780.0","5.9197"
"18800.0","5.9740"
"18820.0","5.8254"
"18840.0","5.8861"
"18860.0","5.9525"
"18880.0","5.7887"
"18900.0","5.8147"
"18920.0","5.7251"
"18940.0","5.8624"
"18960.0","5.9040"
"18980.0","6.2487"
"19000.0","6.0219"
"19020.0","6.1097"
"19040.0","6.0269"
"19060.0","5.9260"
"19080.0","6.0148"
"19100.0","6.0771"
"19120.0","6.2930"
"19140.0","5.9360"
"19160.0","6.0506"
"19180.0","6.1317"
"19200.0","5.9051"
"19220.0","5.9358"
"19240.0","6.0845"
"19260.0","5.8631"
"19280.0","5.8318"
"19300.0","5.8828"
"19320.0","5.9023"
"19340.0","5.9629"
"19360.0","5.9924"
"19380.0","5.8710"
"19400.0","6.0478"
"19420.0","6.1959"
"19440.0","5.9458"
"19460.0","5.9341"
"19480.0","5.9570"
"19500.0","5.9950"
"19520.0","6.0305"
"19540.0","6.2370"
"19560.0","6.0731"
"19580.0","6.0241"
"19600.0","5.7513"
"19620.0","5.7852"
"19640.0","5.9382"
"19660.0","6.0872"
"19680.0","6.0811"
"19700.0","5.9978"
"19720.0","6.0534"
"19740.0","6.0102"
"19760.0","6.0746"
"19780.0","5.8426"
"19800.0","5.9214"
"19820.0","5.9285"
"19840.0","5.9388"
"19860.0","5.9455"
"19880.0","5.5810"
"19900.0","6.0145"
"19920.0","6.0907"
"19940.0","5.9178"
"19960.0","6.1030"
"19980.0","5.9866"
"20000.0","6.1287"
"20020.0","5.9035"
"20040.0","5.7917"
"20060.0","5.8539"
"20080.0","5.9837"
"20100.0","5.8397"
"20120.0","6.0296"
"20140.0","5.9499"
"20160.0","5.8278"
"20180.0","5.6594"
"20200.0","5.9337"
"20220.0","5.9129"
"20240.0","5.9911"
"20260.0","6.1877"
"20280.0","5.9680"
"20300.0","5.6753"
"20320.0","5.8197"
"20340.0","5.8221"
"20360.0","5.8288"
"20380.0","6.1508"
"20400.0","6.2473"
"20420.0","6.0464"
"20440.0","5.8917"
"20460.0","5.9232"
"20480.0","5.8369"
"20500.0","5.8349"
"20520.0","6.0619"
"20540.0","5.9789"
"20560.0","5.8759"
"20580.0","5.9256"
"20600.0","6.1650"
"20620.0","6.0556"
"20640.0","5.7475"
"20660.0","5.8888"
"20680.0","6.0416"
"20700.0","5.7152"
"20720.0","5.9655"
"20740.0","6.0445"
"20760.0","5.8382"
"20780.0","5.8167"
"20800.0","6.0752"
"20820.0","5.8702"
"20840.0","5.9555"
"20860.0","5.8601"
"20880.0","5.9435"
"20900.0","5.9229"
"20920.0","5.9347"
"20940.0","6.0595"
"20960.0","6.2339"
"20980.0","6.0157"
"21000.0","5.9613"
"21020.0","6.0286"
"21040.0","5.7501"
"21060.0","5.8492"
"21080.0","5.9832"
"21100.0","5.9883"
"21120.0","5.7758"
"21140.0","5.8259"
"21160.0","5.8997"
"21180.0","5.5316"
"21200.0","5.2350"
"21220.0","5.7176"
"21240.0","6.9796"
"21260.0","8.1199"
"21280.0","8.2179"
"21300.0","6.0476"
"21320.0","3.1456"
"21340.0","4.9603"
"21360.0","5.6823"
"21380.0","5.5188"
"21400.0","5.6869"
"21420.0","6.0595"
"21440.0","5.0383"
"21460.0","6.1429"
"21480.0","7.5350"
"21500.0","7.6552"
"21520.0","5.8232"
"21540.0","4.9353"
"21560.0","5.2813"
"21580.0","5.7828"
"21600.0","6.6756"
"21620.0","6.5576"
"21640.0","5.4983"
"21660.0","5.0524"
"21680.0","5.8512"
"21700.0","6.1488"
"21720.0","5.9400"
"21740.0","5.4112"
"21760.0","5.4972"
"21780.0","5.7759"
"21800.0","5.5336"
"21820.0","5.8550"
"21840.0","6.3647"
"21860.0","6.2571"
"21880.0","6.0367"
"21900.0","5.6558"
"21920.0","5.9244"
"21940.0","6.1395"
"21960.0","5.8976"
"21980.0","5.9373"
"22000.0","5.7051"
"22020.0","5.7676"
"22040.0","6.3848"
"22060.0","6.4420"
"22080.0","5.0582"
"22100.0","4.3636"
"22120.0","6.0924"
"22140.0","8.3755"
"22160.0","7.3096"
"22180.0","5.8954"
"22200.0","6.1112"
"22220.0","4.9606"
"22240.0","3.0152"
"22260.0","2.8793"
"22280.0","5.3066"
"22300.0","7.3337"
"22320.0","8.9046"
"22340.0","8.8609"
"22360.0","7.6957"
"22380.0","6.4608"
"22400.0","5.1153"
"22420.0","4.6872"
"22440.0","4.6031"
"22460.0","4.8205"
"22480.0","5.2384"
"22500.0","5.5830"
"22520.0","6.0674"
"22540.0","6.4377"
"22560.0","6.6013"
"22580.0","6.0536"
"22600.0","5.7545"
"22620.0","5.6262"
"22640.0","5.5685"
"22660.0","5.4885"
"22680.0","5.2289"
"22700.0","5.8551"
"22720.0","6.0385"
"22740.0","6.3216"
"22760.0","6.5366"
"22780.0","6.5916"
"22800.0","6.6954"
"22820.0","6.1371"
"22840.0","6.0128"
"22860.0","5.6300"
"22880.0","5.3577"
"22900.0","5.1178"
"22920.0","5.3954"
"22940.0","5.5463"
"22960.0","5.7047"
"22980.0","6.1187"
"23000.0","5.9811"
"23020.0","6.1714"
"23040.0","6.2938"
"23060.0","6.3001"
"23080.0","6.1968"
"23100.0","6.1563"
"23120.0","6.3235"
"23140.0","6.2206"
"23160.0","6.0979"
"23180.0","5.9709"
"23200.0","5.7475"
"23220.0","5.9039"
"23240.0","5.9493"
"23260.0","6.0363"
"23280.0","6.2358"
"23300.0","6.1861"
"23320.0","5.7588"
"23340.0","5.1278"
