Time [ms],Measured Flow,Simple Moving Average Flow,Exponential Moving Average Flow
"1.0","0.8820","2.9700","0.7839"
"2.0","0.7945","2.9486","0.7858"
"3.0","0.6701","2.9300","0.7647"
"4.0","0.6878","2.9084","0.7508"
"5.0","0.5357","2.8767","0.7116"
"6.0","0.3135","2.8334","0.6393"
"7.0","0.0408","2.7881","0.5304"
"8.0","0.0408","2.7499","0.4414"
"9.0","-0.0829","2.7067","0.3461"
"10.0","-0.1275","2.6536","0.2600"
"11.0","-0.2093","2.5923","0.1747"
"12.0","-0.1925","2.5330","0.1079"
"13.0","-0.1256","2.4848","0.0654"
"14.0","0.0271","2.4347","0.0585"
"15.0","0.1084","2.3786","0.0676"
"16.0","0.3618","2.3209","0.1211"
"17.0","0.5549","2.2704","0.1999"
"18.0","0.5442","2.2270","0.2625"
"19.0","0.5178","2.1827","0.3089"
"20.0","0.3497","2.1295","0.3163"
"21.0","0.4242","2.0721","0.3360"
"22.0","0.3285","2.0190","0.3346"
"23.0","0.1958","1.9715","0.3094"
"24.0","-0.0494","1.9220","0.2441"
"25.0","-0.2305","1.8607","0.1578"
"26.0","-0.2052","1.7981","0.0918"
"27.0","-0.1865","1.7372","0.0412"
"28.0","-0.1862","1.6859","-0.0001"
"29.0","-0.1279","1.6375","-0.0234"
"30.0","-0.0315","1.5819","-0.0248"
"31.0","0.0867","1.5270","-0.0046"
"32.0","0.4442","1.4773","0.0770"
"33.0","0.5808","1.4397","0.1686"
"34.0","0.6220","1.4051","0.2511"
"35.0","0.6632","1.3601","0.3260"
"36.0","0.6107","1.3155","0.3778"
"37.0","0.5745","1.2756","0.4135"
"38.0","0.4786","1.2432","0.4254"
"39.0","0.2812","1.2095","0.3992"
"40.0","0.0770","1.1723","0.3406"
"41.0","-0.0987","1.1281","0.2607"
"42.0","-0.2478","1.0866","0.1682"
"43.0","-0.2076","1.0573","0.0999"
"44.0","-0.2653","1.0262","0.0335"
"45.0","-0.1904","0.9956","-0.0072"
"46.0","-0.1054","0.9600","-0.0250"
"47.0","0.0015","0.9285","-0.0202"
"48.0","0.3124","0.9101","0.0403"
"49.0","0.4915","0.8926","0.1223"
"50.0","0.5885","0.8705","0.2071"
"51.0","0.6612","0.8454","0.2896"
"52.0","0.5793","0.8204","0.3423"
"53.0","0.5510","0.8031","0.3802"
"54.0","0.4173","0.7842","0.3870"
"55.0","0.4173","0.7612","0.3925"
"56.0","0.2823","0.7298","0.3725"
"57.0","-0.0111","0.6991","0.3027"
"58.0","-0.2654","0.6725","0.1994"
"59.0","-0.2804","0.6441","0.1122"
"60.0","-0.3499","0.6097","0.0282"
"61.0","-0.3059","0.5706","-0.0326"
"62.0","-0.3253","0.5353","-0.0858"
"63.0","-0.1717","0.5074","-0.1014"
"64.0","-0.0709","0.4796","-0.0959"
"65.0","0.1208","0.4493","-0.0565"
"66.0","0.4193","0.4235","0.0300"
"67.0","0.4866","0.4046","0.1130"
"68.0","0.4956","0.3937","0.1826"
"69.0","0.5832","0.3862","0.2554"
"70.0","0.4629","0.3723","0.2932"
"71.0","0.5005","0.3575","0.3309"
"72.0","0.3707","0.3459","0.3381"
"73.0","0.3108","0.3400","0.3331"
"74.0","0.0303","0.3320","0.2781"
"75.0","-0.1030","0.3170","0.2088"
"76.0","-0.1213","0.2989","0.1488"
"77.0","-0.1429","0.2854","0.0957"
"78.0","-0.0400","0.2786","0.0711"
"79.0","-0.0277","0.2729","0.0531"
"80.0","-0.0054","0.2644","0.0425"
"81.0","0.2410","0.2536","0.0786"
"82.0","0.5503","0.2476","0.1643"
"83.0","0.7558","0.2511","0.2719"
"84.0","0.8717","0.2571","0.3809"
"85.0","0.8212","0.2584","0.4610"
"86.0","0.9712","0.2573","0.5537"
"87.0","0.8942","0.2597","0.6156"
"88.0","0.7793","0.2683","0.6454"
"89.0","0.8279","0.2776","0.6786"
"90.0","0.5170","0.2806","0.6492"
"91.0","0.4891","0.2796","0.6201"
"92.0","0.5018","0.2813","0.5986"
"93.0","0.5174","0.2869","0.5838"
"94.0","0.6270","0.2950","0.5917"
"95.0","0.8125","0.3023","0.6318"
"96.0","0.9033","0.3063","0.6812"
"97.0","1.1983","0.3047","0.7752"
"98.0","1.6889","0.3071","0.9413"
"99.0","2.1221","0.3179","1.1560"
"100.0","2.2927","0.3317","1.3627"
"101.0","2.4178","0.3471","1.5545"
"102.0","2.4178","0.3633","1.7115"
"103.0","2.4620","0.3812","1.8479"
"104.0","2.4510","0.3989","1.9576"
"105.0","2.4567","0.4181","2.0483"
"106.0","2.3622","0.4385","2.1054"
"107.0","2.0608","0.4587","2.0973"
"108.0","1.8391","0.4767","2.0504"
"109.0","1.7419","0.4950","1.9943"
"110.0","1.7319","0.5136","1.9466"
"111.0","1.8403","0.5341","1.9272"
"112.0","1.7921","0.5539","1.9027"
"113.0","1.9734","0.5749","1.9155"
"114.0","2.1558","0.5962","1.9592"
"115.0","2.3387","0.6185","2.0282"
"116.0","2.6544","0.6414","2.1421"
"117.0","2.8802","0.6647","2.2763"
"118.0","2.8014","0.6872","2.3718"
"119.0","2.7676","0.7097","2.4437"
"120.0","2.6278","0.7325","2.4772"
"121.0","2.6300","0.7546","2.5050"
"122.0","2.5013","0.7763","2.5043"
"123.0","2.0584","0.7949","2.4232"
"124.0","1.7567","0.8130","2.3020"
"125.0","1.5547","0.8309","2.1662"
"126.0","1.4455","0.8474","2.0351"
"127.0","1.4238","0.8635","1.9240"
"128.0","1.3831","0.8792","1.8256"
"129.0","1.3978","0.8944","1.7479"
"130.0","1.4386","0.9091","1.6916"
"131.0","1.6287","0.9245","1.6802"
"132.0","1.9053","0.9391","1.7211"
"133.0","2.0736","0.9541","1.7852"
"134.0","2.0173","0.9680","1.8274"
"135.0","1.9442","0.9808","1.8486"
"136.0","1.9158","0.9939","1.8608"
"137.0","1.7028","1.0052","1.8321"
"138.0","1.5545","1.0159","1.7816"
"139.0","1.3923","1.0270","1.7108"
"140.0","1.0522","1.0368","1.5911"
"141.0","0.5891","1.0437","1.4089"
"142.0","0.4409","1.0506","1.2329"
"143.0","0.4925","1.0576","1.0983"
"144.0","0.4611","1.0648","0.9824"
"145.0","0.5698","1.0724","0.9074"
"146.0","0.4848","1.0783","0.8306"
"147.0","0.6494","1.0848","0.7976"
"148.0","0.9943","1.0916","0.8334"
"149.0","0.9943","1.0966","0.8626"
"150.0","1.2437","1.1032","0.9319"
"151.0","1.2914","1.1095","0.9973"
"152.0","1.2664","1.1164","1.0462"
"153.0","1.1158","1.1220","1.0588"
"154.0","1.0181","1.1280","1.0514"
"155.0","0.8721","1.1326","1.0188"
"156.0","0.8683","1.1384","0.9915"
"157.0","0.6203","1.1448","0.9240"
"158.0","0.4109","1.1515","0.8307"
"159.0","0.3234","1.1576","0.7385"
"160.0","0.3084","1.1641","0.6603"
"161.0","0.3201","1.1704","0.5984"
"162.0","0.3681","1.1773","0.5565"
"163.0","0.4242","1.1833","0.5325"
