Time [ms],Corrected Value
"8780.0","5.8655"
"8800.0","5.8099"
"8820.0","5.9217"
"8840.0","5.9111"
"8860.0","5.9990"
"8880.0","5.8452"
"8900.0","5.8470"
"8920.0","5.9622"
"8940.0","5.9221"
"8960.0","5.9096"
"8980.0","5.8376"
"9000.0","5.9271"
"9020.0","5.8654"
"9040.0","5.9785"
"9060.0","5.9814"
"9080.0","6.0435"
"9100.0","6.1034"
"9120.0","5.9137"
"9140.0","5.8391"
"9160.0","5.9982"
"9180.0","6.0111"
"9200.0","5.9993"
"9220.0","5.8976"
"9240.0","5.9148"
"9260.0","5.9250"
"9280.0","5.8974"
"9300.0","5.8922"
"9320.0","5.9911"
"9340.0","5.9248"
"9360.0","6.0647"
"9380.0","5.9294"
"9400.0","5.9111"
"9420.0","5.8996"
"9440.0","5.9890"
"9460.0","5.9447"
"9480.0","5.9576"
"9500.0","5.8818"
"9520.0","5.8259"
"9540.0","6.0363"
"9560.0","5.9224"
"9580.0","5.8638"
"9600.0","6.0036"
"9620.0","5.8014"
"9640.0","6.0854"
"9660.0","5.9612"
"9680.0","5.8127"
"9700.0","5.8973"
"9720.0","5.8565"
"9740.0","5.8419"
"9760.0","5.8689"
"9780.0","5.8473"
"9800.0","6.0518"
"9820.0","5.8801"
"9840.0","5.7837"
"9860.0","5.8010"
"9880.0","5.9034"
"9900.0","5.8611"
"9920.0","5.9347"
"9940.0","5.8925"
"9960.0","5.7750"
"9980.0","5.9578"
"10000.0","5.9679"
"10020.0","5.9602"
"10040.0","5.9424"
"10060.0","5.8886"
"10080.0","5.9516"
"10100.0","5.9818"
"10120.0","5.8211"
"10140.0","5.9388"
"10160.0","6.0126"
"10180.0","6.0471"
"10200.0","5.8652"
"10220.0","5.9389"
"10240.0","5.9012"
"10260.0","5.8714"
"10280.0","5.9773"
"10300.0","5.9764"
"10320.0","5.9887"
"10340.0","6.0067"
"10360.0","5.7668"
"10380.0","5.8031"
"10400.0","5.9796"
"10420.0","5.8655"
"10440.0","5.8866"
"10460.0","5.8841"
"10480.0","6.0413"
"10500.0","6.0933"
"10520.0","5.9512"
"10540.0","5.9641"
"10560.0","5.9883"
"10580.0","6.0047"
"10600.0","5.8853"
"10620.0","5.8810"
"10640.0","6.0705"
"10660.0","5.8888"
"10680.0","5.9964"
"10700.0","6.0141"
"10720.0","5.7894"
"10740.0","5.9964"
"10760.0","5.8817"
"10780.0","5.9537"
"10800.0","6.0484"
"10820.0","5.9035"
"10840.0","5.9870"
"10860.0","5.8939"
"10880.0","5.9988"
"10900.0","5.9566"
"10920.0","6.0832"
"10940.0","5.9570"
"10960.0","5.8798"
"10980.0","5.9698"
"11000.0","5.8060"
"11020.0","5.8935"
"11040.0","6.0119"
"11060.0","5.9100"
"11080.0","6.1042"
"11100.0","5.8962"
"11120.0","5.8898"
"11140.0","6.0435"
"11160.0","5.9964"
"11180.0","5.9636"
"11200.0","5.9784"
"11220.0","6.0117"
"11240.0","5.8946"
"11260.0","5.9730"
"11280.0","5.8231"
"11300.0","5.8801"
"11320.0","6.0483"
"11340.0","5.9164"
"11360.0","6.0443"
"11380.0","6.0402"
"11400.0","6.0368"
"11420.0","5.9496"
"11440.0","6.0037"
"11460.0","5.9368"
"11480.0","5.8430"
"11500.0","5.8927"
"11520.0","5.9179"
"11540.0","5.9014"
"11560.0","6.0344"
"11580.0","6.0584"
"11600.0","5.9722"
"11620.0","6.0678"
"11640.0","5.8883"
"11660.0","5.9683"
"11680.0","5.9358"
"11700.0","5.8740"
"11720.0","5.9669"
"11740.0","5.9125"
"11760.0","5.8857"
"11780.0","6.0926"
"11800.0","6.0305"
"11820.0","6.0581"
"11840.0","5.9943"
"11860.0","6.0041"
"11880.0","5.9186"
"11900.0","5.9253"
"11920.0","6.0239"
"11940.0","6.0533"
"11960.0","5.8790"
"11980.0","5.9550"
"12000.0","5.9275"
"12020.0","5.9063"
"12040.0","5.8904"
"12060.0","5.9800"
"12080.0","6.1456"
"12100.0","5.9834"
"12120.0","5.9478"
"12140.0","5.8484"
"12160.0","5.9461"
"12180.0","5.9035"
"12200.0","6.0221"
"12220.0","5.9999"
"12240.0","6.0055"
"12260.0","6.0813"
"12280.0","5.9504"
"12300.0","6.0344"
"12320.0","5.9529"
"12340.0","5.8292"
"12360.0","5.8996"
"12380.0","5.8312"
"12400.0","5.9163"
"12420.0","5.8733"
"12440.0","5.8151"
"12460.0","5.8760"
"12480.0","6.0882"
"12500.0","5.9374"
"12520.0","5.9834"
"12540.0","5.9760"
"12560.0","5.9209"
"12580.0","6.1061"
"12600.0","5.9378"
"12620.0","6.0258"
"12640.0","5.8232"
"12660.0","6.0452"
"12680.0","6.0534"
"12700.0","6.0518"
"12720.0","5.9366"
"12740.0","5.9793"
"12760.0","6.0125"
"12780.0","5.9567"
"12800.0","5.9453"
"12820.0","5.9299"
"12840.0","5.9807"
"12860.0","5.8830"
"12880.0","5.9175"
"12900.0","6.0522"
"12920.0","5.9471"
"12940.0","6.0251"
"12960.0","5.8895"
"12980.0","5.8844"
"13000.0","5.8720"
"13020.0","5.9608"
"13040.0","5.9846"
"13060.0","5.8801"
"13080.0","5.8740"
"13100.0","5.9036"
"13120.0","6.0727"
"13140.0","6.0096"
"13160.0","5.9790"
"13180.0","6.1042"
"13200.0","5.8970"
"13220.0","5.9469"
"13240.0","5.8777"
"13260.0","6.0402"
"13280.0","6.0567"
"13300.0","5.9322"
"13320.0","5.8375"
"13340.0","5.9802"
"13360.0","5.9020"
"13380.0","5.8958"
"13400.0","5.8385"
"13420.0","5.8842"
"13440.0","5.8938"
"13460.0","5.9226"
"13480.0","5.9959"
"13500.0","6.0554"
"13520.0","6.0389"
"13540.0","6.0771"
"13560.0","5.9601"
"13580.0","6.1158"
"13600.0","5.7758"
"13620.0","5.9339"
"13640.0","5.9594"
"13660.0","5.8906"
"13680.0","5.9428"
"13700.0","5.9698"
"13720.0","6.0734"
"13740.0","6.0782"
"13760.0","6.0459"
"13780.0","6.1398"
"13800.0","5.9547"
"13820.0","6.1228"
"13840.0","6.1355"
"13860.0","6.0946"
"13880.0","6.1045"
"13900.0","6.1248"
"13920.0","6.0174"
"13940.0","5.9939"
"13960.0","5.8985"
"13980.0","5.9069"
"14000.0","6.0556"
"14020.0","5.9269"
"14040.0","6.0436"
"14060.0","5.9208"
"14080.0","6.0309"
"14100.0","6.1131"
"14120.0","5.9136"
"14140.0","5.9865"
"14160.0","6.0165"
"14180.0","5.9195"
"14200.0","5.9354"
"14220.0","6.0964"
"14240.0","6.0332"
"14260.0","6.0315"
"14280.0","5.8547"
"14300.0","5.9221"
"14320.0","5.9430"
"14340.0","6.0002"
"14360.0","6.1166"
"14380.0","5.9776"
"14400.0","5.9228"
"14420.0","6.0122"
"14440.0","6.0863"
"14460.0","6.0040"
"14480.0","5.9858"
"14500.0","6.0835"
"14520.0","6.0428"
"14540.0","6.0061"
"14560.0","6.0263"
"14580.0","6.0331"
"14600.0","5.9959"
"14620.0","5.9647"
"14640.0","5.8228"
"14660.0","6.0866"
"14680.0","5.9069"
"14700.0","5.9883"
"14720.0","5.8984"
"14740.0","6.1336"
"14760.0","6.0968"
"14780.0","6.0053"
"14800.0","6.0316"
"14820.0","6.1343"
"14840.0","6.0794"
"14860.0","5.8452"
"14880.0","6.0250"
"14900.0","5.8838"
"14920.0","5.9904"
"14940.0","5.9483"
"14960.0","5.8782"
"14980.0","6.0183"
"15000.0","5.9622"
"15020.0","6.0908"
"15040.0","6.0133"
"15060.0","6.0930"
"15080.0","6.0944"
"15100.0","5.9345"
"15120.0","6.1082"
"15140.0","6.1511"
"15160.0","6.0296"
"15180.0","6.1062"
"15200.0","5.8963"
"15220.0","5.9671"
"15240.0","6.1737"
"15260.0","6.0817"
"15280.0","5.8623"
"15300.0","6.1698"
"15320.0","6.0875"
"15340.0","5.9180"
"15360.0","5.9543"
"15380.0","6.0230"
"15400.0","6.0798"
"15420.0","5.9807"
"15440.0","6.0969"
"15460.0","6.0672"
"15480.0","6.0789"
"15500.0","6.0381"
"15520.0","6.1050"
"15540.0","5.8676"
"15560.0","5.8372"
"15580.0","6.1003"
"15600.0","5.8824"
"15620.0","5.9051"
"15640.0","5.9626"
"15660.0","5.8338"
"15680.0","6.0226"
"15700.0","6.0467"
"15720.0","5.9256"
"15740.0","5.9605"
"15760.0","5.9972"
"15780.0","5.9792"
"15800.0","6.0975"
"15820.0","5.9897"
"15840.0","5.8842"
"15860.0","5.8876"
"15880.0","6.0383"
"15900.0","6.0326"
"15920.0","6.0622"
"15940.0","5.9722"
"15960.0","6.0114"
"15980.0","6.0828"
"16000.0","6.0848"
"16020.0","6.1163"
"16040.0","6.0285"
"16060.0","6.0845"
"16080.0","5.9638"
"16100.0","5.9106"
"16120.0","5.9568"
"16140.0","6.0916"
"16160.0","5.9580"
"16180.0","5.9773"
"16200.0","6.0797"
"16220.0","5.9366"
"16240.0","6.0649"
"16260.0","5.8987"
"16280.0","5.9932"
"16300.0","6.1070"
"16320.0","6.0560"
"16340.0","6.0087"
"16360.0","6.0385"
"16380.0","5.9516"
"16400.0","5.8971"
"16420.0","5.8974"
"16440.0","6.0002"
"16460.0","6.0081"
"16480.0","5.9030"
"16500.0","6.0024"
"16520.0","6.0040"
"16540.0","5.9430"
"16560.0","6.1620"
"16580.0","6.0363"
"16600.0","5.8966"
"16620.0","5.8907"
"16640.0","5.9882"
"16660.0","5.9272"
"16680.0","6.1395"
"16700.0","5.9722"
"16720.0","6.0118"
"16740.0","6.0647"
"16760.0","6.0018"
"16780.0","6.0275"
"16800.0","6.0757"
"16820.0","6.0592"
"16840.0","5.9541"
"16860.0","5.8419"
"16880.0","6.0940"
"16900.0","6.0688"
"16920.0","5.9628"
"16940.0","6.0168"
"16960.0","5.7904"
"16980.0","5.9410"
"17000.0","5.9193"
"17020.0","6.0463"
"17040.0","5.9069"
"17060.0","5.8769"
"17080.0","6.0122"
"17100.0","6.0455"
"17120.0","5.8938"
"17140.0","5.8258"
"17160.0","5.8997"
"17180.0","5.9634"
"17200.0","6.0331"
"17220.0","5.9709"
"17240.0","5.8293"
"17260.0","5.8427"
"17280.0","5.8423"
"17300.0","5.9106"
"17320.0","5.9337"
"17340.0","6.0445"
"17360.0","5.9717"
"17380.0","5.9741"
