Time [ms],Measured Flow,Simple Moving Average Flow,Exponential Moving Average Flow
"20.0","2.4403","2.4403","2.4403"
"40.0","2.9951","2.9951","2.7177"
"60.0","3.5318","3.5318","3.1248"
"80.0","3.2749","3.2749","3.1998"
"100.0","2.6359","2.6359","2.9179"
"120.0","2.6136","2.6136","2.7657"
"140.0","3.1922","3.1922","2.9790"
"160.0","3.6310","3.6310","3.3050"
"180.0","3.3259","3.3259","3.3155"
"200.0","2.1373","2.9778","2.7264"
"220.0","1.6116","2.8949","2.1690"
"240.0","1.9335","2.7888","2.0513"
"260.0","2.4057","2.6762","2.2285"
"280.0","2.0215","2.5508","2.1250"
"300.0","0.9377","2.3810","1.5313"
"320.0","0.9563","2.2153","1.2438"
"340.0","1.6095","2.0570","1.4266"
"360.0","1.8347","1.8774","1.6306"
"380.0","1.7703","1.7218","1.7005"
"400.0","0.7191","1.5800","1.2098"
"420.0","0.5479","1.4736","0.8788"
"440.0","1.3466","1.4149","1.1127"
"460.0","1.7547","1.3498","1.4337"
"480.0","1.3097","1.2786","1.3717"
"500.0","0.5460","1.2395","0.9588"
"520.0","0.4232","1.1861","0.6910"
"540.0","1.1428","1.1395","0.9169"
"560.0","1.4437","1.1004","1.1803"
"580.0","1.1556","1.0389","1.1680"
"600.0","0.3233","0.9994","0.7456"
"620.0","0.2996","0.9745","0.5226"
"640.0","0.7104","0.9109","0.6165"
"660.0","0.9571","0.8311","0.7868"
"680.0","0.8609","0.7863","0.8238"
"700.0","0.0642","0.7381","0.4440"
"720.0","0.0068","0.6964","0.2254"
"740.0","0.5183","0.6340","0.3719"
"760.0","0.7684","0.5665","0.5701"
"780.0","0.4328","0.4942","0.5015"
"800.0","-0.2744","0.4344","0.1135"
"820.0","0.4745","0.4519","0.2940"
"840.0","2.0800","0.5889","1.1870"
"860.0","2.4078","0.7339","1.7974"
"880.0","1.1357","0.7614","1.4666"
"900.0","0.6801","0.8230","1.0733"
"920.0","0.9363","0.9160","1.0048"
"940.0","1.2048","0.9846","1.1048"
"960.0","1.9484","1.1026","1.5266"
"980.0","2.1154","1.2709","1.8210"
"1000.0","1.2727","1.4256","1.5468"
"1020.0","1.5348","1.5316","1.5408"
"1040.0","2.1827","1.5419","1.8618"
"1060.0","3.2356","1.6246","2.5487"
"1080.0","3.1168","1.8228","2.8327"
"1100.0","2.4122","1.9960","2.6224"
"1120.0","2.6262","2.1649","2.6243"
"1140.0","3.5788","2.4023","3.1016"
"1160.0","4.3910","2.6466","3.7463"
"1180.0","4.4581","2.8809","4.1022"
"1200.0","3.6063","3.1143","3.8542"
"1220.0","3.9749","3.3583","3.9146"
"1240.0","4.9365","3.6336","4.4255"
"1260.0","5.7010","3.8802","5.0633"
"1280.0","5.8147","4.1500","5.4390"
"1300.0","4.9879","4.4076","5.2135"
"1320.0","5.1222","4.6572","5.1678"
"1340.0","5.7831","4.8776","5.4755"
"1360.0","6.2031","5.0588","5.8393"
"1380.0","5.7280","5.1858","5.7836"
"1400.0","5.1300","5.3381","5.4568"
"1420.0","5.1238","5.4530","5.2903"
"1440.0","5.6449","5.5239","5.4676"
"1460.0","6.0849","5.5623","5.7763"
"1480.0","6.1145","5.5922","5.9454"
"1500.0","5.1238","5.6058","5.5346"
"1520.0","5.1811","5.6117","5.3578"
"1540.0","5.6702","5.6004","5.5140"
"1560.0","6.2002","5.6001","5.8571"
"1580.0","5.8773","5.6151","5.8672"
"1600.0","5.2616","5.6282","5.5644"
"1620.0","4.9697","5.6128","5.2671"
"1640.0","5.3733","5.5857","5.3202"
"1660.0","5.7548","5.5527","5.5375"
"1680.0","5.4830","5.4895","5.5102"
"1700.0","4.5758","5.4347","5.0430"
"1720.0","4.3613","5.3527","4.7022"
"1740.0","4.6658","5.2523","4.6840"
"1760.0","5.3765","5.1699","5.0303"
"1780.0","4.8465","5.0668","4.9384"
"1800.0","3.8057","4.9212","4.3720"
"1820.0","3.7745","4.8017","4.0733"
"1840.0","4.2085","4.6852","4.1409"
"1860.0","4.5974","4.5695","4.3692"
"1880.0","4.0519","4.4264","4.2105"
"1900.0","3.0317","4.2720","3.6211"
"1920.0","2.9155","4.1274","3.2683"
"1940.0","3.2363","3.9845","3.2523"
"1960.0","3.6428","3.8111","3.4475"
"1980.0","3.2594","3.6524","3.3535"
"2000.0","2.5389","3.5257","2.9462"
"2020.0","2.2385","3.3721","2.5923"
"2040.0","2.8320","3.2344","2.7122"
"2060.0","3.2905","3.1038","3.0014"
"2080.0","3.1027","3.0088","3.0520"
"2100.0","2.3052","2.9362","2.6786"
"2120.0","2.1966","2.8643","2.4376"
"2140.0","2.9707","2.8377","2.7042"
"2160.0","3.4705","2.8205","3.0873"
"2180.0","3.1208","2.8066","3.1041"
"2200.0","2.4535","2.7981","2.7788"
"2220.0","2.5405","2.8283","2.6596"
"2240.0","3.2535","2.8705","2.9566"
"2260.0","3.8498","2.9264","3.4032"
"2280.0","3.4751","2.9636","3.4391"
"2300.0","2.8932","3.0224","3.1661"
